Desired T100 Wavelength,Actual T100 Wavelength,Desired T100 Output Power,Actual T100 Output Power,Power Meter Wavelength Setting,Power Meter Reading
1274,1274,0,-0.01,1274,-0.0473574,
1274,1274,2,1.99,1274,1.9492,
1274,1274,4,3.99,1274,3.94582,
1274,1274,6,5.99,1274,5.94577,
1274,1274,8,8,1274,7.95045,
1275,1275,0,-0.01,1275,-0.0501212,
1275,1275,2,1.99,1275,1.94494,
1275,1275,4,3.99,1275,3.94193,
1275,1275,6,5.99,1275,5.94213,
1275,1275,8,8,1275,7.94695,
1276,1276,0,-0.01,1276,-0.0503888,
1276,1276,2,1.99,1276,1.94472,
1276,1276,4,3.99,1276,3.94165,
1276,1276,6,5.99,1276,5.94164,
1276,1276,8,7.99,1276,7.94615,
1277,1277,0,-0.01,1277,-0.0471326,
1277,1277,2,1.99,1277,1.94372,
1277,1277,4,3.99,1277,3.94008,
1277,1277,6,5.99,1277,5.94005,
1277,1277,8,7.99,1277,7.94431,
1278,1278,0,-0.01,1278,-0.0558139,
1278,1278,2,1.99,1278,1.93527,
1278,1278,4,3.99,1278,3.93196,
1278,1278,6,5.99,1278,5.93194,
1278,1278,8,7.99,1278,7.93658,
1279,1279,0,-0.01,1279,-0.0570278,
1279,1279,2,1.99,1279,1.9351,
1279,1279,4,3.99,1279,3.93205,
1279,1279,6,5.99,1279,5.93228,
1279,1279,8,8,1279,7.93719,
1280,1280,0,-0.01,1280,-0.0701664,
1280,1280,2,1.99,1280,1.92746,
1280,1280,4,3.99,1280,3.92478,
1280,1280,6,5.99,1280,5.9251,
1280,1280,8,7.99,1280,7.93017,
1281,1281,0,-0.01,1281,-0.0635227,
1281,1281,2,1.99,1281,1.93155,
1281,1281,4,3.99,1281,3.92903,
1281,1281,6,5.99,1281,5.92945,
1281,1281,8,8,1281,7.93451,
1282,1282,0,-0.01,1282,-0.0619942,
1282,1282,2,1.99,1282,1.93369,
1282,1282,4,3.99,1282,3.93166,
1282,1282,6,5.99,1282,5.93227,
1282,1282,8,8,1282,7.93737,
1283,1283,0,-0.01,1283,-0.0560044,
1283,1283,2,1.99,1283,1.93839,
1283,1283,4,3.99,1283,3.93522,
1283,1283,6,5.99,1283,5.9351,
1283,1283,8,8,1283,7.93992,
1284,1284,0,-0.01,1284,-0.0517695,
1284,1284,2,1.99,1284,1.94354,
1284,1284,4,3.99,1284,3.94055,
1284,1284,6,5.99,1284,5.94074,
1284,1284,8,7.99,1284,7.94578,
1285,1285,0,-0.01,1285,-0.0511595,
1285,1285,2,1.99,1285,1.94113,
1285,1285,4,3.99,1285,3.93819,
1285,1285,6,6,1285,5.93868,
1285,1285,8,8,1285,7.94356,
1286,1286,0,-0.01,1286,-0.0488179,
1286,1286,2,1.99,1286,1.94333,
1286,1286,4,3.99,1286,3.94034,
1286,1286,6,5.99,1286,5.9409,
1286,1286,8,8,1286,7.94584,
1287,1287,0,-0.01,1287,-0.0490894,
1287,1287,2,1.99,1287,1.9445,
1287,1287,4,3.99,1287,3.94203,
1287,1287,6,5.99,1287,5.9427,
1287,1287,8,8,1287,7.94757,
1288,1288,0,-0.01,1288,-0.05042,
1288,1288,2,1.99,1288,1.94422,
1288,1288,4,3.99,1288,3.94236,
1288,1288,6,5.99,1288,5.94341,
1288,1288,8,8,1288,7.94883,
1289,1289,0,-0.01,1289,-0.0430357,
1289,1289,2,1.99,1289,1.95236,
1289,1289,4,3.99,1289,3.9495,
1289,1289,6,6,1289,5.95005,
1289,1289,8,7.99,1289,7.95522,
1290,1290,0,-0.01,1290,-0.0422919,
1290,1290,2,1.99,1290,1.95423,
1290,1290,4,3.99,1290,3.95212,
1290,1290,6,5.99,1290,5.95312,
1290,1290,8,8,1290,7.95847,
1291,1291,0,-0.01,1291,-0.0379665,
1291,1291,2,1.99,1291,1.95887,
1291,1291,4,3.99,1291,3.95662,
1291,1291,6,5.99,1291,5.95744,
1291,1291,8,7.99,1291,7.96269,
1292,1292,0,-0.01,1292,-0.0376046,
1292,1292,2,1.99,1292,1.95921,
1292,1292,4,3.99,1292,3.95703,
1292,1292,6,5.99,1292,5.95799,
1292,1292,8,7.99,1292,7.9632,
1293,1293,0,-0.01,1293,-0.034372,
1293,1293,2,1.99,1293,1.96091,
1293,1293,4,3.99,1293,3.95899,
1293,1293,6,5.99,1293,5.96004,
1293,1293,8,8,1293,7.96545,
1294,1294,0,-0.01,1294,-0.0362499,
1294,1294,2,1.99,1294,1.95944,
1294,1294,4,3.99,1294,3.95781,
1294,1294,6,5.99,1294,5.95907,
1294,1294,8,7.99,1294,7.96461,
1295,1295,0,-0.01,1295,-0.0314593,
1295,1295,2,1.99,1295,1.96341,
1295,1295,4,3.99,1295,3.9609,
1295,1295,6,5.99,1295,5.96164,
1295,1295,8,8,1295,7.96688,
1296,1296,0,-0.01,1296,-0.0300006,
1296,1296,2,1.99,1296,1.96524,
1296,1296,4,3.99,1296,3.9629,
1296,1296,6,5.99,1296,5.96377,
1296,1296,8,8,1296,7.96916,
1297,1297,0,-0.01,1297,-0.0320718,
1297,1297,2,1.99,1297,1.96304,
1297,1297,4,3.99,1297,3.96109,
1297,1297,6,5.99,1297,5.96213,
1297,1297,8,7.99,1297,7.96763,
1298,1298,0,-0.01,1298,-0.0284118,
1298,1298,2,1.99,1298,1.96697,
1298,1298,4,3.99,1298,3.96516,
1298,1298,6,5.99,1298,5.96636,
1298,1298,8,8,1298,7.97185,
1299,1299,0,-0.01,1299,-0.0321728,
1299,1299,2,1.99,1299,1.96383,
1299,1299,4,3.99,1299,3.96206,
1299,1299,6,5.99,1299,5.96341,
1299,1299,8,7.99,1299,7.96897,
1300,1300,0,-0.01,1300,-0.0304043,
1300,1300,2,1.99,1300,1.96546,
1300,1300,4,3.99,1300,3.96363,
1300,1300,6,5.99,1300,5.9648,
1300,1300,8,8,1300,7.97038,
1301,1301,0,-0.01,1301,-0.032287,
1301,1301,2,1.99,1301,1.96315,
1301,1301,4,3.99,1301,3.96147,
1301,1301,6,5.99,1301,5.96275,
1301,1301,8,7.99,1301,7.96832,
1302,1302,0,-0.01,1302,-0.0366541,
1302,1302,2,1.99,1302,1.95979,
1302,1302,4,3.99,1302,3.95871,
1302,1302,6,5.99,1302,5.96047,
1302,1302,8,8,1302,7.96597,
1303,1303,0,-0.01,1303,-0.0316715,
1303,1303,2,1.99,1303,1.96428,
1303,1303,4,3.99,1303,3.96248,
1303,1303,6,5.99,1303,5.96368,
1303,1303,8,8,1303,7.96901,
1304,1304,0,-0.01,1304,-0.0355032,
1304,1304,2,1.99,1304,1.96033,
1304,1304,4,4,1304,3.95876,
1304,1304,6,5.99,1304,5.95995,
1304,1304,8,8,1304,7.96546,
1305,1305,0,-0.01,1305,-0.0338454,
1305,1305,2,1.99,1305,1.96203,
1305,1305,4,4,1305,3.96063,
1305,1305,6,5.99,1305,5.96202,
1305,1305,8,8,1305,7.96739,
1306,1306,0,-0.01,1306,-0.0375661,
1306,1306,2,1.99,1306,1.95903,
1306,1306,4,3.99,1306,3.95825,
1306,1306,6,5.99,1306,5.96,
1306,1306,8,8,1306,7.96595,
1307,1307,0,-0.01,1307,-0.0391451,
1307,1307,2,1.99,1307,1.9577,
1307,1307,4,3.99,1307,3.95684,
1307,1307,6,5.99,1307,5.9585,
1307,1307,8,8,1307,7.96438,
1308,1308,0,-0.01,1308,-0.0370658,
1308,1308,2,1.99,1308,1.95991,
1308,1308,4,3.99,1308,3.95896,
1308,1308,6,5.99,1308,5.96059,
1308,1308,8,8,1308,7.9665,
1309,1309,0,-0.01,1309,-0.0401957,
1309,1309,2,1.99,1309,1.95773,
1309,1309,4,4,1309,3.95711,
1309,1309,6,5.99,1309,5.95899,
1309,1309,8,8,1309,7.96496,
1310,1310,0,-0.01,1310,-0.0410347,
1310,1310,2,1.99,1310,1.95752,
1310,1310,4,4,1310,3.95715,
1310,1310,6,5.99,1310,5.95924,
1310,1310,8,8,1310,7.96559,
1311,1311,0,-0.01,1311,-0.0353277,
1311,1311,2,1.99,1311,1.96014,
1311,1311,4,3.99,1311,3.95843,
1311,1311,6,5.99,1311,5.95992,
1311,1311,8,8,1311,7.96554,
1312,1312,0,-0.01,1312,-0.0363234,
1312,1312,2,1.99,1312,1.95944,
1312,1312,4,3.99,1312,3.95807,
1312,1312,6,5.99,1312,5.95962,
1312,1312,8,8,1312,7.96533,
1313,1313,0,-0.01,1313,-0.035868,
1313,1313,2,1.99,1313,1.96005,
1313,1313,4,3.99,1313,3.95893,
1313,1313,6,5.99,1313,5.96049,
1313,1313,8,8,1313,7.96633,
1314,1314,0,-0.01,1314,-0.0391386,
1314,1314,2,1.99,1314,1.95733,
1314,1314,4,3.99,1314,3.95644,
1314,1314,6,5.99,1314,5.95808,
1314,1314,8,8,1314,7.96408,
1315,1315,0,-0.01,1315,-0.0414798,
1315,1315,2,1.99,1315,1.95796,
1315,1315,4,3.99,1315,3.95631,
1315,1315,6,5.99,1315,5.95746,
1315,1315,8,7.99,1315,7.96304,
1316,1316,0,-0.01,1316,-0.038781,
1316,1316,2,1.99,1316,1.9563,
1316,1316,4,3.99,1316,3.9544,
1316,1316,6,5.99,1316,5.95594,
1316,1316,8,8,1316,7.96168,
1317,1317,0,-0.01,1317,-0.0394501,
1317,1317,2,1.99,1317,1.95622,
1317,1317,4,3.99,1317,3.95486,
1317,1317,6,5.99,1317,5.95641,
1317,1317,8,8,1317,7.96211,
1318,1318,0,-0.01,1318,-0.0408642,
1318,1318,2,1.99,1318,1.95521,
1318,1318,4,3.99,1318,3.95404,
1318,1318,6,5.99,1318,5.95566,
1318,1318,8,8,1318,7.96174,
1319,1319,0,-0.01,1319,-0.0370312,
1319,1319,2,1.99,1319,1.95703,
1319,1319,4,3.99,1319,3.95512,
1319,1319,6,5.99,1319,5.9562,
1319,1319,8,8,1319,7.96193,
1320,1320,0,-0.01,1320,-0.0436735,
1320,1320,2,1.99,1320,1.95541,
1320,1320,4,3.99,1320,3.95364,
1320,1320,6,5.99,1320,5.95483,
1320,1320,8,8,1320,7.96052,
1321,1321,0,-0.01,1321,-0.0448318,
1321,1321,2,1.99,1321,1.9522,
1321,1321,4,3.99,1321,3.95077,
1321,1321,6,5.99,1321,5.95223,
1321,1321,8,8,1321,7.95807,
1322,1322,0,-0.01,1322,-0.0420029,
1322,1322,2,1.99,1322,1.95462,
1322,1322,4,3.99,1322,3.95316,
1322,1322,6,5.99,1322,5.95437,
1322,1322,8,8,1322,7.96028,
1323,1323,0,-0.01,1323,-0.0458008,
1323,1323,2,1.99,1323,1.94996,
1323,1323,4,3.99,1323,3.94838,
1323,1323,6,5.99,1323,5.94991,
1323,1323,8,8,1323,7.95579,
1324,1324,0,-0.01,1324,-0.0488812,
1324,1324,2,1.99,1324,1.94773,
1324,1324,4,3.99,1324,3.94663,
1324,1324,6,5.99,1324,5.94839,
1324,1324,8,8,1324,7.95441,
1325,1325,0,-0.01,1325,-0.0488482,
1325,1325,2,1.99,1325,1.94548,
1325,1325,4,3.99,1325,3.94406,
1325,1325,6,5.99,1325,5.94547,
1325,1325,8,8,1325,7.95147,
1326,1326,0,-0.01,1326,-0.0531335,
1326,1326,2,1.99,1326,1.94118,
1326,1326,4,3.99,1326,3.93972,
1326,1326,6,5.99,1326,5.94105,
1326,1326,8,8,1326,7.94695,
1327,1327,0,-0.01,1327,-0.0562006,
1327,1327,2,1.99,1327,1.94006,
1327,1327,4,4,1327,3.93917,
1327,1327,6,5.99,1327,5.94105,
1327,1327,8,8,1327,7.94718,
1328,1328,0,-0.01,1328,-0.057897,
1328,1328,2,1.99,1328,1.93746,
1328,1328,4,3.99,1328,3.93614,
1328,1328,6,5.99,1328,5.93755,
1328,1328,8,8,1328,7.94344,
1329,1329,0,-0.01,1329,-0.0614678,
1329,1329,2,1.99,1329,1.93662,
1329,1329,4,3.99,1329,3.9359,
1329,1329,6,5.99,1329,5.93772,
1329,1329,8,8,1329,7.94385,
1330,1330,0,-0.01,1330,-0.0602272,
1330,1330,2,1.99,1330,1.93756,
1330,1330,4,3.99,1330,3.93657,
1330,1330,6,5.99,1330,5.93835,
1330,1330,8,8,1330,7.94454,
1331,1331,0,-0.01,1331,-0.0605293,
1331,1331,2,1.99,1331,1.93868,
1331,1331,4,3.99,1331,3.9367,
1331,1331,6,5.99,1331,5.93791,
1331,1331,8,8,1331,7.94358,
1332,1332,0,-0.01,1332,-0.0584309,
1332,1332,2,1.99,1332,1.93676,
1332,1332,4,3.99,1332,3.93499,
1332,1332,6,5.99,1332,5.93633,
1332,1332,8,7.99,1332,7.942,
1333,1333,0,-0.01,1333,-0.0598709,
1333,1333,2,1.99,1333,1.9356,
1333,1333,4,3.99,1333,3.93375,
1333,1333,6,5.99,1333,5.93504,
1333,1333,8,7.99,1333,7.93996,
1334,1334,0,-0.01,1334,-0.0653158,
1334,1334,2,1.99,1334,1.93071,
1334,1334,4,3.99,1334,3.92957,
1334,1334,6,5.99,1334,5.93111,
1334,1334,8,7.99,1334,7.93683,
1335,1335,0,-0.01,1335,-0.0648547,
1335,1335,2,1.99,1335,1.93084,
1335,1335,4,3.99,1335,3.92958,
1335,1335,6,5.99,1335,5.93079,
1335,1335,8,7.99,1335,7.93646,
1336,1336,0,-0.01,1336,-0.0670091,
1336,1336,2,1.99,1336,1.92846,
1336,1336,4,3.99,1336,3.92726,
1336,1336,6,5.99,1336,5.92846,
1336,1336,8,8,1336,7.93422,
1337,1337,0,-0.01,1337,-0.0693782,
1337,1337,2,1.99,1337,1.92712,
1337,1337,4,3.99,1337,3.92583,
1337,1337,6,5.99,1337,5.92725,
1337,1337,8,7.99,1337,7.93312,
1338,1338,0,-0.01,1338,-0.0692705,
1338,1338,2,1.99,1338,1.92738,
1338,1338,4,3.99,1338,3.92617,
1338,1338,6,5.99,1338,5.92759,
1338,1338,8,8,1338,7.93328,
1339,1339,0,-0.01,1339,-0.0683475,
1339,1339,2,1.99,1339,1.92732,
1339,1339,4,3.99,1339,3.92529,
1339,1339,6,5.99,1339,5.92666,
1339,1339,8,7.99,1339,7.93167,
1340,1340,0,-0.01,1340,-0.0680448,
1340,1340,2,1.99,1340,1.92767,
1340,1340,4,3.99,1340,3.92594,
1340,1340,6,5.99,1340,5.92725,
1340,1340,8,8,1340,7.93266,
1341,1341,0,-0.01,1341,-0.0697096,
1341,1341,2,1.99,1341,1.92672,
1341,1341,4,3.99,1341,3.92564,
1341,1341,6,5.99,1341,5.92708,
1341,1341,8,8,1341,7.93277,
1342,1342,0,-0.01,1342,-0.0683717,
1342,1342,2,2,1342,1.92769,
1342,1342,4,3.99,1342,3.92615,
1342,1342,6,5.99,1342,5.92751,
1342,1342,8,8,1342,7.93345,
1343,1343,0,-0.01,1343,-0.0677285,
1343,1343,2,1.99,1343,1.92879,
1343,1343,4,3.99,1343,3.92758,
1343,1343,6,5.99,1343,5.92906,
1343,1343,8,8,1343,7.93494,
1344,1344,0,-0.01,1344,-0.0696611,
1344,1344,2,1.99,1344,1.92676,
1344,1344,4,3.99,1344,3.92557,
1344,1344,6,5.99,1344,5.92712,
1344,1344,8,8,1344,7.93303,
1345,1345,0,-0.01,1345,-0.062152,
1345,1345,2,1.99,1345,1.93269,
1345,1345,4,3.99,1345,3.93088,
1345,1345,6,5.99,1345,5.93193,
1345,1345,8,8,1345,7.9373,
1346,1346,0,-0.01,1346,-0.0663573,
1346,1346,2,1.99,1346,1.92922,
1346,1346,4,3.99,1346,3.92768,
1346,1346,6,5.99,1346,5.92882,
1346,1346,8,8,1346,7.93426,
1347,1347,0,-0.01,1347,-0.0621727,
1347,1347,2,1.99,1347,1.93294,
1347,1347,4,3.99,1347,3.93118,
1347,1347,6,6,1347,5.93217,
1347,1347,8,8,1347,7.93773,
1348,1348,0,-0.01,1348,-0.0646466,
1348,1348,2,1.99,1348,1.93137,
1348,1348,4,3.99,1348,3.92979,
1348,1348,6,5.99,1348,5.93144,
1348,1348,8,7.99,1348,7.93718,
1349,1349,0,-0.01,1349,-0.0630301,
1349,1349,2,1.99,1349,1.93306,
1349,1349,4,3.99,1349,3.9317,
1349,1349,6,5.99,1349,5.93322,
1349,1349,8,8,1349,7.93884,
1350,1350,0,-0.01,1350,-0.0622788,
1350,1350,2,1.99,1350,1.93395,
1350,1350,4,3.99,1350,3.93278,
1350,1350,6,5.99,1350,5.93424,
1350,1350,8,7.99,1350,7.93993,
1351,1351,0,-0.01,1351,-0.0667952,
1351,1351,2,1.99,1351,1.93394,
1351,1351,4,3.99,1351,3.9328,
1351,1351,6,5.99,1351,5.93469,
1351,1351,8,8,1351,7.94042,
1352,1352,0,-0.01,1352,-0.0612793,
1352,1352,2,1.99,1352,1.93458,
1352,1352,4,3.99,1352,3.93344,
1352,1352,6,5.99,1352,5.93527,
1352,1352,8,8,1352,7.94089,
1353,1353,0,-0.01,1353,-0.0583789,
1353,1353,2,1.99,1353,1.93699,
1353,1353,4,3.99,1353,3.9361,
1353,1353,6,5.99,1353,5.93771,
1353,1353,8,8,1353,7.94354,
1354,1354,0,-0.01,1354,-0.0602465,
1354,1354,2,1.99,1354,1.936,
1354,1354,4,3.99,1354,3.93541,
1354,1354,6,5.99,1354,5.93733,
1354,1354,8,8,1354,7.94331,
1355,1355,0,-0.01,1355,-0.0602734,
1355,1355,2,1.99,1355,1.93498,
1355,1355,4,3.99,1355,3.93422,
1355,1355,6,5.99,1355,5.93605,
1355,1355,8,8,1355,7.94205,
1356,1356,0,-0.01,1356,-0.0585251,
1356,1356,2,1.99,1356,1.93649,
1356,1356,4,3.99,1356,3.93588,
1356,1356,6,5.99,1356,5.93771,
1356,1356,8,8,1356,7.94374,
1357,1357,0,-0.01,1357,-0.0572298,
1357,1357,2,1.99,1357,1.94201,
1357,1357,4,3.99,1357,3.94022,
1357,1357,6,5.99,1357,5.94141,
1357,1357,8,8,1357,7.94699,
1358,1358,0,-0.01,1358,-0.0496797,
1358,1358,2,1.99,1358,1.94763,
1358,1358,4,3.99,1358,3.94613,
1358,1358,6,5.99,1358,5.94748,
1358,1358,8,8,1358,7.95264,
1359,1359,0,-0.01,1359,-0.0489277,
1359,1359,2,1.99,1359,1.94612,
1359,1359,4,3.99,1359,3.94494,
1359,1359,6,5.99,1359,5.9464,
1359,1359,8,7.99,1359,7.95154,
1360,1360,0,-0.01,1360,-0.0493617,
1360,1360,2,1.99,1360,1.9454,
1360,1360,4,3.99,1360,3.94423,
1360,1360,6,5.99,1360,5.94544,
1360,1360,8,7.99,1360,7.951,
1361,1360,0,-0.01,1361,-0.0545999,
1361,1360,2,1.99,1361,1.94186,
1361,1360,4,3.99,1361,3.94066,
1361,1360,6,5.99,1361,5.94181,
1361,1360,8,7.99,1361,7.94735,
1362,1360,0,-0.01,1362,-0.0581183,
1362,1360,2,1.99,1362,1.93831,
1362,1360,4,3.99,1362,3.93708,
1362,1360,6,5.99,1362,5.93857,
1362,1360,8,7.99,1362,7.94414,
1363,1360,0,-0.01,1363,-0.0617942,
1363,1360,2,1.99,1363,1.93474,
1363,1360,4,3.99,1363,3.93335,
1363,1360,6,5.99,1363,5.93494,
1363,1360,8,7.99,1363,7.94048,
1364,1360,0,-0.01,1364,-0.0655358,
1364,1360,2,1.99,1364,1.93093,
1364,1360,4,3.99,1364,3.92973,
1364,1360,6,5.99,1364,5.93129,
1364,1360,8,7.99,1364,7.93644,
1365,1360,0,-0.01,1365,-0.0688977,
1365,1360,2,1.99,1365,1.92664,
1365,1360,4,3.99,1365,3.92571,
1365,1360,6,5.99,1365,5.92719,
1365,1360,8,7.99,1365,7.93241,
1366,1360,0,-0.01,1366,-0.0729939,
1366,1360,2,1.99,1366,1.92284,
1366,1360,4,3.99,1366,3.92148,
1366,1360,6,5.99,1366,5.92307,
1366,1360,8,7.99,1366,7.92846,
1367,1360,0,-0.01,1367,-0.0772783,
1367,1360,2,1.99,1367,1.92039,
1367,1360,4,3.99,1367,3.91909,
1367,1360,6,5.99,1367,5.92048,
1367,1360,8,8,1367,7.92612,
1368,1360,0,-0.01,1368,-0.0819378,
1368,1360,2,1.99,1368,1.918,
1368,1360,4,4,1368,3.91682,
1368,1360,6,5.99,1368,5.91799,
1368,1360,8,7.99,1368,7.92373,
1369,1360,0,-0.01,1369,-0.0818501,
1369,1360,2,1.99,1369,1.90983,
1369,1360,4,3.99,1369,3.90857,
1369,1360,6,5.99,1369,5.91022,
1369,1360,8,7.99,1369,7.91551,
