Desired T100 Wavelength,Actual T100 Wavelength,Desired T100 Output Power,Actual T100 Output Power,Power Meter Wavelength Setting,Power Meter Reading
1375,1375,1,1.01,1375,0.911722,
1375,1375,2,2,1375,1.91025,
1375,1375,3,3.01,1375,2.90838,
1375,1375,4,4.01,1375,3.90793,
1375,1375,5,5,1375,4.90483,
1375,1375,6,6,1375,5.90653,
1380,1380,-7,6,1380,5.93648,
1380,1380,-6,-5.97,1380,-6.04201,
1380,1380,-5,-5.02,1380,-5.09303,
1380,1380,-4,-3.99,1380,-4.06922,
1380,1380,-3,-3,1380,-3.07918,
1380,1380,-2,-2.01,1380,-2.09381,
1380,1380,-1,-1,1380,-1.08508,
1380,1380,0,0,1380,-0.08971,
1380,1380,1,1.01,1380,0.913715,
1380,1380,2,2,1380,1.91267,
1380,1380,3,3.01,1380,2.91133,
1380,1380,4,4,1380,3.91132,
1380,1380,5,5,1380,4.90889,
1380,1380,6,6,1380,5.91156,
1385,1385,-7,6,1385,5.95077,
1385,1385,-6,-5.96,1385,-6.02603,
1385,1385,-5,-5.02,1385,-5.07653,
1385,1385,-4,-3.99,1385,-4.05277,
1385,1385,-3,-3,1385,-3.06312,
1385,1385,-2,-2.01,1385,-2.07808,
1385,1385,-1,-1,1385,-1.06946,
1385,1385,0,0,1385,-0.0741481,
1385,1385,1,1.01,1385,0.929111,
1385,1385,2,2.01,1385,1.92807,
1385,1385,3,3.01,1385,2.92669,
1385,1385,4,4,1385,3.92671,
1385,1385,5,5,1385,4.92434,
1385,1385,6,6,1385,5.92691,
1390,1390,-7,6,1390,5.9574,
1390,1390,-6,-5.96,1390,-6.01666,
1390,1390,-5,-5.02,1390,-5.0673,
1390,1390,-4,-3.99,1390,-4.04357,
1390,1390,-3,-3,1390,-3.05392,
1390,1390,-2,-2.01,1390,-2.06895,
1390,1390,-1,-1,1390,-1.06047,
1390,1390,0,0,1390,-0.065154,
1390,1390,1,1.01,1390,0.938124,
1390,1390,2,2,1390,1.93702,
1390,1390,3,3.01,1390,2.93542,
1390,1390,4,4,1390,3.93524,
1390,1390,5,5,1390,4.93266,
1390,1390,6,6,1390,5.93505,
1395,1395,-7,6,1395,5.9362,
1395,1395,-6,-5.97,1395,-6.03912,
1395,1395,-5,-5.02,1395,-5.08846,
1395,1395,-4,-3.99,1395,-4.06359,
1395,1395,-3,-3,1395,-3.07312,
1395,1395,-2,-2.01,1395,-2.08762,
1395,1395,-1,-0.99,1395,-1.07862,
1395,1395,0,0,1395,-0.0830682,
1395,1395,1,1.01,1395,0.920424,
1395,1395,2,2.01,1395,1.91955,
1395,1395,3,3.01,1395,2.91836,
1395,1395,4,4.01,1395,3.91837,
1395,1395,5,5,1395,4.91606,
1395,1395,6,6,1395,5.91867,
1400,1400,-7,6,1400,5.90856,
1400,1400,-6,-5.97,1400,-6.05679,
1400,1400,-5,-5.02,1400,-5.10606,
1400,1400,-4,-3.99,1400,-4.08147,
1400,1400,-3,-2.99,1400,-3.09145,
1400,1400,-2,-2.01,1400,-2.10626,
1400,1400,-1,-1,1400,-1.09761,
1400,1400,0,0,1400,-0.102316,
1400,1400,1,1.01,1400,0.900936,
1400,1400,2,2.01,1400,1.89961,
1400,1400,3,3.01,1400,2.89794,
1400,1400,4,4,1400,3.89744,
1400,1400,5,5,1400,4.89443,
1400,1400,6,6,1400,5.89635,
1405,1405,-7,6,1405,5.90758,
1405,1405,-6,-5.97,1405,-6.06221,
1405,1405,-5,-5.02,1405,-5.11189,
1405,1405,-4,-3.99,1405,-4.08736,
1405,1405,-3,-3,1405,-3.0974,
1405,1405,-2,-2,1405,-2.11222,
1405,1405,-1,-0.99,1405,-1.10356,
1405,1405,0,0,1405,-0.108255,
1405,1405,1,1.01,1405,0.894943,
1405,1405,2,2,1405,1.8936,
1405,1405,3,3.01,1405,2.89183,
1405,1405,4,4,1405,3.89114,
1405,1405,5,5,1405,4.88808,
1405,1405,6,6,1405,5.8897,
1410,1410,-7,6,1410,5.9123,
1410,1410,-6,-5.97,1410,-6.04345,
1410,1410,-5,-5.02,1410,-5.09237,
1410,1410,-4,-3.99,1410,-4.06734,
1410,1410,-3,-2.99,1410,-3.07697,
1410,1410,-2,-2.01,1410,-2.09156,
1410,1410,-1,-0.99,1410,-1.08275,
1410,1410,0,0.01,1410,-0.0873759,
1410,1410,1,1.01,1410,0.915875,
1410,1410,2,2.01,1410,1.91459,
1410,1410,3,3.01,1410,2.91276,
1410,1410,4,4.01,1410,3.91224,
1410,1410,5,5,1410,4.90883,
1410,1410,6,6,1410,5.9104,
1415,1415,-7,6,1415,5.92417,
1415,1415,-6,-5.97,1415,-6.03832,
1415,1415,-5,-5.02,1415,-5.08696,
1415,1415,-4,-3.99,1415,-4.06176,
1415,1415,-3,-3,1415,-3.07122,
1415,1415,-2,-2,1415,-2.08573,
1415,1415,-1,-0.99,1415,-1.07675,
1415,1415,0,0.01,1415,-0.0813341,
1415,1415,1,1.01,1415,0.921867,
1415,1415,2,2.01,1415,1.92056,
1415,1415,3,3.01,1415,2.91879,
1415,1415,4,4,1415,3.91817,
1415,1415,5,5,1415,4.9148,
1415,1415,6,6,1415,5.91637,
1420,1420,-7,6,1420,5.92686,
1420,1420,-6,-5.97,1420,-6.0287,
1420,1420,-5,-5.02,1420,-5.07682,
1420,1420,-4,-3.98,1420,-4.05099,
1420,1420,-3,-3,1420,-3.06017,
1420,1420,-2,-2,1420,-2.07446,
1420,1420,-1,-0.99,1420,-1.06528,
1420,1420,0,0,1420,-0.0697891,
1420,1420,1,1.01,1420,0.933527,
1420,1420,2,2.01,1420,1.9324,
1420,1420,3,3.01,1420,2.93059,
1420,1420,4,4.01,1420,3.93005,
1420,1420,5,5,1420,4.92655,
1420,1420,6,6,1420,5.92805,
1425,1425,-7,6,1425,5.95073,
1425,1425,-6,-5.96,1425,-6.01869,
1425,1425,-5,-5.02,1425,-5.06715,
1425,1425,-4,-3.98,1425,-4.04151,
1425,1425,-3,-2.99,1425,-3.05084,
1425,1425,-2,-2.01,1425,-2.06529,
1425,1425,-1,-0.99,1425,-1.05628,
1425,1425,0,0,1425,-0.0607864,
1425,1425,1,1.01,1425,0.942489,
1425,1425,2,2.01,1425,1.9413,
1425,1425,3,3.01,1425,2.93947,
1425,1425,4,4,1425,3.93883,
1425,1425,5,5,1425,4.9353,
1425,1425,6,6,1425,5.9367,
1430,1430,-7,6,1430,5.96166,
1430,1430,-6,-5.96,1430,-6.00272,
1430,1430,-5,-5.01,1430,-5.05101,
1430,1430,-4,-3.99,1430,-4.02544,
1430,1430,-3,-2.99,1430,-3.03461,
1430,1430,-2,-2.01,1430,-2.04907,
1430,1430,-1,-0.99,1430,-1.03975,
1430,1430,0,0,1430,-0.0446032,
1430,1430,1,1.01,1430,0.958647,
1430,1430,2,2.01,1430,1.95747,
1430,1430,3,3.01,1430,2.95564,
1430,1430,4,4.01,1430,3.95489,
1430,1430,5,5,1430,4.95151,
1430,1430,6,6,1430,5.95284,
1435,1435,-7,6,1435,5.96548,
1435,1435,-6,-5.96,1435,-6.01418,
1435,1435,-5,-5.02,1435,-5.06213,
1435,1435,-4,-3.99,1435,-4.03619,
1435,1435,-3,-2.99,1435,-3.04504,
1435,1435,-2,-2,1435,-2.05943,
1435,1435,-1,-0.99,1435,-1.05019,
1435,1435,0,0.01,1435,-0.0546026,
1435,1435,1,1.01,1435,0.948801,
1435,1435,2,2.01,1435,1.94759,
1435,1435,3,3.01,1435,2.94582,
1435,1435,4,4.01,1435,3.94529,
1435,1435,5,5,1435,4.94182,
1435,1435,6,6,1435,5.94315,
1440,1440,-7,6,1440,5.93109,
1440,1440,-6,-5.96,1440,-6.02768,
1440,1440,-5,-5.01,1440,-5.07518,
1440,1440,-4,-3.99,1440,-4.0489,
1440,1440,-3,-3,1440,-3.05777,
1440,1440,-2,-2,1440,-2.07186,
1440,1440,-1,-0.99,1440,-1.06248,
1440,1440,0,0,1440,-0.0667983,
1440,1440,1,1.01,1440,0.936643,
1440,1440,2,2.01,1440,1.9354,
1440,1440,3,3.01,1440,2.93368,
1440,1440,4,4.01,1440,3.93309,
1440,1440,5,5,1440,4.92969,
1440,1440,6,6,1440,5.93101,
1445,1445,-7,6,1445,5.93369,
1445,1445,-6,-5.97,1445,-6.04677,
1445,1445,-5,-5.02,1445,-5.09469,
1445,1445,-4,-3.99,1445,-4.06886,
1445,1445,-3,-3,1445,-3.07774,
1445,1445,-2,-2,1445,-2.09181,
1445,1445,-1,-1,1445,-1.08262,
1445,1445,0,0,1445,-0.0869301,
1445,1445,1,1.01,1445,0.916395,
1445,1445,2,2.01,1445,1.91522,
1445,1445,3,3.01,1445,2.91346,
1445,1445,4,4.01,1445,3.91287,
1445,1445,5,5,1445,4.90944,
1445,1445,6,6,1445,5.91074,
1450,1450,-7,6,1450,5.90551,
1450,1450,-6,-5.97,1450,-6.05598,
1450,1450,-5,-5.02,1450,-5.10309,
1450,1450,-4,-3.99,1450,-4.0763,
1450,1450,-3,-3,1450,-3.08454,
1450,1450,-2,-2,1450,-2.0983,
1450,1450,-1,-0.99,1450,-1.08868,
1450,1450,0,0,1450,-0.0928306,
1450,1450,1,1.01,1450,0.910779,
1450,1450,2,2.01,1450,1.90978,
1450,1450,3,3.01,1450,2.90811,
1450,1450,4,4,1450,3.90759,
1450,1450,5,5,1450,4.90425,
1450,1450,6,6,1450,5.90565,
1455,1455,-7,6,1455,5.91922,
1455,1455,-6,-5.97,1455,-6.0493,
1455,1455,-5,-5.02,1455,-5.09634,
1455,1455,-4,-3.99,1455,-4.06965,
1455,1455,-3,-3,1455,-3.078,
1455,1455,-2,-2.01,1455,-2.09179,
1455,1455,-1,-0.99,1455,-1.08213,
1455,1455,0,0,1455,-0.086285,
1455,1455,1,1.01,1455,0.917281,
1455,1455,2,2,1455,1.91626,
1455,1455,3,3.01,1455,2.91451,
1455,1455,4,4.01,1455,3.91401,
1455,1455,5,5,1455,4.91061,
1455,1455,6,6,1455,5.91192,
1460,1460,-7,6,1460,5.92315,
1460,1460,-6,-5.96,1460,-6.04315,
1460,1460,-5,-5.02,1460,-5.09059,
1460,1460,-4,-3.99,1460,-4.06455,
1460,1460,-3,-3,1460,-3.0732,
1460,1460,-2,-2.01,1460,-2.08728,
1460,1460,-1,-0.99,1460,-1.07789,
1460,1460,0,0.01,1460,-0.0822113,
1460,1460,1,1.01,1460,0.921232,
1460,1460,2,2,1460,1.92006,
1460,1460,3,3,1460,2.91823,
1460,1460,4,4.01,1460,3.91755,
1460,1460,5,5,1460,4.91409,
1460,1460,6,6,1460,5.91538,
1465,1465,-7,6,1465,5.93334,
1465,1465,-6,-5.96,1465,-6.03045,
1465,1465,-5,-5.02,1465,-5.07754,
1465,1465,-4,-3.99,1465,-4.0512,
1465,1465,-3,-3,1465,-3.05966,
1465,1465,-2,-2.01,1465,-2.07348,
1465,1465,-1,-0.99,1465,-1.06421,
1465,1465,0,0,1465,-0.0684498,
1465,1465,1,1.01,1465,0.935047,
1465,1465,2,2,1465,1.93396,
1465,1465,3,3.01,1465,2.9322,
1465,1465,4,4,1465,3.93161,
1465,1465,5,5,1465,4.9282,
1465,1465,6,6,1465,5.92945,
1470,1470,-7,6,1470,5.94003,
1470,1470,-6,-5.97,1470,-6.03008,
1470,1470,-5,-5.02,1470,-5.07644,
1470,1470,-4,-3.99,1470,-4.04964,
1470,1470,-3,-2.99,1470,-3.05791,
1470,1470,-2,-2.01,1470,-2.07151,
1470,1470,-1,-0.99,1470,-1.06186,
1470,1470,0,0,1470,-0.065826,
1470,1470,1,1.01,1470,0.937711,
1470,1470,2,2.01,1470,1.9367,
1470,1470,3,3.01,1470,2.93498,
1470,1470,4,4,1470,3.9344,
1470,1470,5,5,1470,4.9311,
1470,1470,6,6,1470,5.93247,
1475,1470,-7,6,1475,5.93232,
1475,1470,-6,-5.97,1475,-6.04418,
1475,1470,-5,-5.02,1475,-5.09074,
1475,1470,-4,-3.99,1475,-4.06388,
1475,1470,-3,-3,1475,-3.07206,
1475,1470,-2,-2.01,1475,-2.08567,
1475,1470,-1,-0.99,1475,-1.07603,
1475,1470,0,0,1475,-0.0801864,
1475,1470,1,1.01,1475,0.923437,
1475,1470,2,2.01,1475,1.92246,
1475,1470,3,3.01,1475,2.92071,
1475,1470,4,4,1475,3.92023,
1475,1470,5,5,1475,4.91699,
1475,1470,6,6,1475,5.9182,
