T100 Wavelength,Desired T100 Output Power,T100 Output Power,Power Meter Wavelength,Power Meter Reading
1370,0.4,0.4,1370,-85.0466,
1370,0.5,0.5,1370,-84.3952,
1370,0.6,0.6,1370,-84.4929,
1370,0.7,0.71,1370,-84.3419,
1370,0.8,0.8,1370,-84.8351,
1370,0.9,0.9,1370,-84.9373,
1370,1,1.01,1370,-84.5508,
1370,1.1,1.1,1370,-85.4683,
1370,1.2,1.2,1370,-84.85,
1370,1.3,1.3,1370,-85.236,
1370,1.4,1.4,1370,-84.7864,
1370,1.5,1.51,1370,-84.7674,
1370,1.6,1.61,1370,-84.3366,
1370,1.7,1.7,1370,-84.6421,
1370,1.8,1.8,1370,-84.2191,
1370,1.9,1.91,1370,-84.9571,
1370,2,2,1370,-84.7484,
1370,2.1,2.1,1370,-84.844,
1370,2.2,2.2,1370,-84.6692,
1370,2.3,2.31,1370,-85.0309,
1370,2.4,2.4,1370,-84.7413,
1370,2.5,2.5,1370,-84.5177,
1370,2.6,2.6,1370,-84.4221,
1370,2.7,2.7,1370,-85.2506,
1370,2.8,2.8,1370,-84.9985,
1370,2.9,2.9,1370,-84.2037,
1370,3,3.01,1370,-84.9327,
1370,3.1,3.1,1370,-85.0606,
1370,3.2,3.2,1370,-85.1538,
1370,3.3,3.31,1370,-84.7894,
1370,3.4,3.4,1370,-84.4086,
1370,3.5,3.5,1370,-84.5689,
1370,3.6,3.6,1370,-84.8351,
1370,3.7,3.7,1370,-84.4046,
1370,3.8,3.8,1370,-85.0403,
1370,3.9,3.9,1370,-84.5773,
1370,4,4,1370,-84.5732,
1370,4.1,4.1,1370,-84.8694,
1370,4.2,4.2,1370,-84.8367,
1370,4.3,4.3,1370,-84.5578,
1370,4.4,4.4,1370,-84.5079,
1370,4.5,4.5,1370,-84.8934,
1370,4.6,4.6,1370,-85.5831,
1370,4.7,4.7,1370,-85.2951,
1370,4.8,4.8,1370,-84.5204,
1370,4.9,4.9,1370,-84.6836,
1370,5,5,1370,-84.7733,
1370,5.1,5.1,1370,-85.4155,
1370,5.2,5.2,1370,-85.0778,
1370,5.3,5.3,1370,-84.98,
1370,5.4,5.4,1370,-84.9388,
1370,5.5,5.5,1370,-85.3431,
1370,5.6,5.6,1370,-84.7267,
1370,5.7,5.7,1370,-85.1093,
1370,5.8,5.8,1370,-84.8799,
1370,5.9,5.9,1370,-84.2618,
1370,6,6,1370,-85.4615,
1370,6.1,6.1,1370,-85.0216,
1370,6.2,6.2,1370,-84.9708,
1370,6.3,6.3,1370,-84.7821,
1370,6.4,6.4,1370,-84.5453,
1370,6.5,6.5,1370,-84.8411,
1370,6.6,6.6,1370,-85.2312,
1370,6.7,6.7,1370,-84.6493,
1370,6.8,6.8,1370,-84.8411,
1370,6.9,6.9,1370,-84.7968,
1370,7,7,1370,-84.695,
1375,-6.9,-6.88,1375,-85.0919,
1375,-6.8,-6.8,1375,-85.3697,
1375,-6.7,-6.75,1375,-84.9366,
1375,-6.6,-6.58,1375,-84.8544,
1375,-6.5,-6.53,1375,-85.0653,
1375,-6.4,-6.39,1375,-85.4607,
1375,-6.3,-6.32,1375,-84.6432,
1375,-6.2,-6.25,1375,-84.896,
1375,-6.1,-6.12,1375,-84.4608,
1375,-6,-5.99,1375,-84.9471,
1375,-5.9,-5.93,1375,-84.5071,
1375,-5.8,-5.8,1375,-85.0887,
1375,-5.7,-5.74,1375,-84.9609,
1375,-5.6,-5.63,1375,-84.4716,
1375,-5.5,-5.51,1375,-85.0497,
1375,-5.4,-5.4,1375,-84.9396,
1375,-5.3,-5.28,1375,-84.4676,
1375,-5.2,-5.22,1375,-85.0825,
1375,-5.1,-5.12,1375,-84.8856,
1375,-5,-5.02,1375,-84.9456,
1375,-4.9,-4.93,1375,-84.6631,
1375,-4.8,-4.82,1375,-84.6958,
1375,-4.7,-4.69,1375,-84.6588,
1375,-4.6,-4.6,1375,-85.1485,
1375,-4.5,-4.51,1375,-84.4555,
1375,-4.4,-4.42,1375,-85.0467,
1375,-4.3,-4.32,1375,-84.8499,
1375,-4.2,-4.19,1375,-85.2822,
1375,-4.1,-4.11,1375,-85.1138,
1375,-4,-4,1375,-84.7,
1375,-3.9,-3.91,1375,-85.3781,
1375,-3.8,-3.79,1375,-84.973,
1375,-3.7,-3.72,1375,-85.5746,
1375,-3.6,-3.61,1375,-85.0856,
1375,-3.5,-3.5,1375,-85.0343,
1375,-3.4,-3.39,1375,-84.9592,
1375,-3.3,-3.29,1375,-85.0731,
1375,-3.2,-3.2,1375,-84.9592,
1375,-3.1,-3.09,1375,-84.3053,
1375,-3,-3,1375,-84.9745,
1375,-2.9,-2.9,1375,-84.6489,
1375,-2.8,-2.81,1375,-85.6433,
1375,-2.7,-2.68,1375,-84.6418,
1375,-2.6,-2.6,1375,-85.158,
1375,-2.5,-2.49,1375,-84.8856,
1375,-2.4,-2.4,1375,-84.6306,
1375,-2.3,-2.29,1375,-85.0051,
1375,-2.2,-2.21,1375,-84.6264,
1375,-2.1,-2.11,1375,-84.8307,
1375,-2,-2.01,1375,-85.0313,
1375,-1.9,-1.91,1375,-85.1279,
1375,-1.8,-1.82,1375,-85.5555,
1375,-1.7,-1.69,1375,-84.7766,
1375,-1.6,-1.6,1375,-84.7072,
1375,-1.5,-1.51,1375,-85.0313,
1375,-1.4,-1.4,1375,-84.8013,
1375,-1.3,-1.31,1375,-84.7518,
1375,-1.2,-1.21,1375,-84.6306,
1375,-1.1,-1.1,1375,-84.229,
1375,-1,-0.99,1375,-84.8706,
1375,-0.9,-0.9,1375,-84.9004,
1375,-0.8,-0.8,1375,-84.4622,
1375,-0.7,-0.71,1375,-85.0793,
1375,-0.6,-0.6,1375,-84.8043,
1375,-0.5,-0.5,1375,-84.6207,
1375,-0.4,-0.4,1375,-84.632,
1375,-0.3,-0.3,1375,-84.8617,
1375,-0.2,-0.19,1375,-85.1948,
1375,-0.1,-0.09,1375,-84.8796,
1375,-8.13238e-15,-0.09,1375,-84.5594,
1375,0.1,0.1,1375,-84.5788,
1375,0.2,0.2,1375,-84.9155,
1375,0.3,0.31,1375,-84.6986,
1375,0.4,0.39,1375,-84.5456,
1375,0.5,0.5,1375,-84.8826,
1375,0.6,0.59,1375,-84.7202,
1375,0.7,0.71,1375,-84.6958,
1375,0.8,0.8,1375,-84.8916,
1375,0.9,0.9,1375,-85.0251,
1375,1,1,1375,-84.9004,
1375,1.1,1.1,1375,-85.2011,
1375,1.2,1.2,1375,-84.7504,
1375,1.3,1.3,1375,-84.7984,
1375,1.4,1.4,1375,-85.4421,
1375,1.5,1.5,1375,-85.2349,
1375,1.6,1.6,1375,-84.6151,
1375,1.7,1.7,1375,-84.713,
1375,1.8,1.8,1375,-84.8737,
1375,1.9,1.91,1375,-85.3216,
1375,2,2,1375,-84.7838,
1375,2.1,2.1,1375,-84.3014,
1375,2.2,2.2,1375,-85.0112,
1375,2.3,2.31,1375,-84.3964,
1375,2.4,2.4,1375,-84.4446,
1375,2.5,2.5,1375,-84.8647,
1375,2.6,2.6,1375,-84.8796,
1375,2.7,2.7,1375,-84.8975,
1375,2.8,2.8,1375,-84.6687,
1375,2.9,2.9,1375,-84.6673,
1375,3,3,1375,-84.7809,
1375,3.1,3.1,1375,-84.905,
1375,3.2,3.2,1375,-84.2123,
1375,3.3,3.31,1375,-85.0389,
1375,3.4,3.4,1375,-85.3746,
1375,3.5,3.5,1375,-84.844,
1375,3.6,3.6,1375,-84.844,
1375,3.7,3.7,1375,-85.5363,
1375,3.8,3.8,1375,-84.9592,
1375,3.9,3.9,1375,-85.1772,
1375,4,4,1375,-85.1138,
1375,4.1,4.1,1375,-85.1028,
1375,4.2,4.2,1375,-84.923,
1375,4.3,4.3,1375,-84.7359,
1375,4.4,4.4,1375,-84.9609,
1375,4.5,4.5,1375,-84.8484,
1375,4.6,4.6,1375,-84.9547,
1375,4.7,4.7,1375,-85.2124,
1375,4.8,4.8,1375,-84.5858,
1375,4.9,4.9,1375,-84.673,
1375,5,5,1375,-84.6137,
1375,5.1,5.1,1375,-84.618,
1375,5.2,5.2,1375,-85.3166,
1375,5.3,5.3,1375,-84.5003,
1375,5.4,5.4,1375,-84.6715,
1375,5.5,5.51,1375,-84.7186,
1375,5.6,5.6,1375,-85.2577,
1375,5.7,5.7,1375,-84.4703,
1375,5.8,5.8,1375,-85.0716,
1375,5.9,5.9,1375,-84.1996,
1375,6,6,1375,-84.9837,
1375,6.1,6.1,1375,-84.7115,
1375,6.2,6.2,1375,-85.2854,
1375,6.3,6.3,1375,-84.8115,
1375,6.4,6.4,1375,-84.8796,
1375,6.5,6.5,1375,-84.9366,
1375,6.6,6.6,1375,-84.9562,
1375,6.7,6.7,1375,-85.2367,
1375,6.8,6.8,1375,-84.3513,
1375,6.9,6.9,1375,-85.5225,
1375,7,7,1375,-84.6616,
1380,-6.9,-6.88,1380,-85.8977,
1380,-6.8,-6.8,1380,-85.4379,
1380,-6.7,-6.75,1380,-84.8364,
1380,-6.6,-6.58,1380,-85.4328,
1380,-6.5,-6.53,1380,-84.8569,
1380,-6.4,-6.39,1380,-85.09,
1380,-6.3,-6.32,1380,-84.7407,
1380,-6.2,-6.23,1380,-84.7178,
1380,-6.1,-6.1,1380,-85.0313,
1380,-6,-5.99,1380,-84.7998,
1380,-5.9,-5.91,1380,-84.8939,
1380,-5.8,-5.8,1380,-85.1416,
1380,-5.7,-5.73,1380,-85.104,
1380,-5.6,-5.63,1380,-85.3281,
1380,-5.5,-5.5,1380,-85.2661,
1380,-5.4,-5.4,1380,-84.9599,
1380,-5.3,-5.28,1380,-84.2836,
1380,-5.2,-5.22,1380,-84.8925,
1380,-5.1,-5.13,1380,-84.9508,
1380,-5,-5.02,1380,-85.2242,
1380,-4.9,-4.92,1380,-85.7721,
1380,-4.8,-4.82,1380,-85.1276,
1380,-4.7,-4.69,1380,-84.7163,
1380,-4.6,-4.59,1380,-84.6823,
1380,-4.5,-4.49,1380,-84.64,
1380,-4.4,-4.41,1380,-85.1954,
1380,-4.3,-4.32,1380,-84.8629,
1380,-4.2,-4.2,1380,-84.9643,
1380,-4.1,-4.12,1380,-85.2483,
1380,-4,-4,1380,-84.8569,
1380,-3.9,-3.92,1380,-84.7035,
1380,-3.8,-3.79,1380,-84.8086,
1380,-3.7,-3.73,1380,-85.2178,
1380,-3.6,-3.61,1380,-84.9658,
1380,-3.5,-3.5,1380,-85.2645,
1380,-3.4,-3.4,1380,-85.0807,
1380,-3.3,-3.3,1380,-84.6176,
1380,-3.2,-3.19,1380,-85.2115,
1380,-3.1,-3.09,1380,-84.695,
1380,-3,-3,1380,-84.9931,
1380,-2.9,-2.9,1380,-85.7685,
1380,-2.8,-2.81,1380,-84.829,
1380,-2.7,-2.69,1380,-85.0008,
1380,-2.6,-2.61,1380,-85.0375,
1380,-2.5,-2.49,1380,-84.9553,
1380,-2.4,-2.41,1380,-85.1212,
1380,-2.3,-2.29,1380,-84.9357,
1380,-2.2,-2.21,1380,-84.9223,
1380,-2.1,-2.11,1380,-84.5705,
1380,-2,-2.01,1380,-84.4642,
1380,-1.9,-1.91,1380,-85.3167,
1380,-1.8,-1.8,1380,-84.8925,
1380,-1.7,-1.69,1380,-85.1432,
1380,-1.6,-1.6,1380,-85.3843,
1380,-1.5,-1.51,1380,-84.6498,
1380,-1.4,-1.4,1380,-84.626,
1380,-1.3,-1.31,1380,-84.9148,
1380,-1.2,-1.2,1380,-84.3841,
1380,-1.1,-1.1,1380,-85.5869,
1380,-1,-1,1380,-85.3084,
1380,-0.9,-0.9,1380,-85.4582,
1380,-0.8,-0.8,1380,-85.0994,
1380,-0.7,-0.71,1380,-85.2629,
1380,-0.6,-0.6,1380,-84.9734,
1380,-0.5,-0.51,1380,-84.8335,
1380,-0.4,-0.4,1380,-84.8895,
1380,-0.3,-0.3,1380,-85.1149,
1380,-0.2,-0.2,1380,-85.2034,
1380,-0.1,-0.09,1380,-84.9508,
1380,-8.13238e-15,-0.09,1380,-84.6064,
1380,0.1,0.1,1380,-85.2709,
1380,0.2,0.2,1380,-84.7149,
1380,0.3,0.31,1380,-84.9029,
1380,0.4,0.4,1380,-85.1827,
1380,0.5,0.49,1380,-85.104,
1380,0.6,0.59,1380,-84.6879,
1380,0.7,0.71,1380,-85.229,
1380,0.8,0.8,1380,-85.4278,
1380,0.9,0.9,1380,-84.8954,
1380,1,1,1380,-84.6372,
1380,1.1,1.11,1380,-85.0838,
1380,1.2,1.2,1380,-85.3627,
1380,1.3,1.3,1380,-85.4904,
1380,1.4,1.4,1380,-85.5315,
1380,1.5,1.51,1380,-84.4682,
1380,1.6,1.61,1380,-84.7897,
1380,1.7,1.7,1380,-84.9029,
1380,1.8,1.8,1380,-84.7035,
1380,1.9,1.9,1380,-84.8792,
1380,2,2,1380,-85.1228,
1380,2.1,2.1,1380,-84.8703,
1380,2.2,2.2,1380,-85.4683,
1380,2.3,2.3,1380,-84.8569,
1380,2.4,2.4,1380,-85.0268,
1380,2.5,2.5,1380,-85.1463,
1380,2.6,2.6,1380,-84.222,
1380,2.7,2.7,1380,-85.1385,
1380,2.8,2.8,1380,-84.9179,
1380,2.9,2.9,1380,-84.6554,
1380,3,3.01,1380,-84.9584,
1380,3.1,3.1,1380,-84.6865,
1380,3.2,3.2,1380,-85.0962,
1380,3.3,3.31,1380,-84.8569,
1380,3.4,3.4,1380,-84.9238,
1380,3.5,3.5,1380,-85.2888,
1380,3.6,3.6,1380,-84.6163,
1380,3.7,3.7,1380,-85.0853,
1380,3.8,3.8,1380,-84.7407,
1380,3.9,3.9,1380,-84.8925,
1380,4,4.01,1380,-84.722,
1380,4.1,4.1,1380,-84.5982,
1380,4.2,4.2,1380,-85.5713,
1380,4.3,4.3,1380,-84.7579,
1380,4.4,4.4,1380,-85.2034,
1380,4.5,4.5,1380,-84.8349,
1380,4.6,4.6,1380,-85.0947,
1380,4.7,4.7,1380,-84.9118,
1380,4.8,4.8,1380,-85.0838,
1380,4.9,4.9,1380,-84.9373,
1380,5,5,1380,-84.8232,
1380,5.1,5.1,1380,-84.885,
1380,5.2,5.2,1380,-84.2463,
1380,5.3,5.3,1380,-84.9569,
1380,5.4,5.4,1380,-84.6582,
1380,5.5,5.5,1380,-85.0344,
1380,5.6,5.6,1380,-85.0559,
1380,5.7,5.7,1380,-84.8688,
1380,5.8,5.8,1380,-84.9478,
1380,5.9,5.9,1380,-84.9658,
1380,6,6,1380,-85.3149,
1380,6.1,6.1,1380,-85.7233,
1380,6.2,6.2,1380,-85.3413,
1380,6.3,6.3,1380,-85.104,
1380,6.4,6.4,1380,-84.885,
1380,6.5,6.5,1380,-84.7464,
1380,6.6,6.6,1380,-84.9179,
1380,6.7,6.7,1380,-84.8688,
1380,6.8,6.8,1380,-84.8629,
1380,6.9,6.9,1380,-85.4564,
1380,7,7,1380,-84.7407,
1385,-6.9,-6.88,1385,-85.3023,
1385,-6.8,-6.8,1385,-85.2829,
1385,-6.7,-6.75,1385,-85.0777,
1385,-6.6,-6.6,1385,-85.2797,
1385,-6.5,-6.51,1385,-85.0211,
1385,-6.4,-6.39,1385,-85.2012,
1385,-6.3,-6.3,1385,-84.4958,
1385,-6.2,-6.25,1385,-85.3056,
1385,-6.1,-6.12,1385,-85.1744,
1385,-6,-5.97,1385,-84.7583,
1385,-5.9,-5.91,1385,-84.5391,
1385,-5.8,-5.79,1385,-85.0577,
1385,-5.7,-5.73,1385,-84.4918,
1385,-5.6,-5.63,1385,-84.7412,
1385,-5.5,-5.5,1385,-84.6036,
1385,-5.4,-5.4,1385,-84.9055,
1385,-5.3,-5.29,1385,-84.6285,
1385,-5.2,-5.22,1385,-85.187,
1385,-5.1,-5.13,1385,-84.8044,
1385,-5,-5.02,1385,-84.6202,
1385,-4.9,-4.92,1385,-84.9174,
1385,-4.8,-4.82,1385,-84.3853,
1385,-4.7,-4.69,1385,-85.2187,
1385,-4.6,-4.6,1385,-85.1634,
1385,-4.5,-4.49,1385,-84.8745,
1385,-4.4,-4.41,1385,-84.8804,
1385,-4.3,-4.32,1385,-85.3744,
1385,-4.2,-4.19,1385,-84.3788,
1385,-4.1,-4.11,1385,-84.8088,
1385,-4,-4,1385,-84.7099,
1385,-3.9,-3.91,1385,-84.7842,
1385,-3.8,-3.79,1385,-84.8262,
1385,-3.7,-3.72,1385,-84.8877,
1385,-3.6,-3.62,1385,-84.5433,
1385,-3.5,-3.51,1385,-84.6161,
1385,-3.4,-3.39,1385,-84.4702,
1385,-3.3,-3.3,1385,-84.7483,
1385,-3.2,-3.2,1385,-84.5269,
1385,-3.1,-3.1,1385,-85.2172,
1385,-3,-3,1385,-85.0517,
1385,-2.9,-2.9,1385,-85.0302,
1385,-2.8,-2.81,1385,-84.413,
1385,-2.7,-2.69,1385,-84.5446,
1385,-2.6,-2.6,1385,-85.1367,
1385,-2.5,-2.49,1385,-84.7814,
1385,-2.4,-2.4,1385,-84.832,
1385,-2.3,-2.29,1385,-84.7541,
1385,-2.2,-2.21,1385,-84.7627,
1385,-2.1,-2.11,1385,-84.9622,
1385,-2,-2.01,1385,-84.9832,
1385,-1.9,-1.91,1385,-85.0211,
1385,-1.8,-1.81,1385,-84.9292,
1385,-1.7,-1.69,1385,-84.7613,
1385,-1.6,-1.6,1385,-84.9907,
1385,-1.5,-1.51,1385,-85.1383,
1385,-1.4,-1.39,1385,-84.7383,
1385,-1.3,-1.31,1385,-84.7398,
1385,-1.2,-1.21,1385,-85.2555,
1385,-1.1,-1.09,1385,-84.9877,
1385,-1,-0.99,1385,-84.9666,
1385,-0.9,-0.9,1385,-84.6369,
1385,-0.8,-0.8,1385,-84.8016,
1385,-0.7,-0.71,1385,-85.0257,
1385,-0.6,-0.59,1385,-85.2797,
1385,-0.5,-0.5,1385,-85.0517,
1385,-0.4,-0.41,1385,-84.8349,
1385,-0.3,-0.3,1385,-84.6705,
1385,-0.2,-0.19,1385,-85.3611,
1385,-0.1,-0.09,1385,-85.0074,
1385,-8.13238e-15,-0.09,1385,-85.1477,
1385,0.1,0.1,1385,-85.4661,
1385,0.2,0.2,1385,-85.0547,
1385,0.3,0.31,1385,-84.7512,
1385,0.4,0.4,1385,-84.7583,
1385,0.5,0.49,1385,-84.9772,
1385,0.6,0.6,1385,-85.0302,
1385,0.7,0.71,1385,-84.8349,
1385,0.8,0.8,1385,-85.4175,
1385,0.9,0.9,1385,-84.9055,
1385,1,1.01,1385,-84.9322,
1385,1.1,1.1,1385,-85.291,
1385,1.2,1.21,1385,-84.6831,
1385,1.3,1.3,1385,-84.7871,
1385,1.4,1.4,1385,-84.4569,
1385,1.5,1.51,1385,-84.4025,
1385,1.6,1.61,1385,-84.676,
1385,1.7,1.71,1385,-84.7598,
1385,1.8,1.8,1385,-85.0592,
1385,1.9,1.91,1385,-85.187,
1385,2,2.01,1385,-84.4077,
1385,2.1,2.11,1385,-84.6105,
1385,2.2,2.2,1385,-85.0378,
1385,2.3,2.31,1385,-84.803,
1385,2.4,2.4,1385,-84.8088,
1385,2.5,2.5,1385,-85.5719,
1385,2.6,2.6,1385,-84.4475,
1385,2.7,2.7,1385,-84.4823,
1385,2.8,2.8,1385,-84.8833,
1385,2.9,2.9,1385,-84.676,
1385,3,3.01,1385,-84.5954,
1385,3.1,3.1,1385,-84.2956,
1385,3.2,3.2,1385,-84.5816,
1385,3.3,3.31,1385,-84.7972,
1385,3.4,3.4,1385,-84.7856,
1385,3.5,3.5,1385,-84.9367,
1385,3.6,3.6,1385,-84.9144,
1385,3.7,3.7,1385,-84.4662,
1385,3.8,3.8,1385,-84.2674,
1385,3.9,3.9,1385,-84.8146,
1385,4,4,1385,-84.9983,
1385,4.1,4.11,1385,-84.8539,
1385,4.2,4.2,1385,-84.904,
1385,4.3,4.3,1385,-84.851,
1385,4.4,4.4,1385,-85.0348,
1385,4.5,4.5,1385,-84.9787,
1385,4.6,4.6,1385,-84.9787,
1385,4.7,4.7,1385,-84.6258,
1385,4.8,4.8,1385,-84.4837,
1385,4.9,4.91,1385,-84.561,
1385,5,5,1385,-85.0762,
1385,5.1,5.1,1385,-84.9923,
1385,5.2,5.2,1385,-84.7469,
1385,5.3,5.3,1385,-84.9818,
1385,5.4,5.4,1385,-85.0195,
1385,5.5,5.5,1385,-84.7742,
1385,5.6,5.6,1385,-84.8175,
1385,5.7,5.7,1385,-84.5269,
1385,5.8,5.8,1385,-84.8451,
1385,5.9,5.9,1385,-85.5016,
1385,6,6,1385,-85.0226,
1385,6.1,6.1,1385,-85.3056,
1385,6.2,6.2,1385,-84.9084,
1385,6.3,6.3,1385,-85.0978,
1385,6.4,6.4,1385,-85.2539,
1385,6.5,6.5,1385,-85.3448,
1385,6.6,6.6,1385,-84.8641,
1385,6.7,6.7,1385,-84.333,
1385,6.8,6.8,1385,-85.27,
1385,6.9,6.9,1385,-85.2442,
1385,7,7,1385,-85.1398,
1390,-6.9,-6.88,1390,-84.8853,
1390,-6.8,-6.82,1390,-85.1812,
1390,-6.7,-6.75,1390,-84.4782,
1390,-6.6,-6.6,1390,-85.1955,
1390,-6.5,-6.55,1390,-85.1204,
1390,-6.4,-6.39,1390,-85.4451,
1390,-6.3,-6.32,1390,-84.9178,
1390,-6.2,-6.25,1390,-85.3527,
1390,-6.1,-6.12,1390,-84.9147,
1390,-6,-5.97,1390,-85.1406,
1390,-5.9,-5.93,1390,-84.8054,
1390,-5.8,-5.79,1390,-84.9104,
1390,-5.7,-5.74,1390,-85.2414,
1390,-5.6,-5.63,1390,-84.9653,
1390,-5.5,-5.51,1390,-84.8795,
1390,-5.4,-5.4,1390,-84.6318,
1390,-5.3,-5.28,1390,-85.0468,
1390,-5.2,-5.24,1390,-85.4301,
1390,-5.1,-5.13,1390,-84.6387,
1390,-5,-5.04,1390,-84.9742,
1390,-4.9,-4.92,1390,-85.2017,
1390,-4.8,-4.83,1390,-84.8256,
1390,-4.7,-4.69,1390,-85.3805,
1390,-4.6,-4.6,1390,-85.3986,
1390,-4.5,-4.51,1390,-85.2572,
1390,-4.4,-4.42,1390,-84.8372,
1390,-4.3,-4.32,1390,-84.9893,
1390,-4.2,-4.2,1390,-85.0421,
1390,-4.1,-4.12,1390,-84.3479,
1390,-4,-3.99,1390,-84.9998,
1390,-3.9,-3.92,1390,-84.6804,
1390,-3.8,-3.8,1390,-84.3661,
1390,-3.7,-3.73,1390,-84.9773,
1390,-3.6,-3.62,1390,-84.7896,
1390,-3.5,-3.51,1390,-85.2653,
1390,-3.4,-3.4,1390,-84.9474,
1390,-3.3,-3.3,1390,-84.7968,
1390,-3.2,-3.2,1390,-84.843,
1390,-3.1,-3.09,1390,-85.15,
1390,-3,-3,1390,-85.122,
1390,-2.9,-2.91,1390,-85.4069,
1390,-2.8,-2.81,1390,-85.1624,
1390,-2.7,-2.7,1390,-85.1624,
1390,-2.6,-2.6,1390,-84.679,
1390,-2.5,-2.49,1390,-85.2096,
1390,-2.4,-2.4,1390,-84.9355,
1390,-2.3,-2.29,1390,-85.0803,
1390,-2.2,-2.21,1390,-85.0988,
1390,-2.1,-2.12,1390,-85.0028,
1390,-2,-2.01,1390,-85.4887,
1390,-1.9,-1.91,1390,-84.8054,
1390,-1.8,-1.81,1390,-84.8488,
1390,-1.7,-1.7,1390,-84.7284,
1390,-1.6,-1.6,1390,-84.7996,
1390,-1.5,-1.51,1390,-84.903,
1390,-1.4,-1.4,1390,-84.6665,
1390,-1.3,-1.3,1390,-84.8956,
1390,-1.2,-1.21,1390,-85.0209,
1390,-1.1,-1.09,1390,-84.3974,
1390,-1,-1,1390,-84.6651,
1390,-0.9,-0.9,1390,-85.1204,
1390,-0.8,-0.8,1390,-85.0973,
1390,-0.7,-0.71,1390,-84.9608,
1390,-0.6,-0.6,1390,-84.734,
1390,-0.5,-0.5,1390,-84.8459,
1390,-0.4,-0.4,1390,-84.9207,
1390,-0.3,-0.3,1390,-84.9832,
1390,-0.2,-0.2,1390,-84.9118,
1390,-0.1,-0.1,1390,-84.8401,
1390,-8.13238e-15,-0.1,1390,-84.5795,
1390,0.1,0.1,1390,-85.2382,
1390,0.2,0.2,1390,-84.9074,
1390,0.3,0.31,1390,-84.8488,
1390,0.4,0.39,1390,-85.0803,
1390,0.5,0.5,1390,-84.5672,
1390,0.6,0.6,1390,-84.8227,
1390,0.7,0.71,1390,-85.186,
1390,0.8,0.8,1390,-84.9773,
1390,0.9,0.9,1390,-84.9937,
1390,1,1.01,1390,-85.1391,
1390,1.1,1.11,1390,-84.903,
1390,1.2,1.2,1390,-85.1066,
1390,1.3,1.3,1390,-84.9848,
1390,1.4,1.4,1390,-85.1267,
1390,1.5,1.51,1390,-85.2349,
1390,1.6,1.61,1390,-85.1609,
1390,1.7,1.7,1390,-84.8898,
1390,1.8,1.8,1390,-84.7213,
1390,1.9,1.91,1390,-85.0118,
1390,2,2,1390,-84.9878,
1390,2.1,2.1,1390,-85.5327,
1390,2.2,2.2,1390,-84.7397,
1390,2.3,2.31,1390,-84.8883,
1390,2.4,2.4,1390,-84.6804,
1390,2.5,2.5,1390,-84.6028,
1390,2.6,2.6,1390,-85.1328,
1390,2.7,2.7,1390,-85.1703,
1390,2.8,2.8,1390,-84.5741,
1390,2.9,2.9,1390,-85.0743,
1390,3,3,1390,-85.5825,
1390,3.1,3.1,1390,-85.2429,
1390,3.2,3.2,1390,-84.3583,
1390,3.3,3.3,1390,-84.5946,
1390,3.4,3.4,1390,-85.1812,
1390,3.5,3.5,1390,-84.9623,
1390,3.6,3.6,1390,-84.8343,
1390,3.7,3.7,1390,-84.9207,
1390,3.8,3.8,1390,-84.9178,
1390,3.9,3.9,1390,-84.4145,
1390,4,4,1390,-84.679,
1390,4.1,4.1,1390,-85.1019,
1390,4.2,4.2,1390,-84.6525,
1390,4.3,4.3,1390,-85.1081,
1390,4.4,4.4,1390,-85.4301,
1390,4.5,4.5,1390,-85.4384,
1390,4.6,4.6,1390,-85.1345,
1390,4.7,4.7,1390,-85.4786,
1390,4.8,4.8,1390,-85.0773,
1390,4.9,4.9,1390,-84.5672,
1390,5,5,1390,-85.1081,
1390,5.1,5.1,1390,-84.9623,
1390,5.2,5.2,1390,-84.5549,
1390,5.3,5.3,1390,-84.8401,
1390,5.4,5.4,1390,-84.6152,
1390,5.5,5.5,1390,-84.8416,
1390,5.6,5.6,1390,-84.7553,
1390,5.7,5.7,1390,-85.1891,
1390,5.8,5.8,1390,-85.2541,
1390,5.9,5.9,1390,-84.9474,
1390,6,6,1390,-84.6651,
1390,6.1,6.1,1390,-85.15,
1390,6.2,6.2,1390,-84.5225,
1390,6.3,6.3,1390,-85.085,
1390,6.4,6.4,1390,-84.5482,
1390,6.5,6.5,1390,-85.2128,
1390,6.6,6.6,1390,-85.1609,
1390,6.7,6.7,1390,-85.4118,
1390,6.8,6.8,1390,-85.6765,
1390,6.9,6.9,1390,-85.2765,
1390,7,7,1390,-85.2081,
1395,-6.9,-6.88,1395,-84.9593,
1395,-6.8,-6.82,1395,-84.9594,
1395,-6.7,-6.75,1395,-85.2008,
1395,-6.6,-6.6,1395,-85.2307,
1395,-6.5,-6.53,1395,-84.6262,
1395,-6.4,-6.39,1395,-85.2071,
1395,-6.3,-6.32,1395,-84.3516,
1395,-6.2,-6.23,1395,-85.4116,
1395,-6.1,-6.12,1395,-84.7181,
1395,-6,-5.97,1395,-85.0541,
1395,-5.9,-5.91,1395,-85.0799,
1395,-5.8,-5.8,1395,-85.3609,
1395,-5.7,-5.73,1395,-85.215,
1395,-5.6,-5.61,1395,-85.3267,
1395,-5.5,-5.51,1395,-84.8814,
1395,-5.4,-5.4,1395,-84.592,
1395,-5.3,-5.28,1395,-84.7097,
1395,-5.2,-5.22,1395,-84.5243,
1395,-5.1,-5.13,1395,-84.9878,
1395,-5,-5.03,1395,-85.5168,
