T100 Wavelength,Desired T100 Output Power,T100 Output Power,Power Meter Wavelength,Power Meter Reading
1355,1.8,1.79,1355,1.73408,
1355,1.9,1.89,1355,1.83798,
1355,2,1.99,1355,1.93921,
1355,2.1,2.09,1355,2.03835,
1355,2.2,2.19,1355,2.13551,
1355,2.3,2.29,1355,2.23935,
1355,2.4,2.38,1355,2.33201,
1355,2.5,2.49,1355,2.43162,
1355,2.6,2.59,1355,2.53753,
1355,2.7,2.69,1355,2.63257,
1355,2.8,2.79,1355,2.73456,
1355,2.9,2.89,1355,2.83398,
1355,3,3,1355,2.93923,
1355,3.1,3.09,1355,3.03396,
1355,3.2,3.19,1355,3.13385,
1355,3.3,3.29,1355,3.23916,
1355,3.4,3.39,1355,3.33528,
1355,3.5,3.49,1355,3.43608,
1355,3.6,3.59,1355,3.53435,
1355,3.7,3.69,1355,3.63722,
1355,3.8,3.79,1355,3.73814,
1355,3.9,3.89,1355,3.83642,
1355,4,3.99,1355,3.93922,
1355,4.1,4.09,1355,4.03916,
1355,4.2,4.19,1355,4.13731,
1355,4.3,4.29,1355,4.23904,
1355,4.4,4.39,1355,4.33821,
1355,4.5,4.49,1355,4.43533,
1355,4.6,4.59,1355,4.53621,
1355,4.7,4.7,1355,4.63968,
1355,4.8,4.79,1355,4.73584,
1355,4.9,4.89,1355,4.84022,
1355,5,4.99,1355,4.93689,
1355,5.1,5.09,1355,5.0367,
1355,5.2,5.19,1355,5.13858,
1355,5.3,5.29,1355,5.23882,
1355,5.4,5.4,1355,5.34107,
1355,5.5,5.49,1355,5.44083,
1355,5.6,5.59,1355,5.53873,
1355,5.7,5.69,1355,5.63815,
1355,5.8,5.79,1355,5.74042,
1355,5.9,5.89,1355,5.83978,
1355,6,5.99,1355,5.9412,
1355,6.1,6.09,1355,6.04,
1355,6.2,6.19,1355,6.14068,
1355,6.3,6.29,1355,6.24271,
1355,6.4,6.39,1355,6.34245,
1355,6.5,6.49,1355,6.43994,
1355,6.6,6.59,1355,6.54212,
1355,6.7,6.69,1355,6.64198,
1355,6.8,6.79,1355,6.74328,
1355,6.9,6.89,1355,6.8422,
1355,7,6.99,1355,6.94198,
1360,-6.9,-6.92,1360,-6.86583,
1360,-6.8,-6.86,1360,-6.81008,
1360,-6.7,-6.78,1360,-6.73699,
1360,-6.6,-6.64,1360,-6.59246,
1360,-6.5,-6.56,1360,-6.51921,
1360,-6.4,-6.42,1360,-6.38083,
1360,-6.3,-6.37,1360,-6.31741,
1360,-6.2,-6.28,1360,-6.24713,
1360,-6.1,-6.15,1360,-6.11592,
1360,-6,-6.02,1360,-5.98914,
1360,-5.9,-5.96,1360,-5.92821,
1360,-5.8,-5.83,1360,-5.80896,
1360,-5.7,-5.76,1360,-5.74756,
1360,-5.6,-5.66,1360,-5.63078,
1360,-5.5,-5.54,1360,-5.51737,
1360,-5.4,-5.43,1360,-5.40668,
1360,-5.3,-5.32,1360,-5.30059,
1360,-5.2,-5.26,1360,-5.24835,
1360,-5.1,-5.16,1360,-5.14492,
1360,-5,-5.06,1360,-5.04279,
1360,-4.9,-4.96,1360,-4.94541,
1360,-4.8,-4.86,1360,-4.84753,
1360,-4.7,-4.71,1360,-4.70534,
1360,-4.6,-4.62,1360,-4.61398,
1360,-4.5,-4.53,1360,-4.52452,
1360,-4.4,-4.44,1360,-4.43563,
1360,-4.3,-4.35,1360,-4.34894,
1360,-4.2,-4.22,1360,-4.2248,
1360,-4.1,-4.14,1360,-4.14193,
1360,-4,-4.02,1360,-4.02016,
1360,-3.9,-3.94,1360,-3.9419,
1360,-3.8,-3.82,1360,-3.82889,
1360,-3.7,-3.75,1360,-3.75393,
1360,-3.6,-3.63,1360,-3.6427,
1360,-3.5,-3.53,1360,-3.53676,
1360,-3.4,-3.42,1360,-3.43114,
1360,-3.3,-3.32,1360,-3.33137,
1360,-3.2,-3.21,1360,-3.22898,
1360,-3.1,-3.12,1360,-3.13109,
1360,-3,-3.02,1360,-3.03503,
1360,-2.9,-2.92,1360,-2.94167,
1360,-2.8,-2.84,1360,-2.84901,
1360,-2.7,-2.71,1360,-2.72983,
1360,-2.6,-2.62,1360,-2.64289,
1360,-2.5,-2.52,1360,-2.52951,
1360,-2.4,-2.42,1360,-2.44561,
1360,-2.3,-2.31,1360,-2.33676,
1360,-2.2,-2.24,1360,-2.25727,
1360,-2.1,-2.13,1360,-2.1534,
1360,-2,-2.03,1360,-2.05103,
1360,-1.9,-1.93,1360,-1.95256,
1360,-1.8,-1.83,1360,-1.85483,
1360,-1.7,-1.71,1360,-1.73602,
1360,-1.6,-1.62,1360,-1.64313,
1360,-1.5,-1.53,1360,-1.55284,
1360,-1.4,-1.41,1360,-1.44186,
1360,-1.3,-1.33,1360,-1.35528,
1360,-1.2,-1.22,1360,-1.24874,
1360,-1.1,-1.11,1360,-1.1463,
1360,-1,-1.01,1360,-1.04527,
1360,-0.9,-0.91,1360,-0.946462,
1360,-0.8,-0.82,1360,-0.849962,
1360,-0.7,-0.73,1360,-0.756531,
1360,-0.6,-0.61,1360,-0.644606,
1360,-0.5,-0.52,1360,-0.555573,
1360,-0.4,-0.42,1360,-0.45008,
1360,-0.3,-0.31,1360,-0.346684,
1360,-0.2,-0.21,1360,-0.245345,
1360,-0.1,-0.11,1360,-0.146694,
1360,-8.13238e-15,-0.11,1360,-0.146738,
1360,0.1,0.08,1360,0.0441295,
1360,0.2,0.19,1360,0.151023,
1360,0.3,0.29,1360,0.256323,
1360,0.4,0.38,1360,0.344371,
1360,0.5,0.48,1360,0.444265,
1360,0.6,0.58,1360,0.542199,
1360,0.7,0.69,1360,0.651732,
1360,0.8,0.78,1360,0.745078,
1360,0.9,0.89,1360,0.849379,
1360,1,0.99,1360,0.951774,
1360,1.1,1.09,1360,1.05136,
1360,1.2,1.19,1360,1.1489,
1360,1.3,1.28,1360,1.24406,
1360,1.4,1.39,1360,1.34912,
1360,1.5,1.49,1360,1.4513,
1360,1.6,1.6,1360,1.55191,
1360,1.7,1.69,1360,1.64943,
1360,1.8,1.79,1360,1.7453,
1360,1.9,1.89,1360,1.84944,
1360,2,1.99,1360,1.95044,
1360,2.1,2.09,1360,2.04948,
1360,2.2,2.19,1360,2.14665,
1360,2.3,2.29,1360,2.2503,
1360,2.4,2.39,1360,2.34311,
1360,2.5,2.48,1360,2.44285,
1360,2.6,2.59,1360,2.54904,
1360,2.7,2.69,1360,2.64403,
1360,2.8,2.79,1360,2.74582,
1360,2.9,2.89,1360,2.845,
1360,3,3,1360,2.95005,
1360,3.1,3.09,1360,3.04487,
1360,3.2,3.19,1360,3.14477,
1360,3.3,3.3,1360,3.25016,
1360,3.4,3.39,1360,3.34625,
1360,3.5,3.49,1360,3.44698,
1360,3.6,3.59,1360,3.54529,
1360,3.7,3.69,1360,3.64775,
1360,3.8,3.79,1360,3.74907,
1360,3.9,3.89,1360,3.8474,
1360,4,3.99,1360,3.94995,
1360,4.1,4.09,1360,4.04985,
1360,4.2,4.19,1360,4.14824,
1360,4.3,4.29,1360,4.24982,
1360,4.4,4.39,1360,4.34893,
1360,4.5,4.49,1360,4.44607,
1360,4.6,4.59,1360,4.54701,
1360,4.7,4.69,1360,4.65077,
1360,4.8,4.79,1360,4.74665,
1360,4.9,4.9,1360,4.85102,
1360,5,4.99,1360,4.94778,
1360,5.1,5.09,1360,5.04737,
1360,5.2,5.19,1360,5.14929,
1360,5.3,5.29,1360,5.24945,
1360,5.4,5.4,1360,5.35152,
1360,5.5,5.49,1360,5.45163,
1360,5.6,5.59,1360,5.54922,
1360,5.7,5.69,1360,5.64893,
1360,5.8,5.79,1360,5.75076,
1360,5.9,5.89,1360,5.85026,
1360,6,5.99,1360,5.95146,
1360,6.1,6.09,1360,6.05029,
1360,6.2,6.19,1360,6.15113,
1360,6.3,6.3,1360,6.2532,
1360,6.4,6.4,1360,6.3529,
1360,6.5,6.49,1360,6.45039,
1360,6.6,6.6,1360,6.55254,
1360,6.7,6.69,1360,6.65268,
1360,6.8,6.8,1360,6.75388,
1360,6.9,6.89,1360,6.85296,
1360,7,6.99,1360,6.95237,
1360,-6.9,-6.92,1365,-6.88666,
1360,-6.8,-6.86,1365,-6.82768,
1360,-6.7,-6.78,1365,-6.75508,
1360,-6.6,-6.64,1365,-6.6106,
1360,-6.5,-6.56,1365,-6.53754,
1360,-6.4,-6.42,1365,-6.39953,
1360,-6.3,-6.35,1365,-6.33582,
1360,-6.2,-6.28,1365,-6.26629,
1360,-6.1,-6.13,1365,-6.13481,
1360,-6,-6.02,1365,-6.00774,
1360,-5.9,-5.96,1365,-5.94626,
1360,-5.8,-5.83,1365,-5.82793,
1360,-5.7,-5.77,1365,-5.76582,
1360,-5.6,-5.64,1365,-5.6492,
1360,-5.5,-5.54,1365,-5.53573,
1360,-5.4,-5.43,1365,-5.42522,
1360,-5.3,-5.32,1365,-5.31898,
1360,-5.2,-5.26,1365,-5.26679,
1360,-5.1,-5.17,1365,-5.1631,
1360,-5,-5.06,1365,-5.06078,
1360,-4.9,-4.96,1365,-4.96378,
1360,-4.8,-4.86,1365,-4.86587,
1360,-4.7,-4.71,1365,-4.7239,
1360,-4.6,-4.62,1365,-4.63214,
1360,-4.5,-4.53,1365,-4.54331,
1360,-4.4,-4.44,1365,-4.45442,
1360,-4.3,-4.35,1365,-4.36814,
1360,-4.2,-4.22,1365,-4.24372,
1360,-4.1,-4.14,1365,-4.16041,
1360,-4,-4.02,1365,-4.03861,
1360,-3.9,-3.94,1365,-3.96049,
1360,-3.8,-3.82,1365,-3.8468,
1360,-3.7,-3.76,1365,-3.77224,
1360,-3.6,-3.63,1365,-3.66069,
1360,-3.5,-3.53,1365,-3.55498,
1360,-3.4,-3.42,1365,-3.44929,
1360,-3.3,-3.32,1365,-3.34924,
1360,-3.2,-3.21,1365,-3.24716,
1360,-3.1,-3.12,1365,-3.14935,
1360,-3,-3.02,1365,-3.05359,
1360,-2.9,-2.92,1365,-2.96024,
1360,-2.8,-2.83,1365,-2.8672,
1360,-2.7,-2.71,1365,-2.74836,
1360,-2.6,-2.62,1365,-2.66111,
1360,-2.5,-2.51,1365,-2.54808,
1360,-2.4,-2.42,1365,-2.46378,
1360,-2.3,-2.31,1365,-2.35546,
1360,-2.2,-2.23,1365,-2.27564,
1360,-2.1,-2.13,1365,-2.17182,
1360,-2,-2.03,1365,-2.06987,
1360,-1.9,-1.93,1365,-1.97116,
1360,-1.8,-1.83,1365,-1.87367,
1360,-1.7,-1.71,1365,-1.75466,
1360,-1.6,-1.62,1365,-1.6619,
1360,-1.5,-1.52,1365,-1.57158,
1360,-1.4,-1.41,1365,-1.46049,
1360,-1.3,-1.33,1365,-1.37415,
1360,-1.2,-1.22,1365,-1.26748,
1360,-1.1,-1.11,1365,-1.16462,
1360,-1,-1.01,1365,-1.06403,
1360,-0.9,-0.91,1365,-0.965265,
1360,-0.8,-0.82,1365,-0.868556,
1360,-0.7,-0.72,1365,-0.774952,
1360,-0.6,-0.61,1365,-0.663856,
1360,-0.5,-0.52,1365,-0.573973,
1360,-0.4,-0.41,1365,-0.468817,
1360,-0.3,-0.31,1365,-0.365418,
1360,-0.2,-0.21,1365,-0.263973,
1360,-0.1,-0.11,1365,-0.165481,
1360,-8.13238e-15,-0.11,1365,-0.165425,
1360,0.1,0.08,1365,0.0253797,
1360,0.2,0.19,1365,0.13241,
1360,0.3,0.29,1365,0.237856,
1360,0.4,0.38,1365,0.325704,
1360,0.5,0.48,1365,0.425507,
1360,0.6,0.58,1365,0.523599,
1360,0.7,0.69,1365,0.633135,
1360,0.8,0.79,1365,0.726605,
1360,0.9,0.89,1365,0.831079,
1360,1,0.99,1365,0.933163,
1360,1.1,1.09,1365,1.03293,
1360,1.2,1.19,1365,1.13059,
1360,1.3,1.28,1365,1.2255,
1360,1.4,1.39,1365,1.33071,
1360,1.5,1.49,1365,1.43281,
1360,1.6,1.59,1365,1.53333,
1360,1.7,1.69,1365,1.63081,
1360,1.8,1.79,1365,1.72658,
1360,1.9,1.89,1365,1.83086,
1360,2,1.99,1365,1.93202,
1360,2.1,2.09,1365,2.03113,
1360,2.2,2.19,1365,2.12799,
1360,2.3,2.29,1365,2.23178,
1360,2.4,2.39,1365,2.32439,
1360,2.5,2.49,1365,2.42432,
1360,2.6,2.59,1365,2.53025,
1360,2.7,2.69,1365,2.62533,
1360,2.8,2.79,1365,2.72713,
1360,2.9,2.89,1365,2.82659,
1360,3,2.99,1365,2.93148,
1360,3.1,3.09,1365,3.02635,
1360,3.2,3.19,1365,3.1263,
1360,3.3,3.29,1365,3.23155,
1360,3.4,3.39,1365,3.32756,
1360,3.5,3.49,1365,3.42855,
1360,3.6,3.59,1365,3.5267,
1360,3.7,3.69,1365,3.62935,
1360,3.8,3.79,1365,3.73034,
1360,3.9,3.89,1365,3.82876,
1360,4,4,1365,3.93161,
1360,4.1,4.09,1365,4.03135,
1360,4.2,4.19,1365,4.12951,
1360,4.3,4.29,1365,4.23131,
1360,4.4,4.39,1365,4.33031,
1360,4.5,4.49,1365,4.42764,
1360,4.6,4.59,1365,4.52834,
1360,4.7,4.69,1365,4.63208,
1360,4.8,4.79,1365,4.72789,
1360,4.9,4.89,1365,4.8325,
1360,5,4.99,1365,4.92932,
1360,5.1,5.09,1365,5.0288,
1360,5.2,5.19,1365,5.13076,
1360,5.3,5.29,1365,5.23082,
1360,5.4,5.4,1365,5.33306,
1360,5.5,5.5,1365,5.43283,
1360,5.6,5.59,1365,5.53078,
1360,5.7,5.69,1365,5.6306,
1360,5.8,5.79,1365,5.73236,
1360,5.9,5.89,1365,5.83184,
1360,6,5.99,1365,5.93336,
1360,6.1,6.09,1365,6.03193,
1360,6.2,6.19,1365,6.1325,
1360,6.3,6.3,1365,6.23466,
1360,6.4,6.39,1365,6.33433,
1360,6.5,6.49,1365,6.43182,
1360,6.6,6.59,1365,6.53421,
1360,6.7,6.69,1365,6.63426,
1360,6.8,6.8,1365,6.73528,
1360,6.9,6.89,1365,6.83397,
1360,7,6.99,1365,6.93391,
