Desired T100 Wavelength,Actual T100 Wavelength,Desired T100 Output Power,Actual T100 Output Power,Power Meter Wavelength Setting,Power Meter Reading
1507,1507,2,2.01,1507,2.03754,
1507,1507,4,4.01,1507,4.04011,
1507,1507,6,6,1507,6.04575,
1507,1507,8,8,1507,8.05763,
1508,1508,0,0.02,1508,0.0310192,
1508,1508,2,2.01,1508,2.03908,
1508,1508,4,4.01,1508,4.04183,
1508,1508,6,6,1508,6.04754,
1508,1508,8,8,1508,8.05945,
1509,1509,0,0.01,1509,0.0282327,
1509,1509,2,2.01,1509,2.03089,
1509,1509,4,4,1509,4.03375,
1509,1509,6,6,1509,6.0396,
1509,1509,8,8,1509,8.05165,
1510,1510,0,0.02,1510,0.0221489,
1510,1510,2,2.01,1510,2.0245,
1510,1510,4,4.01,1510,4.02725,
1510,1510,6,6,1510,6.03317,
1510,1510,8,8,1510,8.04509,
1511,1511,0,0.02,1511,0.0243045,
1511,1511,2,2.01,1511,2.02917,
1511,1511,4,4.01,1511,4.03176,
1511,1511,6,6,1511,6.03739,
1511,1511,8,8,1511,8.04932,
1512,1512,0,0.01,1512,0.0256042,
1512,1512,2,2.01,1512,2.03085,
1512,1512,4,4.01,1512,4.03372,
1512,1512,6,6,1512,6.03952,
1512,1512,8,8,1512,8.05153,
1513,1513,0,0.02,1513,0.027443,
1513,1513,2,2.01,1513,2.03538,
1513,1513,4,4.01,1513,4.03852,
1513,1513,6,6,1513,6.04458,
1513,1513,8,8,1513,8.05662,
1514,1514,0,0.02,1514,0.0315194,
1514,1514,2,2.01,1514,2.03919,
1514,1514,4,4.01,1514,4.04226,
1514,1514,6,6,1514,6.04809,
1514,1514,8,8,1514,8.06005,
1515,1515,0,0.01,1515,0.0326402,
1515,1515,2,2.01,1515,2.03431,
1515,1515,4,4.01,1515,4.0371,
1515,1515,6,6,1515,6.04279,
1515,1515,8,8,1515,8.05469,
1516,1516,0,0.01,1516,0.0287677,
1516,1516,2,2.01,1516,2.0302,
1516,1516,4,4.01,1516,4.03289,
1516,1516,6,6,1516,6.03852,
1516,1516,8,8,1516,8.05036,
1517,1517,0,0.02,1517,0.014992,
1517,1517,2,2.01,1517,2.02315,
1517,1517,4,4.01,1517,4.02575,
1517,1517,6,6,1517,6.03129,
1517,1517,8,8,1517,8.04323,
1518,1518,0,0.02,1518,0.0165238,
1518,1518,2,2.01,1518,2.02476,
1518,1518,4,4.01,1518,4.02731,
1518,1518,6,6,1518,6.03286,
1518,1518,8,8,1518,8.04479,
1519,1519,0,0.02,1519,0.017614,
1519,1519,2,2.01,1519,2.02239,
1519,1519,4,4.01,1519,4.02512,
1519,1519,6,6,1519,6.03062,
1519,1519,8,8,1519,8.04246,
1520,1520,0,0.02,1520,0.0103066,
1520,1520,2,2.01,1520,2.01515,
1520,1520,4,4.01,1520,4.01775,
1520,1520,6,6,1520,6.02343,
1520,1520,8,8,1520,8.03528,
1521,1521,0,0.02,1521,0.0133124,
1521,1521,2,2.01,1521,2.01729,
1521,1521,4,4.01,1521,4.02016,
1521,1521,6,6,1521,6.02599,
1521,1521,8,8,1521,8.03811,
1522,1522,0,0.01,1522,0.0162902,
1522,1522,2,2.01,1522,2.02015,
1522,1522,4,4.01,1522,4.0231,
1522,1522,6,6,1522,6.02894,
1522,1522,8,8,1522,8.04088,
1523,1523,0,0.02,1523,0.0182238,
1523,1523,2,2.01,1523,2.02604,
1523,1523,4,4.01,1523,4.02891,
1523,1523,6,6,1523,6.03477,
1523,1523,8,8,1523,8.0468,
1524,1524,0,0.02,1524,0.0231555,
1524,1524,2,2.01,1524,2.03091,
1524,1524,4,4.01,1524,4.03381,
1524,1524,6,6,1524,6.03963,
1524,1524,8,8,1524,8.05158,
1525,1525,0,0.02,1525,0.0250731,
1525,1525,2,2.01,1525,2.0294,
1525,1525,4,4.01,1525,4.03223,
1525,1525,6,6,1525,6.03802,
1525,1525,8,8,1525,8.0499,
1526,1526,0,0.02,1526,0.025833,
1526,1526,2,2.01,1526,2.0303,
1526,1526,4,4.01,1526,4.0334,
1526,1526,6,6,1526,6.03923,
1526,1526,8,8,1526,8.05129,
1527,1527,0,0.02,1527,0.0220193,
1527,1527,2,2.01,1527,2.02974,
1527,1527,4,4.01,1527,4.03278,
1527,1527,6,6,1527,6.03865,
1527,1527,8,8,1527,8.05062,
1528,1528,0,0.02,1528,0.0210902,
1528,1528,2,2.01,1528,2.02839,
1528,1528,4,4.01,1528,4.03113,
1528,1528,6,6,1528,6.03695,
1528,1528,8,8,1528,8.04875,
1529,1529,0,0.02,1529,0.0224514,
1529,1529,2,2.01,1529,2.02702,
1529,1529,4,4.01,1529,4.02973,
1529,1529,6,6,1529,6.03555,
1529,1529,8,8,1529,8.04744,
1530,1530,0,0.02,1530,0.0188681,
1530,1530,2,2.01,1530,2.02517,
1530,1530,4,4.01,1530,4.02776,
1530,1530,6,6,1530,6.03347,
1530,1530,8,8,1530,8.04524,
1531,1531,0,0.02,1531,0.0184184,
1531,1531,2,2.01,1531,2.02266,
1531,1531,4,4.01,1531,4.0256,
1531,1531,6,6,1531,6.03149,
1531,1531,8,8,1531,8.04352,
1532,1532,0,0.02,1532,0.0235702,
1532,1532,2,2.01,1532,2.02781,
1532,1532,4,4.01,1532,4.0308,
1532,1532,6,6,1532,6.03674,
1532,1532,8,8,1532,8.04879,
1533,1533,0,0.02,1533,0.0284269,
1533,1533,2,2.01,1533,2.0363,
1533,1533,4,4.01,1533,4.03953,
1533,1533,6,6,1533,6.04565,
1533,1533,8,8,1533,8.05787,
1534,1534,0,0.02,1534,0.0369097,
1534,1534,2,2.01,1534,2.04405,
1534,1534,4,4.01,1534,4.04703,
1534,1534,6,6,1534,6.05283,
1534,1534,8,8,1534,8.0649,
1535,1535,0,0.02,1535,0.0451268,
1535,1535,2,2.01,1535,2.04954,
1535,1535,4,4.01,1535,4.05219,
1535,1535,6,6,1535,6.05785,
1535,1535,8,8,1535,8.06982,
1536,1536,0,0.02,1536,0.0450021,
1536,1536,2,2.01,1536,2.04953,
1536,1536,4,4.01,1536,4.05224,
1536,1536,6,6,1536,6.05794,
1536,1536,8,8,1536,8.06987,
1537,1537,0,0.02,1537,0.045621,
1537,1537,2,2.01,1537,2.05111,
1537,1537,4,4.01,1537,4.05356,
1537,1537,6,6,1537,6.05916,
1537,1537,8,8,1537,8.07119,
1538,1538,0,0.02,1538,0.0385372,
1538,1538,2,2.01,1538,2.04469,
1538,1538,4,4.01,1538,4.04766,
1538,1538,6,6,1538,6.05356,
1538,1538,8,8,1538,8.06563,
1539,1539,0,0.02,1539,0.0325281,
1539,1539,2,2.01,1539,2.03634,
1539,1539,4,4.01,1539,4.03906,
1539,1539,6,6,1539,6.04476,
1539,1539,8,8,1539,8.05671,
1540,1540,0,0.02,1540,0.0276113,
1540,1540,2,2.01,1540,2.0314,
1540,1540,4,4.01,1540,4.03408,
1540,1540,6,6,1540,6.03988,
1540,1540,8,8,1540,8.05198,
1541,1541,0,0.02,1541,0.0248745,
1541,1541,2,2.01,1541,2.03199,
1541,1541,4,4,1541,4.03498,
1541,1541,6,6,1541,6.04096,
1541,1541,8,8,1541,8.05298,
1542,1542,0,0.02,1542,0.0260316,
1542,1542,2,2.01,1542,2.03245,
1542,1542,4,4.01,1542,4.03495,
1542,1542,6,6,1542,6.04069,
1542,1542,8,8,1542,8.0527,
1543,1543,0,0.02,1543,0.0307044,
1543,1543,2,2.01,1543,2.03658,
1543,1543,4,4.01,1543,4.03941,
1543,1543,6,6,1543,6.04528,
1543,1543,8,8,1543,8.05738,
1544,1544,0,0.02,1544,0.0381584,
1544,1544,2,2.01,1544,2.04434,
1544,1544,4,4.01,1544,4.0471,
1544,1544,6,6,1544,6.05305,
1544,1544,8,8,1544,8.06508,
1545,1545,0,0.02,1545,0.0448259,
1545,1545,2,2.01,1545,2.05063,
1545,1545,4,4.01,1545,4.0532,
1545,1545,6,6,1545,6.05893,
1545,1545,8,8,1545,8.07096,
1546,1546,0,0.02,1546,0.0498134,
1546,1546,2,2.01,1546,2.05626,
1546,1546,4,4.01,1546,4.05924,
1546,1546,6,6,1546,6.06524,
1546,1546,8,8,1546,8.07738,
1547,1547,0,0.02,1547,0.0519939,
1547,1547,2,2.01,1547,2.05831,
1547,1547,4,4.01,1547,4.061,
1547,1547,6,6,1547,6.06678,
1547,1547,8,8,1547,8.07869,
1548,1548,0,0.02,1548,0.0534613,
1548,1548,2,2.01,1548,2.05966,
1548,1548,4,4.01,1548,4.06227,
1548,1548,6,6,1548,6.06785,
1548,1548,8,8,1548,8.07969,
1549,1549,0,0.02,1549,0.0510369,
1549,1549,2,2.01,1549,2.05751,
1549,1549,4,4,1549,4.06035,
1549,1549,6,6,1549,6.06613,
1549,1549,8,8,1549,8.07819,
1550,1550,0,0.02,1550,0.0422805,
1550,1550,2,2.01,1550,2.04849,
1550,1550,4,4.01,1550,4.05102,
1550,1550,6,6,1550,6.05671,
1550,1550,8,8,1550,8.06871,
1551,1551,0,0.02,1551,0.0401726,
1551,1551,2,2.01,1551,2.04698,
1551,1551,4,4.01,1551,4.04995,
1551,1551,6,6,1551,6.05605,
1551,1551,8,8,1551,8.06829,
1552,1552,0,0.02,1552,0.0417429,
1552,1552,2,2.01,1552,2.04805,
1552,1552,4,4.01,1552,4.05065,
1552,1552,6,6,1552,6.05639,
1552,1552,8,8,1552,8.06849,
1553,1553,0,0.02,1553,0.0372499,
1553,1553,2,2.01,1553,2.04384,
1553,1553,4,4.01,1553,4.04704,
1553,1553,6,6,1553,6.05312,
1553,1553,8,8,1553,8.0655,
1554,1554,0,0.02,1554,0.0447657,
1554,1554,2,2.01,1554,2.05084,
1554,1554,4,4.01,1554,4.0536,
1554,1554,6,6,1554,6.05949,
1554,1554,8,8,1554,8.07167,
1555,1555,0,0.02,1555,0.0552541,
1555,1555,2,2.01,1555,2.06136,
1555,1555,4,4.01,1555,4.06411,
1555,1555,6,6,1555,6.07004,
1555,1555,8,8,1555,8.08226,
1556,1556,0,0.02,1556,0.0630727,
1556,1556,2,2.01,1556,2.06894,
1556,1556,4,4.01,1556,4.07138,
1556,1556,6,6,1556,6.0772,
1556,1556,8,8,1556,8.08939,
1557,1557,0,0.02,1557,0.0716378,
1557,1557,2,2.01,1557,2.07687,
1557,1557,4,4.01,1557,4.07936,
1557,1557,6,6,1557,6.08513,
1557,1557,8,8,1557,8.09722,
1558,1558,0,0.02,1558,0.0689029,
1558,1558,2,2.01,1558,2.07454,
1558,1558,4,4.01,1558,4.07724,
1558,1558,6,6,1558,6.08318,
1558,1558,8,8,1558,8.09506,
1559,1559,0,0.02,1559,0.0705226,
1559,1559,2,2.01,1559,2.07727,
1559,1559,4,4.01,1559,4.07995,
1559,1559,6,6,1559,6.08577,
1559,1559,8,8,1559,8.09767,
1560,1560,0,0.02,1560,0.0663032,
1560,1560,2,2.01,1560,2.07335,
1560,1560,4,4.01,1560,4.07631,
1560,1560,6,6,1560,6.08223,
1560,1560,8,8,1560,8.09423,
1561,1561,0,0.01,1561,0.057449,
1561,1561,2,2.01,1561,2.06311,
1561,1561,4,4.01,1561,4.06611,
1561,1561,6,6,1561,6.07214,
1561,1561,8,8,1561,8.08451,
1562,1562,0,0.01,1562,0.0539589,
1562,1562,2,2.01,1562,2.0592,
1562,1562,4,4.01,1562,4.06211,
1562,1562,6,6,1562,6.06813,
1562,1562,8,8,1562,8.08045,
1563,1563,0,0.02,1563,0.0539718,
1563,1563,2,2.01,1563,2.06147,
1563,1563,4,4.01,1563,4.06431,
1563,1563,6,6,1563,6.07031,
1563,1563,8,8,1563,8.08271,
1564,1564,0,0.02,1564,0.0528435,
1564,1564,2,2.01,1564,2.05998,
1564,1564,4,4.01,1564,4.06272,
1564,1564,6,6,1564,6.06864,
1564,1564,8,8,1564,8.08102,
1565,1565,0,0.02,1565,0.0583189,
1565,1565,2,2.01,1565,2.06379,
1565,1565,4,4.01,1565,4.06643,
1565,1565,6,6,1565,6.07236,
1565,1565,8,8,1565,8.08476,
1566,1566,0,0.02,1566,0.0655845,
1566,1566,2,2.01,1566,2.07104,
1566,1566,4,4.01,1566,4.07357,
1566,1566,6,6,1566,6.07955,
1566,1566,8,8,1566,8.09193,
1567,1567,0,0.02,1567,0.0688174,
1567,1567,2,2.01,1567,2.07575,
1567,1567,4,4.01,1567,4.07847,
1567,1567,6,6,1567,6.08447,
1567,1567,8,8,1567,8.09694,
1568,1568,0,0.02,1568,0.0744008,
1568,1568,2,2.01,1568,2.08111,
1568,1568,4,4.01,1568,4.08363,
1568,1568,6,6,1568,6.08964,
1568,1568,8,8,1568,8.10203,
1569,1569,0,0.02,1569,0.0744221,
1569,1569,2,2.01,1569,2.07897,
1569,1569,4,4.01,1569,4.08187,
1569,1569,6,6,1569,6.08785,
1569,1569,8,8,1569,8.10007,
1570,1570,0,0.02,1570,0.0681633,
1570,1570,2,2.02,1570,2.07267,
1570,1570,4,4,1570,4.0755,
1570,1570,6,6,1570,6.08147,
1570,1570,8,8,1570,8.09353,
1571,1571,0,0.02,1571,0.0616685,
1571,1571,2,2.01,1571,2.06983,
1571,1571,4,4.01,1571,4.0726,
1571,1571,6,6,1571,6.07861,
1571,1571,8,8,1571,8.09042,
1572,1572,0,0.02,1572,0.0513845,
1572,1572,2,2.01,1572,2.05894,
1572,1572,4,4,1572,4.06149,
1572,1572,6,6,1572,6.06736,
1572,1572,8,8,1572,8.07914,
1573,1573,0,0.02,1573,0.0402372,
1573,1573,2,2.01,1573,2.04588,
1573,1573,4,4.01,1573,4.04872,
1573,1573,6,6,1573,6.05465,
1573,1573,8,8,1573,8.06575,
1574,1574,0,0.02,1574,0.0395185,
1574,1574,2,2.01,1574,2.04497,
1574,1574,4,4,1574,4.04764,
1574,1574,6,6,1574,6.05349,
1574,1574,8,8,1574,8.06604,
1575,1575,0,0.02,1575,0.0333169,
1575,1575,2,2.01,1575,2.0399,
1575,1575,4,4,1575,4.04254,
1575,1575,6,6,1575,6.04838,
1575,1575,8,8,1575,8.06073,
1576,1575,0,0.02,1576,0.0336617,
1576,1575,2,2.01,1576,2.04029,
1576,1575,4,4.01,1576,4.04281,
1576,1575,6,6,1576,6.04867,
1576,1575,8,8,1576,8.06105,
1577,1575,0,0.01,1577,0.0339375,
1577,1575,2,2.01,1577,2.03953,
1577,1575,4,4.01,1577,4.04219,
1577,1575,6,6,1577,6.04808,
1577,1575,8,8,1577,8.0604,
1578,1575,0,0.02,1578,0.0331919,
1578,1575,2,2.01,1578,2.03895,
1578,1575,4,4.01,1578,4.04157,
1578,1575,6,6,1578,6.04743,
1578,1575,8,8,1578,8.05974,
1579,1575,0,0.02,1579,0.0325842,
1579,1575,2,2.01,1579,2.03838,
1579,1575,4,4.01,1579,4.04109,
1579,1575,6,6,1579,6.04701,
1579,1575,8,8,1579,8.05935,
1580,1575,0,0.01,1580,0.0322135,
1580,1575,2,2.01,1580,2.03789,
1580,1575,4,4.01,1580,4.04045,
1580,1575,6,6,1580,6.04627,
1580,1575,8,8,1580,8.05861,
1581,1575,0,0.02,1581,0.0316961,
1581,1575,2,2.01,1581,2.03968,
1581,1575,4,4.01,1581,4.04231,
1581,1575,6,6,1581,6.04801,
1581,1575,8,8,1581,8.06035,
1582,1575,0,0.02,1582,0.0331574,
1582,1575,2,2.01,1582,2.04131,
1582,1575,4,4.01,1582,4.044,
1582,1575,6,6,1582,6.0498,
1582,1575,8,8,1582,8.06213,
1583,1575,0,0.02,1583,0.0350405,
1583,1575,2,2.01,1583,2.03969,
1583,1575,4,4.01,1583,4.04237,
1583,1575,6,6,1583,6.04813,
1583,1575,8,8,1583,8.06058,
1584,1575,0,0.02,1584,0.0334074,
1584,1575,2,2.01,1584,2.03809,
1584,1575,4,4.01,1584,4.04064,
1584,1575,6,6,1584,6.04647,
1584,1575,8,8,1584,8.05876,
