Desired T100 Wavelength,Actual T100 Wavelength,Desired T100 Output Power,Actual T100 Output Power,Power Meter Wavelength Setting,Power Meter Reading
1470,1470,-1,-0.98,1470,-1.04463,
1470,1470,0,0.01,1470,-0.0466532,
1470,1470,1,1.02,1470,0.959319,
1470,1470,2,2.01,1470,1.96074,
1470,1470,3,3.01,1470,2.96168,
1470,1470,4,4.01,1470,3.96437,
1470,1470,5,5,1470,4.96452,
1470,1470,6,6,1470,5.97,
1475,1475,-7,6,1475,5.98633,
1475,1475,-6,-5.88,1475,-6.02465,
1475,1475,-5,-4.96,1475,-5.06905,
1475,1475,-4,-3.95,1475,-4.03816,
1475,1475,-3,-2.96,1475,-3.04346,
1475,1475,-2,-1.98,1475,-2.05475,
1475,1475,-1,-0.97,1475,-1.04283,
1475,1475,0,0.02,1475,-0.0448199,
1475,1475,1,1.02,1475,0.961311,
1475,1475,2,2.01,1475,1.96287,
1475,1475,3,3.01,1475,2.96374,
1475,1475,4,4.01,1475,3.96653,
1475,1475,5,5,1475,4.96664,
1475,1475,6,6,1475,5.97215,
1480,1480,-7,6,1480,5.98408,
1480,1480,-6,-5.88,1480,-6.02964,
1480,1480,-5,-4.96,1480,-5.07313,
1480,1480,-4,-3.94,1480,-4.04195,
1480,1480,-3,-2.96,1480,-3.04686,
1480,1480,-2,-1.98,1480,-2.05803,
1480,1480,-1,-0.97,1480,-1.04572,
1480,1480,0,0.01,1480,-0.0477034,
1480,1480,1,1.02,1480,0.958745,
1480,1480,2,2.01,1480,1.96032,
1480,1480,3,3.01,1480,2.96129,
1480,1480,4,4.01,1480,3.96422,
1480,1480,5,5,1480,4.96428,
1480,1480,6,6,1480,5.96991,
1485,1485,-7,6,1485,5.98435,
1485,1485,-6,-5.88,1485,-6.02197,
1485,1485,-5,-4.96,1485,-5.06627,
1485,1485,-4,-3.94,1485,-4.03581,
1485,1485,-3,-2.96,1485,-3.04103,
1485,1485,-2,-1.98,1485,-2.05252,
1485,1485,-1,-0.97,1485,-1.04085,
1485,1485,0,0.02,1485,-0.0429436,
1485,1485,1,1.02,1485,0.96311,
1485,1485,2,2.01,1485,1.96455,
1485,1485,3,3.01,1485,2.96535,
1485,1485,4,4.01,1485,3.96806,
1485,1485,5,5,1485,4.96825,
1485,1485,6,6,1485,5.97383,
1490,1490,-7,6,1490,5.97908,
1490,1490,-6,-5.9,1490,-6.03804,
1490,1490,-5,-4.96,1490,-5.08075,
1490,1490,-4,-3.94,1490,-4.04892,
1490,1490,-3,-2.96,1490,-3.05342,
1490,1490,-2,-1.98,1490,-2.06436,
1490,1490,-1,-0.97,1490,-1.05188,
1490,1490,0,0.02,1490,-0.0535208,
1490,1490,1,1.02,1490,0.952883,
1490,1490,2,2.01,1490,1.95479,
1490,1490,3,3.01,1490,2.95583,
1490,1490,4,4.01,1490,3.95881,
1490,1490,5,5,1490,4.9591,
1490,1490,6,6,1490,5.96469,
1495,1495,-7,6,1495,5.98298,
1495,1495,-6,-5.88,1495,-6.02552,
1495,1495,-5,-4.96,1495,-5.06917,
1495,1495,-4,-3.95,1495,-4.03813,
1495,1495,-3,-2.96,1495,-3.04327,
1495,1495,-2,-1.98,1495,-2.05452,
1495,1495,-1,-0.98,1495,-1.04255,
1495,1495,0,0.02,1495,-0.0446005,
1495,1495,1,1.02,1495,0.961554,
1495,1495,2,2.01,1495,1.96329,
1495,1495,3,3.01,1495,2.96411,
1495,1495,4,4.01,1495,3.96696,
1495,1495,5,5,1495,4.96717,
1495,1495,6,6,1495,5.97274,
1500,1500,-7,6,1500,5.95814,
1500,1500,-6,-5.9,1500,-6.03868,
1500,1500,-5,-4.96,1500,-5.08267,
1500,1500,-4,-3.94,1500,-4.0519,
1500,1500,-3,-2.96,1500,-3.05732,
1500,1500,-2,-1.98,1500,-2.0687,
1500,1500,-1,-0.97,1500,-1.05685,
1500,1500,0,0.01,1500,-0.058997,
1500,1500,1,1.02,1500,0.94708,
1500,1500,2,2.01,1500,1.94866,
1500,1500,3,3.01,1500,2.9495,
1500,1500,4,4.01,1500,3.95218,
1500,1500,5,5,1500,4.95241,
1500,1500,6,6,1500,5.95808,
1505,1505,-7,6,1505,5.97533,
1505,1505,-6,-5.9,1505,-6.0372,
1505,1505,-5,-4.96,1505,-5.08094,
1505,1505,-4,-3.95,1505,-4.05008,
1505,1505,-3,-2.96,1505,-3.05533,
1505,1505,-2,-1.98,1505,-2.06665,
1505,1505,-1,-0.98,1505,-1.05483,
1505,1505,0,0.01,1505,-0.0567682,
1505,1505,1,1.02,1505,0.949321,
1505,1505,2,2.01,1505,1.95089,
1505,1505,3,3.01,1505,2.95179,
1505,1505,4,4.01,1505,3.9546,
1505,1505,5,5,1505,4.95485,
1505,1505,6,6,1505,5.96052,
1510,1510,-7,6,1510,5.94607,
1510,1510,-6,-5.9,1510,-6.05595,
1510,1510,-5,-4.96,1510,-5.10054,
1510,1510,-4,-3.94,1510,-4.07019,
1510,1510,-3,-2.96,1510,-3.07598,
1510,1510,-2,-1.98,1510,-2.08772,
1510,1510,-1,-0.97,1510,-1.07608,
1510,1510,0,0.01,1510,-0.0784553,
1510,1510,1,1.02,1510,0.927484,
1510,1510,2,2.01,1510,1.92888,
1510,1510,3,3.01,1510,2.92964,
1510,1510,4,4.01,1510,3.93231,
1510,1510,5,5,1510,4.93266,
1510,1510,6,6,1510,5.93819,
1515,1515,-7,6,1515,5.95501,
1515,1515,-6,-5.88,1515,-6.04447,
1515,1515,-5,-4.96,1515,-5.08895,
1515,1515,-4,-3.94,1515,-4.05893,
1515,1515,-3,-2.96,1515,-3.06472,
1515,1515,-2,-1.97,1515,-2.07664,
1515,1515,-1,-0.97,1515,-1.06517,
1515,1515,0,0.02,1515,-0.0674705,
1515,1515,1,1.02,1515,0.938449,
1515,1515,2,2.01,1515,1.93988,
1515,1515,3,3.01,1515,2.94055,
1515,1515,4,4.01,1515,3.94314,
1515,1515,5,5,1515,4.94333,
1515,1515,6,6,1515,5.94887,
1520,1520,-7,6,1520,5.93532,
1520,1520,-6,-5.9,1520,-6.06001,
1520,1520,-5,-4.96,1520,-5.10526,
1520,1520,-4,-3.94,1520,-4.07553,
1520,1520,-3,-2.96,1520,-3.08175,
1520,1520,-2,-1.98,1520,-2.0939,
1520,1520,-1,-0.97,1520,-1.08264,
1520,1520,0,0.02,1520,-0.0851887,
1520,1520,1,1.02,1520,0.92061,
1520,1520,2,2.01,1520,1.92187,
1520,1520,3,3.01,1520,2.92249,
1520,1520,4,4.01,1520,3.92514,
1520,1520,5,5,1520,4.92536,
1520,1520,6,6,1520,5.9309,
1525,1525,-7,6,1525,5.95224,
1525,1525,-6,-5.88,1525,-6.049,
1525,1525,-5,-4.96,1525,-5.09343,
1525,1525,-4,-3.94,1525,-4.06281,
1525,1525,-3,-2.96,1525,-3.06836,
1525,1525,-2,-1.98,1525,-2.08001,
1525,1525,-1,-0.97,1525,-1.06846,
1525,1525,0,0.01,1525,-0.0706749,
1525,1525,1,1.02,1525,0.935302,
1525,1525,2,2.01,1525,1.93679,
1525,1525,3,3.01,1525,2.93759,
1525,1525,4,4.01,1525,3.94033,
1525,1525,5,5,1525,4.94057,
1525,1525,6,6,1525,5.94627,
1530,1530,-7,6,1530,5.94724,
1530,1530,-6,-5.9,1530,-6.05054,
1530,1530,-5,-4.94,1530,-5.09536,
1530,1530,-4,-3.94,1530,-4.0655,
1530,1530,-3,-2.94,1530,-3.0715,
1530,1530,-2,-1.98,1530,-2.08349,
1530,1530,-1,-0.97,1530,-1.0721,
1530,1530,0,0.02,1530,-0.0744975,
1530,1530,1,1.02,1530,0.931312,
1530,1530,2,2.01,1530,1.93263,
1530,1530,3,3.01,1530,2.93343,
1530,1530,4,4.01,1530,3.93605,
1530,1530,5,5,1530,4.93632,
1530,1530,6,6,1530,5.94193,
1535,1535,-7,6,1535,5.97323,
1535,1535,-6,-5.9,1535,-6.0248,
1535,1535,-5,-4.96,1535,-5.06997,
1535,1535,-4,-3.94,1535,-4.04036,
1535,1535,-3,-2.96,1535,-3.04644,
1535,1535,-2,-1.98,1535,-2.05843,
1535,1535,-1,-0.97,1535,-1.04708,
1535,1535,0,0.02,1535,-0.0495409,
1535,1535,1,1.02,1535,0.956313,
1535,1535,2,2.01,1535,1.95766,
1535,1535,3,3.01,1535,2.95859,
1535,1535,4,4.01,1535,3.96116,
1535,1535,5,5,1535,4.9613,
1535,1535,6,6,1535,5.96691,
1540,1540,-7,6,1540,5.95704,
1540,1540,-6,-5.88,1540,-6.04378,
1540,1540,-5,-4.96,1540,-5.08869,
1540,1540,-4,-3.94,1540,-4.05893,
1540,1540,-3,-2.96,1540,-3.06495,
1540,1540,-2,-1.98,1540,-2.07697,
1540,1540,-1,-0.97,1540,-1.06561,
1540,1540,0,0.02,1540,-0.0680245,
1540,1540,1,1.02,1540,0.937886,
1540,1540,2,2.01,1540,1.93919,
1540,1540,3,3.01,1540,2.93999,
1540,1540,4,4.01,1540,3.94274,
1540,1540,5,5,1540,4.94296,
1540,1540,6,6,1540,5.94851,
1545,1545,-7,6,1545,5.96855,
1545,1545,-6,-5.88,1545,-6.02247,
1545,1545,-5,-4.94,1545,-5.06802,
1545,1545,-4,-3.94,1545,-4.03856,
1545,1545,-3,-2.95,1545,-3.04483,
1545,1545,-2,-1.96,1545,-2.05699,
1545,1545,-1,-0.97,1545,-1.04585,
1545,1545,0,0.02,1545,-0.0484367,
1545,1545,1,1.02,1545,0.957275,
1545,1545,2,2.01,1545,1.95856,
1545,1545,3,3.01,1545,2.95944,
1545,1545,4,4.01,1545,3.96204,
1545,1545,5,5,1545,4.9622,
1545,1545,6,6,1545,5.96784,
1550,1550,-7,6,1550,5.9641,
1550,1550,-6,-5.88,1550,-6.02574,
1550,1550,-5,-4.96,1550,-5.07107,
1550,1550,-4,-3.94,1550,-4.0416,
1550,1550,-3,-2.96,1550,-3.04804,
1550,1550,-2,-1.98,1550,-2.06023,
1550,1550,-1,-0.97,1550,-1.04916,
1550,1550,0,0.02,1550,-0.0517097,
1550,1550,1,1.02,1550,0.953953,
1550,1550,2,2.01,1550,1.95516,
1550,1550,3,3.01,1550,2.9561,
1550,1550,4,4.01,1550,3.95863,
1550,1550,5,5,1550,4.95882,
1550,1550,6,6,1550,5.96444,
1555,1555,-7,6,1555,5.98048,
1555,1555,-6,-5.88,1555,-6.01428,
1555,1555,-5,-4.96,1555,-5.05902,
1555,1555,-4,-3.94,1555,-4.02918,
1555,1555,-3,-2.96,1555,-3.03513,
1555,1555,-2,-1.98,1555,-2.04711,
1555,1555,-1,-0.97,1555,-1.03572,
1555,1555,0,0.02,1555,-0.0381803,
1555,1555,1,1.02,1555,0.967672,
1555,1555,2,2.01,1555,1.96913,
1555,1555,3,3.01,1555,2.97025,
1555,1555,4,4.01,1555,3.97279,
1555,1555,5,5,1555,4.97303,
1555,1555,6,6,1555,5.97887,
1560,1560,-7,6,1560,5.99115,
1560,1560,-6,-5.9,1560,-6.00706,
1560,1560,-5,-4.96,1560,-5.0511,
1560,1560,-4,-3.94,1560,-4.02055,
1560,1560,-3,-2.96,1560,-3.02596,
1560,1560,-2,-1.98,1560,-2.03751,
1560,1560,-1,-0.98,1560,-1.02572,
1560,1560,0,0.02,1560,-0.0280039,
1560,1560,1,1.02,1560,0.978079,
1560,1560,2,2.01,1560,1.97973,
1560,1560,3,3.01,1560,2.98095,
1560,1560,4,4.01,1560,3.98366,
1560,1560,5,5,1560,4.98401,
1560,1560,6,6,1560,5.98985,
1565,1565,-7,6,1565,5.98202,
1565,1565,-6,-5.88,1565,-6.01065,
1565,1565,-5,-4.94,1565,-5.05598,
1565,1565,-4,-3.93,1565,-4.02648,
1565,1565,-3,-2.96,1565,-3.03277,
1565,1565,-2,-1.98,1565,-2.04488,
1565,1565,-1,-0.97,1565,-1.03364,
1565,1565,0,0.01,1565,-0.0361842,
1565,1565,1,1.02,1565,0.969583,
1565,1565,2,2.01,1565,1.97098,
1565,1565,3,3.01,1565,2.97207,
1565,1565,4,4.01,1565,3.97465,
1565,1565,5,5,1565,4.97494,
1565,1565,6,6,1565,5.98078,
1570,1570,-7,6,1570,5.99268,
1570,1570,-6,-5.9,1570,-6.00785,
1570,1570,-5,-4.96,1570,-5.05213,
1570,1570,-4,-3.94,1570,-4.02145,
1570,1570,-3,-2.96,1570,-3.02691,
1570,1570,-2,-1.98,1570,-2.03844,
1570,1570,-1,-0.97,1570,-1.02678,
1570,1570,0,0.02,1570,-0.0289888,
1570,1570,1,1.02,1570,0.977118,
1570,1570,2,2.01,1570,1.97862,
1570,1570,3,3.01,1570,2.98003,
1570,1570,4,4.01,1570,3.98253,
1570,1570,5,5,1570,4.98292,
1570,1570,6,6,1570,5.98889,
1575,1575,-7,6,1575,5.95593,
1575,1575,-6,-5.88,1575,-6.0339,
1575,1575,-5,-4.96,1575,-5.0792,
1575,1575,-4,-3.94,1575,-4.04963,
1575,1575,-3,-2.96,1575,-3.05585,
1575,1575,-2,-1.98,1575,-2.06812,
1575,1575,-1,-0.97,1575,-1.05698,
1575,1575,0,0.02,1575,-0.0595535,
1575,1575,1,1.02,1575,0.946133,
1575,1575,2,2.01,1575,1.94747,
1575,1575,3,3.01,1575,2.94867,
1575,1575,4,4,1575,3.95127,
1575,1575,5,5,1575,4.95149,
1575,1575,6,6,1575,5.95723,
1580,1575,-7,6,1580,5.95731,
1580,1575,-6,-5.9,1580,-6.03582,
1580,1575,-5,-4.96,1580,-5.08111,
1580,1575,-4,-3.94,1580,-4.05162,
1580,1575,-3,-2.96,1580,-3.05792,
1580,1575,-2,-1.98,1580,-2.07014,
1580,1575,-1,-0.97,1580,-1.05894,
1580,1575,0,0.01,1580,-0.0614916,
1580,1575,1,1.02,1580,0.944163,
1580,1575,2,2.01,1580,1.94543,
1580,1575,3,3.01,1580,2.94666,
1580,1575,4,4.01,1580,3.94921,
1580,1575,5,5,1580,4.94952,
1580,1575,6,6,1580,5.95519,
