Desired T100 Wavelength,Actual T100 Wavelength,Desired T100 Output Power,Actual T100 Output Power,Power Meter Wavelength Setting,Power Meter Reading
1378,1378,6,6,1378,-84.8584,
1378,1378,8,8,1378,-85.3144,
1379,1379,0,0.01,1379,-84.826,
1379,1379,2,2.01,1379,-84.76,
1379,1379,4,4,1379,-85.4461,
1379,1379,6,6,1379,-85.1113,
1379,1379,8,8,1379,-84.7918,
1380,1380,0,0.01,1380,-85.9527,
1380,1380,2,2,1380,-85.1907,
1380,1380,4,4,1380,-85.3676,
1380,1380,6,6,1380,-85.087,
1380,1380,8,8,1380,-84.6639,
1381,1381,0,0,1381,-85.7648,
1381,1381,2,2,1381,-85.5178,
1381,1381,4,4.01,1381,-85.2728,
1381,1381,6,6,1381,-85.183,
1381,1381,8,8,1381,-85.2245,
1382,1382,0,0.01,1382,-85.32,
1382,1382,2,2,1382,-85.5745,
1382,1382,4,4.01,1382,-84.5613,
1382,1382,6,6,1382,-85.1534,
1382,1382,8,8,1382,-84.7999,
1383,1383,0,0,1383,-84.9686,
1383,1383,2,2,1383,-85.182,
1383,1383,4,4,1383,-85.4345,
1383,1383,6,6,1383,-84.6974,
1383,1383,8,8,1383,-84.9136,
1384,1384,0,0.01,1384,-85.1398,
1384,1384,2,2,1384,-85.5429,
1384,1384,4,4,1384,-85.0484,
1384,1384,6,6,1384,-84.9066,
1384,1384,8,8,1384,-85.2347,
1385,1385,0,0,1385,-85.6556,
1385,1385,2,2.01,1385,-85.4276,
1385,1385,4,4,1385,-84.8379,
1385,1385,6,6,1385,-85.2252,
1385,1385,8,8,1385,-85.165,
1386,1386,0,0,1386,-84.873,
1386,1386,2,2,1386,-84.9714,
1386,1386,4,4,1386,-85.1555,
1386,1386,6,6,1386,-85.1509,
1386,1386,8,8,1386,-84.7603,
1387,1387,0,0,1387,-84.9986,
1387,1387,2,2.01,1387,-84.539,
1387,1387,4,4.01,1387,-84.9415,
1387,1387,6,6,1387,-84.375,
1387,1387,8,8,1387,-84.9252,
1388,1388,0,0,1388,-84.6883,
1388,1388,2,2,1388,-85.2247,
1388,1388,4,4,1388,-85.0319,
1388,1388,6,6,1388,-84.8343,
1388,1388,8,8,1388,-84.6648,
1389,1389,0,0,1389,-84.8126,
1389,1389,2,2.01,1389,-85.1769,
1389,1389,4,4,1389,-84.5154,
1389,1389,6,6,1389,-84.5276,
1389,1389,8,8,1389,-84.7296,
1390,1390,0,0,1390,-85.4962,
1390,1390,2,2,1390,-85.4451,
1390,1390,4,4,1390,-84.8518,
1390,1390,6,6,1390,-85.3136,
1390,1390,8,8,1390,-85.0483,
1391,1391,0,0.01,1391,-85.2434,
1391,1391,2,2,1391,-85.6103,
1391,1391,4,4.01,1391,-85.0917,
1391,1391,6,6,1391,-84.9615,
1391,1391,8,8,1391,-85.2386,
1392,1392,0,0.01,1392,-85.1754,
1392,1392,2,2.01,1392,-85.1246,
1392,1392,4,4,1392,-85.1587,
1392,1392,6,6,1392,-84.9265,
1392,1392,8,8,1392,-85.1494,
1393,1393,0,0.01,1393,-85.337,
1393,1393,2,2.01,1393,-84.7546,
1393,1393,4,4,1393,-84.979,
1393,1393,6,6,1393,-85.7489,
1393,1393,8,8,1393,-84.6857,
1394,1394,0,0,1394,-85.3096,
1394,1394,2,2,1394,-85.2458,
1394,1394,4,4,1394,-85.5927,
1394,1394,6,6,1394,-85.5773,
1394,1394,8,8,1394,-85.3829,
1395,1395,0,0.01,1395,-85.2857,
1395,1395,2,2,1395,-85.0846,
1395,1395,4,4.01,1395,-85.527,
1395,1395,6,6,1395,-85.0662,
1395,1395,8,8,1395,-85.3429,
1396,1396,0,0,1396,-85.0998,
1396,1396,2,2,1396,-85.2269,
1396,1396,4,4,1396,-85.6637,
1396,1396,6,6,1396,-85.4043,
1396,1396,8,8,1396,-85.2969,
1397,1397,0,0.01,1397,-85.208,
1397,1397,2,2,1397,-85.6219,
1397,1397,4,4,1397,-85.2863,
1397,1397,6,6,1397,-84.7162,
1397,1397,8,8,1397,-85.2322,
1398,1398,0,0.01,1398,-86.1737,
1398,1398,2,2.01,1398,-84.9331,
1398,1398,4,4,1398,-84.8183,
1398,1398,6,6,1398,-84.8572,
1398,1398,8,8,1398,-85.646,
1399,1399,0,0,1399,-85.3837,
1399,1399,2,2.01,1399,-85.7599,
1399,1399,4,4,1399,-85.3295,
1399,1399,6,6,1399,-84.735,
1399,1399,8,8,1399,-85.582,
1400,1400,0,0,1400,-85.8011,
1400,1400,2,2,1400,-85.5002,
1400,1400,4,4,1400,-85.022,
1400,1400,6,6,1400,-85.4935,
1400,1400,8,8,1400,-85.6627,
1401,1401,0,0,1401,-85.1752,
1401,1401,2,2.01,1401,-85.6436,
1401,1401,4,4,1401,-85.9152,
1401,1401,6,6,1401,-85.5595,
1401,1401,8,8,1401,-85.0038,
1402,1402,0,0,1402,-84.9651,
1402,1402,2,2.01,1402,-85.3528,
1402,1402,4,4,1402,-85.4959,
1402,1402,6,6,1402,-85.2474,
1402,1402,8,8,1402,-85.1817,
1403,1403,0,0,1403,-85.7645,
1403,1403,2,2.01,1403,-85.3356,
1403,1403,4,4,1403,-85.4433,
1403,1403,6,6,1403,-84.9947,
1403,1403,8,8,1403,-85.6032,
1404,1404,0,0,1404,-85.1052,
1404,1404,2,2,1404,-84.8209,
1404,1404,4,4,1404,-85.28,
1404,1404,6,6,1404,-85.058,
1404,1404,8,8,1404,-85.1855,
1405,1405,0,0,1405,-85.2593,
1405,1405,2,2.01,1405,-84.8167,
1405,1405,4,4,1405,-85.9083,
1405,1405,6,6,1405,-85.7352,
1405,1405,8,8,1405,-85.0851,
1406,1406,0,0,1406,-84.8947,
1406,1406,2,2.01,1406,-84.968,
1406,1406,4,4,1406,-85.2933,
1406,1406,6,6,1406,-85.0956,
1406,1406,8,8,1406,-84.8961,
1407,1407,0,0,1407,-85.3013,
1407,1407,2,2,1407,-85.4359,
1407,1407,4,4,1407,-84.9826,
1407,1407,6,6,1407,-85.3333,
1407,1407,8,8,1407,-85.0304,
1408,1408,0,0,1408,-85.0169,
1408,1408,2,2.01,1408,-85.2049,
1408,1408,4,4,1408,-85.4757,
1408,1408,6,6,1408,-85.4228,
1408,1408,8,8.01,1408,-84.8395,
1409,1409,0,0,1409,-84.6278,
1409,1409,2,2.01,1409,-85.03,
1409,1409,4,4,1409,-85.4174,
1409,1409,6,6,1409,-85.057,
1409,1409,8,8,1409,-85.2327,
1410,1410,0,0,1410,-85.2674,
1410,1410,2,2,1410,-85.1359,
1410,1410,4,4.01,1410,-85.0206,
1410,1410,6,6,1410,-84.853,
1410,1410,8,8,1410,-85.2339,
1411,1411,0,0,1411,-84.9492,
1411,1411,2,2.01,1411,-85.1611,
1411,1411,4,4,1411,-85.8969,
1411,1411,6,6,1411,-85.0921,
1411,1411,8,8,1411,-84.9501,
1412,1412,0,0,1412,-84.9032,
1412,1412,2,2.01,1412,-84.8134,
1412,1412,4,4,1412,-85.0401,
1412,1412,6,6,1412,-85.5965,
1412,1412,8,8,1412,-85.3998,
1413,1413,0,0,1413,-84.8234,
1413,1413,2,2,1413,-85.1193,
1413,1413,4,4,1413,-84.7219,
1413,1413,6,6,1413,-85.3133,
1413,1413,8,8,1413,-85.4482,
1414,1414,0,0,1414,-85.2467,
1414,1414,2,2,1414,-85.4558,
1414,1414,4,4.01,1414,-85.0833,
1414,1414,6,6,1414,-85.6886,
1414,1414,8,8,1414,-85.1183,
1415,1415,0,0.01,1415,-85.0924,
1415,1415,2,2,1415,-85.3072,
1415,1415,4,4,1415,-85.0229,
1415,1415,6,6,1415,-85.109,
1415,1415,8,8,1415,-85.0184,
1416,1416,0,0,1416,-85.677,
1416,1416,2,2,1416,-85.181,
1416,1416,4,4,1416,-85.3758,
1416,1416,6,6,1416,-85.9207,
1416,1416,8,8,1416,-85.5392,
1417,1417,0,0,1417,-85.6864,
1417,1417,2,2,1417,-85.5926,
1417,1417,4,4,1417,-85.3978,
1417,1417,6,6,1417,-84.9218,
1417,1417,8,8,1417,-85.0192,
1418,1418,0,0,1418,-85.1372,
1418,1418,2,2.01,1418,-85.2735,
1418,1418,4,4,1418,-85.2185,
1418,1418,6,6,1418,-85.3728,
1418,1418,8,8,1418,-84.9212,
1419,1419,0,0,1419,-84.8004,
1419,1419,2,2.01,1419,-84.5615,
1419,1419,4,4.01,1419,-85.4269,
1419,1419,6,6,1419,-84.8589,
1419,1419,8,8,1419,-84.9535,
1420,1420,0,0,1420,-84.9875,
1420,1420,2,2.01,1420,-85.6393,
1420,1420,4,4,1420,-85.6912,
1420,1420,6,6,1420,-85.1709,
1420,1420,8,8,1420,-85.5202,
1421,1421,0,0.01,1421,-85.2505,
1421,1421,2,2.01,1421,-85.0679,
1421,1421,4,4.01,1421,-84.8088,
1421,1421,6,6,1421,-85.0184,
1421,1421,8,8,1421,-84.9621,
1422,1422,0,0,1422,-85.5899,
1422,1422,2,2.01,1422,-85.1556,
1422,1422,4,4.01,1422,-85.1203,
1422,1422,6,6,1422,-84.9617,
1422,1422,8,8,1422,-84.978,
1423,1423,0,0.01,1423,-85.0254,
1423,1423,2,2,1423,-85.0357,
1423,1423,4,4.01,1423,-85.8432,
1423,1423,6,6,1423,-85.0626,
1423,1423,8,8,1423,-85.2549,
1424,1424,0,0.01,1424,-85.0716,
1424,1424,2,2,1424,-85.1156,
1424,1424,4,4,1424,-85.3453,
1424,1424,6,6,1424,-84.9365,
1424,1424,8,8,1424,-84.5683,
1425,1425,0,0,1425,-84.7408,
1425,1425,2,2,1425,-85.6205,
1425,1425,4,4,1425,-85.5763,
1425,1425,6,6,1425,-85.2094,
1425,1425,8,8,1425,-85.2595,
1426,1426,0,0,1426,-84.8943,
1426,1426,2,2,1426,-85.028,
1426,1426,4,4,1426,-84.3647,
1426,1426,6,6,1426,-85.6019,
1426,1426,8,8,1426,-85.323,
1427,1427,0,0,1427,-84.6521,
1427,1427,2,2,1427,-85.3219,
1427,1427,4,4,1427,-85.0439,
1427,1427,6,6,1427,-84.7504,
1427,1427,8,8,1427,-85.1392,
1428,1428,0,0,1428,-85.1915,
1428,1428,2,2,1428,-84.9357,
1428,1428,4,4,1428,-85.3477,
1428,1428,6,6,1428,-85.1521,
1428,1428,8,8,1428,-85.2433,
1429,1429,0,0,1429,-85.4236,
1429,1429,2,2,1429,-85.462,
1429,1429,4,4,1429,-85.6847,
1429,1429,6,6,1429,-85.9545,
1429,1429,8,8,1429,-85.5434,
1430,1430,0,0,1430,-85.3983,
1430,1430,2,2,1430,-85.2617,
1430,1430,4,4,1430,-85.4843,
1430,1430,6,6,1430,-85.0892,
1430,1430,8,8,1430,-85.3076,
1431,1431,0,0,1431,-85.3172,
1431,1431,2,2,1431,-84.866,
1431,1431,4,4,1431,-85.7446,
1431,1431,6,6,1431,-85.386,
1431,1431,8,8,1431,-84.9851,
1432,1432,0,0,1432,-85.0176,
1432,1432,2,2,1432,-85.2322,
1432,1432,4,4,1432,-85.0002,
1432,1432,6,6,1432,-85.3298,
1432,1432,8,8,1432,-85.1033,
1433,1433,0,0,1433,-85.2635,
1433,1433,2,2.01,1433,-85.4078,
1433,1433,4,4,1433,-85.5947,
1433,1433,6,6,1433,-85.1546,
1433,1433,8,8,1433,-85.103,
1434,1434,0,0,1434,-85.1546,
1434,1434,2,2,1434,-85.1788,
1434,1434,4,4,1434,-85.4476,
1434,1434,6,6,1434,-84.917,
1434,1434,8,8,1434,-85.2985,
1435,1435,0,0,1435,-85.1634,
1435,1435,2,2,1435,-85.3103,
1435,1435,4,4,1435,-85.3182,
1435,1435,6,6,1435,-85.2258,
1435,1435,8,8,1435,-85.6149,
1436,1436,0,0,1436,-85.5292,
1436,1436,2,2.01,1436,-85.4558,
1436,1436,4,4,1436,-85.5955,
1436,1436,6,6,1436,-84.9572,
1436,1436,8,8,1436,-85.3476,
1437,1437,0,0,1437,-85.7467,
1437,1437,2,2,1437,-85.621,
1437,1437,4,4,1437,-86.1014,
1437,1437,6,6,1437,-85.557,
1437,1437,8,8,1437,-85.7379,
1438,1438,0,0,1438,-85.7032,
1438,1438,2,2.01,1438,-85.2931,
1438,1438,4,4,1438,-85.7569,
1438,1438,6,6,1438,-85.1953,
1438,1438,8,8,1438,-85.003,
1439,1439,0,0,1439,-85.4875,
1439,1439,2,2,1439,-85.5038,
1439,1439,4,4,1439,-85.8254,
1439,1439,6,6,1439,-85.8396,
1439,1439,8,8,1439,-85.3073,
1440,1440,0,0,1440,-85.5253,
1440,1440,2,2,1440,-85.2836,
1440,1440,4,4,1440,-85.3199,
1440,1440,6,6,1440,-85.7061,
1440,1440,8,8,1440,-85.0742,
1441,1441,0,0,1441,-85.0163,
1441,1441,2,2,1441,-85.073,
1441,1441,4,4,1441,-85.3124,
1441,1441,6,6,1441,-85.6809,
1441,1441,8,8,1441,-85.1226,
1442,1442,0,0,1442,-85.5357,
1442,1442,2,2.01,1442,-85.4101,
1442,1442,4,4,1442,-84.9281,
1442,1442,6,6,1442,-85.2548,
1442,1442,8,8,1442,-85.1503,
1443,1443,0,0,1443,-85.6133,
1443,1443,2,2.01,1443,-85.9866,
1443,1443,4,4,1443,-85.2916,
1443,1443,6,6,1443,-84.9556,
1443,1443,8,8,1443,-85.6084,
1444,1444,0,0,1444,-85.1574,
1444,1444,2,2,1444,-84.9717,
1444,1444,4,4,1444,-85.0641,
1444,1444,6,6,1444,-85.4581,
1444,1444,8,8,1444,-84.8246,
1445,1445,0,0,1445,-85.5055,
1445,1445,2,2.01,1445,-85.3652,
1445,1445,4,4,1445,-85.3383,
1445,1445,6,6,1445,-85.4552,
1445,1445,8,8,1445,-85.4714,
1446,1446,0,0,1446,-84.9099,
1446,1446,2,2,1446,-85.3023,
1446,1446,4,4,1446,-85.0028,
1446,1446,6,6,1446,-85.3512,
1446,1446,8,8,1446,-85.1153,
1447,1447,0,0,1447,-85.4684,
1447,1447,2,2,1447,-85.2035,
1447,1447,4,4,1447,-85.6108,
1447,1447,6,6,1447,-86.0528,
1447,1447,8,8,1447,-85.1156,
1448,1448,0,0,1448,-85.2636,
1448,1448,2,2,1448,-85.6244,
1448,1448,4,4.01,1448,-85.1279,
1448,1448,6,6,1448,-84.8499,
1448,1448,8,8,1448,-85.4949,
1449,1449,0,0,1449,-85.0225,
1449,1449,2,2.01,1449,-84.9008,
1449,1449,4,4,1449,-85.2521,
1449,1449,6,6,1449,-85.3552,
1449,1449,8,8,1449,-85.9238,
1450,1450,0,0,1450,-85.0618,
1450,1450,2,2,1450,-85.4742,
1450,1450,4,4.01,1450,-85.2728,
1450,1450,6,6,1450,-85.0984,
1450,1450,8,8,1450,-85.2267,
1451,1451,0,0,1451,-85.964,
1451,1451,2,2,1451,-85.7288,
1451,1451,4,4.01,1451,-85.674,
1451,1451,6,6,1451,-86.1268,
1451,1451,8,8,1451,-85.944,
1452,1452,0,0,1452,-85.7048,
1452,1452,2,2,1452,-84.7405,
1452,1452,4,4,1452,-85.4174,
1452,1452,6,6,1452,-85.1395,
1452,1452,8,8,1452,-85.4446,
1453,1453,0,0,1453,-85.6715,
1453,1453,2,2.01,1453,-85.3852,
1453,1453,4,4.01,1453,-85.8687,
1453,1453,6,6,1453,-85.3931,
1453,1453,8,8,1453,-85.4557,
1454,1454,0,0,1454,-85.2276,
1454,1454,2,2.01,1454,-85.3612,
1454,1454,4,4,1454,-85.1113,
1454,1454,6,6,1454,-85.6045,
1454,1454,8,8,1454,-85.1113,
1455,1455,0,0,1455,-85.3499,
1455,1455,2,2,1455,-85.6142,
1455,1455,4,4,1455,-85.418,
1455,1455,6,6,1455,-86.1716,
1455,1455,8,8,1455,-85.816,
1456,1456,0,0,1456,-84.7092,
1456,1456,2,2.01,1456,-85.298,
1456,1456,4,4,1456,-85.6725,
1456,1456,6,6,1456,-85.6003,
1456,1456,8,8,1456,-85.3058,
1457,1457,0,0,1457,-85.4498,
1457,1457,2,2,1457,-85.5972,
1457,1457,4,4.01,1457,-86.0977,
1457,1457,6,6,1457,-85.842,
1457,1457,8,8,1457,-85.5147,
1458,1458,0,0,1458,-85.4148,
1458,1458,2,2,1458,-86.183,
1458,1458,4,4,1458,-85.342,
1458,1458,6,6,1458,-85.8107,
1458,1458,8,8,1458,-85.4857,
1459,1459,0,0,1459,-85.3138,
1459,1459,2,2,1459,-85.7354,
1459,1459,4,4,1459,-85.6622,
1459,1459,6,6,1459,-85.1712,
1459,1459,8,8,1459,-85.5227,
1460,1460,0,0,1460,-85.6453,
1460,1460,2,2.01,1460,-85.9923,
1460,1460,4,4,1460,-85.6112,
1460,1460,6,6,1460,-85.3558,
1460,1460,8,8,1460,-85.555,
1461,1461,0,0,1461,-85.643,
1461,1461,2,2.01,1461,-85.1648,
1461,1461,4,4,1461,-85.6058,
1461,1461,6,6,1461,-85.4714,
1461,1461,8,8,1461,-85.0185,
1462,1462,0,0.01,1462,-85.5382,
1462,1462,2,2.01,1462,-85.9985,
1462,1462,4,4,1462,-85.0779,
1462,1462,6,6,1462,-85.4677,
1462,1462,8,8,1462,-85.1538,
1463,1463,0,0.01,1463,-85.7354,
1463,1463,2,2.01,1463,-85.3494,
1463,1463,4,4,1463,-85.5548,
1463,1463,6,6,1463,-85.6698,
1463,1463,8,8,1463,-85.5829,
1464,1464,0,0,1464,-85.9235,
1464,1464,2,2,1464,-85.8516,
1464,1464,4,4,1464,-85.4468,
1464,1464,6,6,1464,-85.0312,
1464,1464,8,8,1464,-85.6352,
1465,1465,0,0,1465,-85.5837,
1465,1465,2,2,1465,-85.285,
1465,1465,4,4,1465,-85.5703,
1465,1465,6,6,1465,-85.5637,
1465,1465,8,8,1465,-85.2603,
1466,1466,0,0,1466,-85.5885,
1466,1466,2,2,1466,-85.1129,
1466,1466,4,4,1466,-85.9609,
1466,1466,6,6,1466,-85.4903,
1466,1466,8,8,1466,-85.2774,
1467,1467,0,0,1467,-85.3176,
1467,1467,2,2.01,1467,-85.2644,
1467,1467,4,4,1467,-85.5009,
1467,1467,6,6,1467,-85.5811,
1467,1467,8,8,1467,-85.4686,
1468,1468,0,0,1468,-85.9083,
1468,1468,2,2,1468,-85.3899,
1468,1468,4,4,1468,-85.4632,
1468,1468,6,6,1468,-85.8248,
1468,1468,8,8,1468,-86.1098,
1469,1469,0,0,1469,-85.4905,
1469,1469,2,2,1469,-85.9118,
1469,1469,4,4,1469,-85.7117,
1469,1469,6,6,1469,-85.2509,
1469,1469,8,8,1469,-85.656,
1470,1470,0,0,1470,-86.02,
1470,1470,2,2,1470,-85.2274,
1470,1470,4,4,1470,-85.9518,
1470,1470,6,6,1470,-85.9036,
1470,1470,8,8,1470,-85.5246,
1471,1470,0,0,1471,-85.3398,
1471,1470,2,2,1471,-85.4682,
1471,1470,4,4,1471,-85.7398,
1471,1470,6,6,1471,-85.5445,
1471,1470,8,8,1471,-85.8912,
1472,1470,0,0,1472,-86.1406,
1472,1470,2,2,1472,-86.0075,
1472,1470,4,4,1472,-85.4049,
1472,1470,6,6,1472,-85.3499,
1472,1470,8,8,1472,-86.0003,
1473,1470,0,0,1473,-85.7382,
1473,1470,2,2.01,1473,-85.4569,
1473,1470,4,4,1473,-85.398,
1473,1470,6,6,1473,-85.3152,
1473,1470,8,8,1473,-85.1975,
1474,1470,0,0,1474,-85.6078,
1474,1470,2,2.01,1474,-85.9849,
1474,1470,4,4,1474,-86.0085,
1474,1470,6,6,1474,-85.9741,
1474,1470,8,8,1474,-85.6965,
1475,1470,0,0,1475,-85.8514,
1475,1470,2,2.01,1475,-85.9393,
1475,1470,4,4.01,1475,-85.4754,
1475,1470,6,6,1475,-85.1715,
1475,1470,8,8,1475,-85.2471,
1476,1470,0,0,1476,-85.3007,
1476,1470,2,2,1476,-85.5824,
1476,1470,4,4.01,1476,-85.1551,
1476,1470,6,6,1476,-85.7741,
1476,1470,8,8,1476,-85.5366,
1477,1470,0,0,1477,-85.2167,
1477,1470,2,2,1477,-85.7446,
1477,1470,4,4,1477,-85.3642,
1477,1470,6,6,1477,-84.8006,
1477,1470,8,8,1477,-85.1462,
1478,1470,0,0.01,1478,-85.5234,
1478,1470,2,2,1478,-85.6365,
1478,1470,4,4,1478,-85.7341,
1478,1470,6,6,1478,-85.6548,
1478,1470,8,8,1478,-84.9065,
1479,1470,0,0,1479,-85.9217,
1479,1470,2,2,1479,-85.5558,
1479,1470,4,4,1479,-86.4479,
1479,1470,6,6,1479,-85.5476,
1479,1470,8,8,1479,-85.6918,
