Desired T100 Wavelength,Actual T100 Wavelength,Desired T100 Output Power,Actual T100 Output Power,Power Meter Wavelength Setting,Power Meter Reading
1645,1645,3,3,1645,2.92903,
1645,1645,4,4,1645,3.92801,
1645,1645,5,5,1645,4.9232,
1645,1645,6,6,1645,5.92334,
1650,1650,-7,6,1650,5.89721,
1650,1650,-6,-5.97,1650,-6.0625,
1650,1650,-5,-5.02,1650,-5.10068,
1650,1650,-4,-4,1650,-4.0658,
1650,1650,-3,-3,1650,-3.07034,
1650,1650,-2,-2.01,1650,-2.0789,
1650,1650,-1,-1,1650,-1.06753,
1650,1650,0,0,1650,-0.0693491,
1650,1650,1,1,1650,0.936073,
1650,1650,2,2,1650,1.93692,
1650,1650,3,3,1650,2.96075,
1650,1650,4,4,1650,3.96121,
1650,1650,5,5,1650,4.95781,
1650,1650,6,6,1650,5.9596,
1655,1655,-7,6,1650,5.91106,
1655,1655,-6,-5.97,1650,-6.10998,
1655,1655,-5,-5.03,1650,-5.14729,
1655,1655,-4,-4,1650,-4.11195,
1655,1655,-3,-3,1650,-3.11526,
1655,1655,-2,-2.01,1650,-2.12346,
1655,1655,-1,-1,1650,-1.11175,
1655,1655,0,0,1650,-0.113139,
1655,1655,1,1,1650,0.892277,
1655,1655,2,2,1650,1.89313,
1655,1655,3,3,1650,2.90239,
1655,1655,4,4,1650,3.90542,
1655,1655,5,5,1650,4.90491,
1655,1655,6,6,1650,5.91025,
1660,1660,-7,6,1650,5.8275,
1660,1660,-6,-5.99,1650,-6.15729,
1660,1660,-5,-5.02,1650,-5.19636,
1660,1660,-4,-3.99,1650,-4.16185,
1660,1660,-3,-3,1650,-3.16631,
1660,1660,-2,-2.01,1650,-2.17497,
1660,1660,-1,-1,1650,-1.16361,
1660,1660,0,0,1650,-0.16546,
1660,1660,1,1,1650,0.839761,
1660,1660,2,2,1650,1.84037,
1660,1660,3,3,1650,2.8083,
1660,1660,4,4,1650,3.81453,
1660,1660,5,5,1650,4.81819,
1660,1660,6,6,1650,5.82881,
1665,1665,-7,6,1650,5.5347,
1665,1665,-6,-5.97,1650,-6.42459,
1665,1665,-5,-5.02,1650,-5.46345,
1665,1665,-4,-4,1650,-4.42793,
1665,1665,-3,-3,1650,-3.43117,
1665,1665,-2,-2.01,1650,-2.43801,
1665,1665,-1,-1,1650,-1.42497,
1665,1665,0,0,1650,-0.42491,
1665,1665,1,1,1650,0.582529,
1665,1665,2,2,1650,1.5855,
1665,1665,3,3,1650,2.50115,
1665,1665,4,4,1650,3.51017,
1665,1665,5,5,1650,4.51749,
1665,1665,6,6,1650,5.53291,
1670,1670,-7,6,1650,5.06224,
1670,1670,-6,-5.97,1650,-6.9021,
1670,1670,-5,-5.03,1650,-5.94552,
1670,1670,-4,-3.99,1650,-4.91202,
1670,1670,-3,-3,1650,-3.91603,
1670,1670,-2,-2.01,1650,-2.92329,
1670,1670,-1,-1,1650,-1.91004,
1670,1670,0,0,1650,-0.909114,
1670,1670,1,1,1650,0.0995714,
1670,1670,2,2,1650,1.1047,
1670,1670,3,3,1650,2.10994,
1670,1670,4,4,1650,3.03009,
1670,1670,5,5,1650,4.04061,
1670,1670,6,6,1650,5.05902,
1675,1675,-7,6,1650,4.38776,
1675,1675,-6,-5.97,1650,-7.66258,
1675,1675,-5,-5.03,1650,-6.71103,
1675,1675,-4,-3.99,1650,-5.68023,
1675,1675,-3,-3,1650,-4.68604,
1675,1675,-2,-2.01,1650,-3.69512,
1675,1675,-1,-1,1650,-2.68353,
1675,1675,0,0,1650,-1.68453,
1675,1675,1,1,1650,-0.677782,
1675,1675,2,2,1650,0.325253,
1675,1675,3,3,1650,1.32844,
1675,1675,4,4,1650,2.33246,
1675,1675,5,5,1650,3.36332,
1675,1675,6,6,1650,4.38177,
1680,1680,-7,6,1650,3.51431,
1680,1680,-6,-5.97,1650,-8.66616,
1680,1680,-5,-5.02,1650,-7.7152,
1680,1680,-4,-3.99,1650,-6.68424,
1680,1680,-3,-3,1650,-5.69087,
1680,1680,-2,-2.01,1650,-4.7002,
1680,1680,-1,-1,1650,-3.68919,
1680,1680,0,0,1650,-2.69096,
1680,1680,1,1,1650,-1.68524,
1680,1680,2,2,1650,-0.683736,
1680,1680,3,3,1650,0.317582,
1680,1680,4,4,1650,1.31931,
1680,1680,5,5,1650,2.31897,
1680,1680,6,6,1650,3.50467,
1685,1680,-7,6,1650,3.51242,
1685,1680,-6,-5.97,1650,-8.66617,
1685,1680,-5,-5.02,1650,-7.71582,
1685,1680,-4,-3.99,1650,-6.68476,
1685,1680,-3,-3,1650,-5.69074,
1685,1680,-2,-2.01,1650,-4.70017,
1685,1680,-1,-1,1650,-3.68916,
1685,1680,0,0,1650,-2.69079,
1685,1680,1,1,1650,-1.68505,
1685,1680,2,2,1650,-0.683476,
1685,1680,3,3,1650,0.317876,
1685,1680,4,4,1650,1.3197,
1685,1680,5,5,1650,2.31915,
1685,1680,6,6,1650,3.50399,
