T100 WAVELENGTH,T100 POWER,BRISTOL WAVELENGTH,BRISTOL POWER,POWER METER POWER
1310,-0.01,1310.0754,-0.950,+6.46601800E-010
1310,-0.01,1310.0754,-0.970,+6.46514300E-010
1310,-0.01,1310.0753,-0.990,+6.46555300E-010
1310,-0.01,1310.0752,-0.960,+6.46350600E-010
1310,-0.01,1310.0752,-0.990,+6.46245200E-010
1310,-0.01,1310.0751,-0.940,+6.46268200E-010
1310,-0.01,1310.0750,-0.960,+6.46338800E-010
1310,-0.01,1310.0750,-0.930,+6.46055000E-010
1310,-0.01,1310.0749,-0.980,+6.45948500E-010
1310,-0.01,1310.0748,-0.980,+6.45750300E-010
1310,-0.01,1310.0747,-0.930,+6.45623700E-010
1310,-0.01,1310.0747,-0.930,+6.45510900E-010
1310,-0.01,1310.0746,-0.900,+6.45823600E-010
1310,-0.01,1310.0745,-1.000,+6.45340000E-010
1310,-0.01,1310.0745,-0.950,+6.45429700E-010
1310,-0.01,1310.0744,-0.970,+6.45531100E-010
1310,-0.01,1310.0743,-0.920,+6.45407000E-010
1310,-0.01,1310.0743,-0.970,+6.45274400E-010
1310,-0.01,1310.0742,-0.940,+6.45481000E-010
1310,-0.01,1310.0741,-0.890,+6.45413700E-010
1310,-0.01,1310.0741,-0.920,+6.45357000E-010
1310,-0.01,1310.0740,-0.890,+6.45493200E-010
1310,-0.01,1310.0739,-0.960,+6.45487000E-010
1310,-0.01,1310.0739,-0.940,+6.45372400E-010
1310,-0.01,1310.0738,-0.990,+6.45388400E-010
1310,-0.01,1310.0737,-0.930,+6.44837900E-010
1310,-0.01,1310.0737,-0.860,+6.45266700E-010
1310,-0.01,1310.0736,-0.930,+6.45432200E-010
1310,-0.01,1310.0735,-0.980,+6.45656600E-010
1310,-0.01,1310.0735,-0.930,+6.45486300E-010
1310,-0.01,1310.0734,-0.930,+6.45431700E-010
1310,-0.01,1310.0733,-0.930,+6.45120200E-010
1310,-0.01,1310.0733,-0.950,+6.45150900E-010
1310,-0.01,1310.0732,-0.900,+6.45472200E-010
1310,-0.01,1310.0731,-0.900,+3.99819000E-011
1310,-0.01,1310.0731,-0.950,+3.95829600E-011
1310,-0.01,1310.0730,-0.950,+3.96473400E-011
1310,-0.01,1310.0729,-0.940,+4.00590900E-011
1310,-0.01,1310.0729,-0.900,+3.96634000E-011
1310,-0.01,1310.0728,-0.890,+3.99003200E-011
1310,-0.01,1310.0727,-0.940,+3.95342100E-011
1310,-0.01,1310.0727,-0.890,+3.99574000E-011
1310,-0.01,1310.0726,-0.920,+3.96743800E-011
1310,-0.01,1310.0726,-0.860,+3.95651000E-011
1310,-0.01,1310.0725,-0.990,+3.94841600E-011
1310,-0.01,1310.0724,-0.910,+3.98000600E-011
1310,-0.01,1310.0724,-0.910,+3.97275100E-011
1310,-0.01,1310.0723,-0.910,+3.97234500E-011
1310,-0.01,1310.0722,-0.910,+3.95173300E-011
1310,-0.01,1310.0722,-0.960,+3.94995900E-011
1310,-0.01,1310.0721,-0.910,+3.96943900E-011
1310,-0.01,1310.0720,-0.930,+3.95609200E-011
1310,-0.01,1310.0720,-0.880,+3.97829700E-011
1310,-0.01,1310.0719,-0.900,+3.98640900E-011
1310,-0.01,1310.0718,-0.900,+3.93799900E-011
1310,-0.01,1310.0718,-0.930,+3.93020200E-011
1310,-0.01,1310.0717,-0.900,+5.75033400E-010
1310,-0.01,1310.0717,-0.850,+5.75679800E-010
1310,-0.01,1310.0716,-0.870,+5.80286400E-010
1310,-0.01,1310.0715,-0.950,+5.83201700E-010
1310,-0.01,1310.0715,-0.920,+5.85724000E-010
1310,-0.01,1310.0714,-0.870,+5.88311100E-010
1310,-0.01,1310.0713,-0.870,+5.91065800E-010
1310,-0.01,1310.0713,-0.920,+5.93092600E-010
1310,-0.01,1310.0712,-0.920,+5.95636000E-010
1310,-0.01,1310.0711,-0.870,+5.97583000E-010
1310,-0.01,1310.0711,-0.920,+5.99964500E-010
1310,-0.01,1310.0710,-0.870,+6.01715300E-010
1310,-0.01,1310.0709,-0.860,+6.03288100E-010
1310,-0.01,1310.0709,-0.910,+6.05577900E-010
1310,-0.01,1310.0708,-0.910,+6.06806700E-010
1310,-0.01,1310.0708,-0.860,+6.08603100E-010
1310,-0.01,1310.0707,-0.890,+6.10130300E-010
1310,-0.01,1310.0706,-0.840,+6.11783300E-010
1310,-0.01,1310.0706,-0.870,+6.12956700E-010
1310,-0.01,1310.0705,-0.910,+6.14055600E-010
1310,-0.01,1310.0705,-0.860,+6.15471300E-010
1310,-0.01,1310.0704,-0.880,+6.16358100E-010
1310,-0.01,1310.0703,-0.940,+6.17763100E-010
1310,-0.01,1310.0703,-0.860,+6.19082100E-010
1310,-0.01,1310.0702,-0.890,+6.19919300E-010
1310,-0.01,1310.0701,-0.860,+6.20882600E-010
1310,-0.01,1310.0701,-0.860,+6.21867700E-010
1310,-0.01,1310.0700,-0.850,+6.22853800E-010
1310,-0.01,1310.0700,-0.880,+6.23590100E-010
1310,-0.01,1310.0699,-0.880,+6.24577200E-010
1310,-0.01,1310.0698,-0.860,+6.24910500E-010
1310,-0.01,1310.0698,-0.910,+6.26145000E-010
1310,-0.01,1310.0697,-0.910,+6.26838100E-010
1310,-0.01,1310.0697,-0.930,+6.27202900E-010
1310,-0.01,1310.0696,-0.860,+6.27701900E-010
1310,-0.01,1310.0695,-0.860,+6.28323600E-010
1310,-0.01,1310.0695,-0.880,+6.28805700E-010
1310,-0.01,1310.0694,-0.880,+6.28833700E-010
1310,-0.01,1310.0694,-0.850,+6.29423800E-010
1310,-0.01,1310.0693,-0.850,+6.30239500E-010
1310,-0.01,1310.0692,-0.930,+6.30500300E-010
1310,-0.01,1310.0692,-0.880,+6.30838500E-010
1310,-0.01,1310.0691,-0.880,+6.31222000E-010
1310,-0.01,1310.0691,-0.880,+6.31284500E-010
1310,-0.01,1310.0690,-0.880,+6.32032600E-010
1310,-0.01,1310.0690,-0.880,+6.32154800E-010
1310,-0.01,1310.0689,-0.880,+6.32896400E-010
1310,-0.01,1310.0688,-0.870,+6.33039400E-010
1310,-0.01,1310.0688,-0.880,+6.33328200E-010
1310,-0.01,1310.0687,-0.870,+6.33150500E-010
1310,-0.01,1310.0687,-0.870,+6.33393800E-010
1310,-0.01,1310.0686,-0.850,+6.33604100E-010
1310,-0.01,1310.0685,-0.850,+6.33907200E-010
1310,-0.01,1310.0685,-0.870,+6.34343600E-010
1310,-0.01,1310.0684,-0.850,+6.34308200E-010
1310,-0.01,1310.0684,-0.870,+6.34635500E-010
1310,-0.01,1310.0683,-0.850,+6.34544600E-010
1310,-0.01,1310.0683,-0.890,+3.96292400E-011
1310,-0.01,1310.0682,-0.820,+3.96041700E-011
1310,-0.01,1310.0681,-0.870,+3.93947200E-011
1310,-0.01,1310.0681,-0.850,+3.95435000E-011
1310,-0.01,1310.0680,-0.890,+3.96064200E-011
1310,-0.01,1310.0680,-0.900,+3.96263300E-011
1310,-0.01,1310.0679,-0.850,+3.94965600E-011
1310,-0.01,1310.0679,-0.890,+3.94662500E-011
1310,-0.01,1310.0678,-0.900,+3.92307200E-011
1310,-0.01,1310.0677,-0.840,+3.95060800E-011
1310,-0.01,1310.0677,-0.870,+3.98066300E-011
1310,-0.01,1310.0676,-0.870,+3.96558800E-011
1310,-0.01,1310.0676,-0.800,+3.99395800E-011
1310,-0.01,1310.0675,-0.940,+3.94100000E-011
1310,-0.01,1310.0675,-0.890,+3.97355200E-011
1310,-0.01,1310.0674,-0.890,+3.93944400E-011
1310,-0.01,1310.0674,-0.840,+3.96456100E-011
1310,-0.01,1310.0673,-0.890,+3.99334100E-011
1310,-0.01,1310.0673,-0.870,+3.94720400E-011
1310,-0.01,1310.0672,-0.870,+3.93821100E-011
1310,-0.01,1310.0671,-0.840,+3.95599500E-011
1310,-0.01,1310.0671,-0.870,+3.96648300E-011
1310,-0.01,1310.0670,-0.870,+3.96222600E-011
1310,-0.01,1310.0670,-0.890,+3.97825900E-011
1310,-0.01,1310.0669,-0.840,+3.97180800E-011
1310,-0.01,1310.0669,-0.840,+3.96545100E-011
1310,-0.01,1310.0668,-0.840,+3.97416800E-011
1310,-0.01,1310.0668,-0.870,+3.97063400E-011
1310,-0.01,1310.0667,-0.890,+3.92672100E-011
1310,-0.01,1310.0667,-0.890,+3.96860300E-011
1310,-0.01,1310.0666,-0.840,+3.95890300E-011
1310,-0.01,1310.0666,-0.840,+3.98696900E-011
1310,-0.01,1310.0665,-0.860,+3.97214600E-011
1310,-0.01,1310.0665,-0.890,+3.93952400E-011
1310,-0.01,1310.0664,-0.870,+3.97136400E-011
1310,-0.01,1310.0664,-0.870,+3.96574400E-011
1310,-0.01,1310.0663,-0.890,+3.99214400E-011
1310,-0.01,1310.0663,-0.870,+3.99290700E-011
1310,-0.01,1310.0662,-0.860,+3.95651600E-011
1310,-0.01,1310.0662,-0.890,+3.95706400E-011
1310,-0.01,1310.0661,-0.820,+3.93280400E-011
1310,-0.01,1310.0661,-0.870,+3.99306200E-011
1310,-0.01,1310.0660,-0.870,+3.98067900E-011
1310,-0.01,1310.0660,-0.870,+3.95437400E-011
1310,-0.01,1310.0659,-0.820,+3.94659500E-011
1310,-0.01,1310.0659,-0.870,+3.95806700E-011
1310,-0.01,1310.0658,-0.890,+3.94976400E-011
1310,-0.01,1310.0658,-0.920,+3.97651200E-011
1310,-0.01,1310.0657,-0.840,+3.95973800E-011
1310,-0.01,1310.0657,-0.870,+3.95907800E-011
1310,-0.01,1310.0656,-0.840,+3.96415900E-011
1310,-0.01,1310.0656,-0.890,+3.92240300E-011
1310,-0.01,1310.0655,-0.820,+3.93627800E-011
1310,-0.01,1310.0655,-0.840,+3.97900700E-011
1310,-0.01,1310.0654,-0.870,+3.95240900E-011
1310,-0.01,1310.0654,-0.870,+3.89341400E-011
1310,-0.01,1310.0654,-0.870,+3.97428900E-011
1310,-0.01,1310.0653,-0.870,+3.94289800E-011
1310,-0.01,1310.0652,-0.840,+3.96962100E-011
1310,-0.01,1310.0652,-0.820,+3.93321600E-011
1310,-0.01,1310.0652,-0.870,+3.91991100E-011
1310,-0.01,1310.0651,-0.890,+3.95256600E-011
1310,-0.01,1310.0651,-0.840,+3.93214900E-011
1310,-0.01,1310.0650,-0.820,+3.95727500E-011
1310,-0.01,1310.0650,-0.790,+3.95012300E-011
1310,-0.01,1310.0649,-0.840,+3.96720800E-011
1310,-0.01,1310.0649,-0.890,+3.93227400E-011
1310,-0.01,1310.0648,-0.890,+3.95311200E-011
1310,-0.01,1310.0648,-0.840,+3.90012700E-011
1310,-0.01,1310.0647,-0.820,+3.94967400E-011
1310,-0.01,1310.0647,-0.870,+3.92634300E-011
1310,-0.01,1310.0647,-0.870,+3.93371400E-011
1310,-0.01,1310.0646,-0.820,+3.96508000E-011
1310,-0.01,1310.0646,-0.840,+3.92568500E-011
1310,-0.01,1310.0645,-0.890,+3.92240700E-011
1310,-0.01,1310.0645,-0.870,+3.93561300E-011
1310,-0.01,1310.0644,-0.870,+3.94025800E-011
1310,-0.01,1310.0644,-0.870,+3.95116900E-011
1310,-0.01,1310.0644,-0.900,+3.94496200E-011
1310,-0.01,1310.0643,-0.840,+3.94157900E-011
1310,-0.01,1310.0643,-0.850,+3.92244000E-011
1310,-0.01,1310.0642,-0.890,+3.93656600E-011
1310,-0.01,1310.0642,-0.870,+3.90531900E-011
1310,-0.01,1310.0641,-0.870,+3.91224500E-011
1310,-0.01,1310.0641,-0.920,+3.95599400E-011
1310,-0.01,1310.0640,-0.900,+3.92891800E-011
1310,-0.01,1310.0640,-0.870,+3.93824600E-011
1310,-0.01,1310.0640,-0.870,+3.94621700E-011
1310,-0.01,1310.0639,-0.850,+3.94312700E-011
1310,-0.01,1310.0639,-0.920,+3.94359000E-011
1310,-0.01,1310.0638,-0.890,+3.95885500E-011
1310,-0.01,1310.0638,-0.820,+3.95743900E-011
1310,-0.01,1310.0637,-0.850,+3.93735900E-011
1310,-0.01,1310.0637,-0.870,+3.93855100E-011
1310,-0.01,1310.0637,-0.870,+3.90971200E-011
1310,-0.01,1310.0636,-0.870,+3.96554300E-011
1310,-0.01,1310.0636,-0.870,+3.92012000E-011
1310,-0.01,1310.0635,-0.900,+3.93194300E-011
1310,-0.01,1310.0635,-0.850,+3.90550800E-011
1310,-0.01,1310.0635,-0.870,+3.90429800E-011
1310,-0.01,1310.0634,-0.880,+3.97962600E-011
1310,-0.01,1310.0634,-0.870,+3.91893400E-011
1310,-0.01,1310.0633,-0.900,+3.93112300E-011
1310,-0.01,1310.0633,-0.850,+3.98449100E-011
1310,-0.01,1310.0633,-0.880,+3.90097600E-011
1310,-0.01,1310.0632,-0.880,+3.94193700E-011
1310,-0.01,1310.0632,-0.850,+3.95913400E-011
1310,-0.01,1310.0631,-0.880,+3.93097100E-011
1310,-0.01,1310.0631,-0.850,+3.91637100E-011
1310,-0.01,1310.0631,-0.880,+3.95628800E-011
1310,-0.01,1310.0630,-0.900,+3.95732400E-011
1310,-0.01,1310.0630,-0.850,+3.94897600E-011
1310,-0.01,1310.0629,-0.880,+3.94542400E-011
1310,-0.01,1310.0629,-0.880,+3.95104000E-011
1310,-0.01,1310.0629,-0.900,+3.92038700E-011
1310,-0.01,1310.0628,-0.880,+3.91485500E-011
1310,-0.01,1310.0628,-0.830,+3.93142200E-011
1310,-0.01,1310.0627,-0.930,+3.94537300E-011
1310,-0.01,1310.0627,-0.910,+3.94609900E-011
1310,-0.01,1310.0627,-0.850,+3.95806800E-011
1310,-0.01,1310.0626,-0.860,+3.93617500E-011
1310,-0.01,1310.0626,-0.830,+3.92507900E-011
1310,-0.01,1310.0626,-0.850,+3.95544100E-011
1310,-0.01,1310.0625,-0.880,+3.93413700E-011
1310,-0.01,1310.0625,-0.880,+3.92303900E-011
1310,-0.01,1310.0624,-0.860,+3.94464700E-011
1310,-0.01,1310.0624,-0.860,+3.94990300E-011
1310,-0.01,1310.0624,-0.880,+3.94890400E-011
1310,-0.01,1310.0623,-0.860,+3.94030900E-011
1310,-0.01,1310.0623,-0.880,+3.90737100E-011
1310,-0.01,1310.0622,-0.880,+3.95424100E-011
1310,-0.01,1310.0622,-0.880,+3.92880000E-011
1310,-0.01,1310.0622,-0.890,+3.91688300E-011
1310,-0.01,1310.0621,-0.880,+3.96384100E-011
1310,-0.01,1310.0621,-0.910,+3.91958400E-011
1310,-0.01,1310.0621,-0.930,+3.92014800E-011
1310,-0.01,1310.0620,-0.890,+3.97384200E-011
1310,-0.01,1310.0620,-0.860,+3.96796500E-011
1310,-0.01,1310.0619,-0.910,+3.96373900E-011
1310,-0.01,1310.0619,-0.890,+3.93333200E-011
1310,-0.01,1310.0619,-0.880,+3.94033800E-011
1310,-0.01,1310.0618,-0.940,+3.93693500E-011
1310,-0.01,1310.0618,-0.860,+3.94620100E-011
1310,-0.01,1310.0618,-0.890,+3.94995400E-011
1310,-0.01,1310.0617,-0.890,+3.96950200E-011
1310,-0.01,1310.0617,-0.860,+3.93337800E-011
1310,-0.01,1310.0617,-0.870,+3.90836100E-011
1310,-0.01,1310.0616,-0.840,+3.94598400E-011
1310,-0.01,1310.0616,-0.860,+3.92263500E-011
1310,-0.01,1310.0616,-0.840,+3.95962200E-011
1310,-0.01,1310.0615,-0.960,+3.92568600E-011
1310,-0.01,1310.0615,-0.870,+3.94553700E-011
1310,-0.01,1310.0615,-0.870,+3.92457600E-011
1310,-0.01,1310.0614,-0.890,+3.92408100E-011
1310,-0.01,1310.0614,-0.890,+3.92077400E-011
1310,-0.01,1310.0613,-0.890,+3.90055200E-011
1310,-0.01,1310.0613,-0.890,+3.91438400E-011
1310,-0.01,1310.0613,-0.890,+3.91367600E-011
1310,-0.01,1310.0613,-0.870,+3.95210800E-011
1310,-0.01,1310.0612,-0.890,+3.90572500E-011
1310,-0.01,1310.0612,-0.870,+3.91788900E-011
1310,-0.01,1310.0612,-0.870,+3.93898300E-011
1310,-0.01,1310.0611,-0.920,+3.87807300E-011
1310,-0.01,1310.0611,-0.870,+3.91359400E-011
1310,-0.01,1310.0611,-0.890,+3.93790800E-011
1310,-0.01,1310.0610,-0.870,+3.91987500E-011
1310,-0.01,1310.0610,-0.890,+3.90910100E-011
1310,-0.01,1310.0610,-0.920,+3.86998700E-011
1310,-0.01,1310.0609,-0.910,+3.92534200E-011
1310,-0.01,1310.0609,-0.890,+3.95941300E-011
1310,-0.01,1310.0609,-0.870,+3.93327300E-011
1310,-0.01,1310.0608,-0.870,+3.96236400E-011
1310,-0.01,1310.0608,-0.900,+3.94578200E-011
1310,-0.01,1310.0608,-0.820,+3.91912000E-011
1310,-0.01,1310.0607,-0.920,+3.92413200E-011
1310,-0.01,1310.0607,-0.920,+3.92695700E-011
1310,-0.01,1310.0607,-0.900,+3.91473000E-011
1310,-0.01,1310.0606,-0.890,+3.90291400E-011
1310,-0.01,1310.0606,-0.920,+3.93418500E-011
1310,-0.01,1310.0606,-0.950,+3.89434100E-011
1310,-0.01,1310.0605,-0.850,+3.94430200E-011
1310,-0.01,1310.0605,-0.950,+3.91998900E-011
1310,-0.01,1310.0605,-0.880,+3.92370200E-011
1310,-0.01,1310.0604,-0.900,+3.91163400E-011
1310,-0.01,1310.0604,-0.950,+3.94440700E-011
1310,-0.01,1310.0604,-0.920,+3.92601800E-011
1310,-0.01,1310.0603,-0.930,+3.91841700E-011
1310,-0.01,1310.0603,-0.900,+3.92078000E-011
1310,-0.01,1310.0603,-0.900,+3.90768400E-011
1310,-0.01,1310.0603,-0.900,+3.90962900E-011
1310,-0.01,1310.0602,-0.880,+3.90919200E-011
1310,-0.01,1310.0602,-0.930,+3.92109600E-011
1310,-0.01,1310.0602,-0.900,+3.90272100E-011
1310,-0.01,1310.0601,-0.930,+3.91400000E-011
1310,-0.01,1310.0601,-0.930,+3.93139500E-011
1310,-0.01,1310.0601,-0.910,+3.91073700E-011
1310,-0.01,1310.0600,-0.900,+3.91682700E-011
1310,-0.01,1310.0600,-0.910,+3.91970800E-011
1310,-0.01,1310.0600,-0.930,+3.90651900E-011
1310,-0.01,1310.0600,-0.880,+3.91147200E-011
1310,-0.01,1310.0599,-0.930,+3.92844900E-011
1310,-0.01,1310.0599,-0.930,+3.92798400E-011
1310,-0.01,1310.0599,-0.930,+3.91270700E-011
1310,-0.01,1310.0598,-0.880,+3.91328300E-011
1310,-0.01,1310.0598,-0.940,+3.89241600E-011
1310,-0.01,1310.0598,-0.930,+3.92045200E-011
1310,-0.01,1310.0598,-0.910,+3.91926300E-011
1310,-0.01,1310.0597,-0.890,+3.91642000E-011
1310,-0.01,1310.0597,-0.880,+3.91140300E-011
1310,-0.01,1310.0597,-0.910,+3.93570500E-011
1310,-0.01,1310.0597,-0.840,+3.91525500E-011
1310,-0.01,1310.0596,-0.910,+3.90495600E-011
1310,-0.01,1310.0596,-0.990,+3.94001700E-011
1310,-0.01,1310.0596,-0.940,+3.90021000E-011
1310,-0.01,1310.0596,-0.940,+3.88846600E-011
1310,-0.01,1310.0595,-0.920,+3.91823900E-011
1310,-0.01,1310.0595,-0.860,+3.93528000E-011
1310,-0.01,1310.0595,-0.920,+3.93398800E-011
1310,-0.01,1310.0595,-0.940,+3.91054900E-011
1310,-0.01,1310.0594,-0.920,+3.90750400E-011
1310,-0.01,1310.0594,-0.870,+3.91056500E-011
1310,-0.01,1310.0594,-0.870,+3.88516400E-011
1310,-0.01,1310.0594,-0.890,+3.92590800E-011
1310,-0.01,1310.0593,-0.910,+3.90765200E-011
1310,-0.01,1310.0593,-0.900,+3.90658100E-011
1310,-0.01,1310.0593,-0.890,+3.90363800E-011
1310,-0.01,1310.0593,-0.900,+3.89045900E-011
1310,-0.01,1310.0592,-0.870,+3.90439200E-011
1310,-0.01,1310.0592,-0.950,+3.93312200E-011
1310,-0.01,1310.0592,-0.920,+3.90400600E-011
1310,-0.01,1310.0592,-0.950,+3.88441100E-011
1310,-0.01,1310.0591,-0.870,+3.91882500E-011
1310,-0.01,1310.0591,-0.920,+3.89685500E-011
1310,-0.01,1310.0591,-0.920,+3.91419800E-011
1310,-0.01,1310.0590,-0.900,+3.90339800E-011
1310,-0.01,1310.0590,-0.880,+3.89105000E-011
1310,-0.01,1310.0590,-0.900,+3.90549700E-011
1310,-0.01,1310.0590,-0.920,+3.88362500E-011
1310,-0.01,1310.0590,-0.930,+3.87231700E-011
1310,-0.01,1310.0589,-0.920,+3.89461900E-011
1310,-0.01,1310.0589,-0.950,+3.89768600E-011
1310,-0.01,1310.0589,-0.880,+3.92023300E-011
1310,-0.01,1310.0589,-0.900,+3.91050900E-011
1310,-0.01,1310.0588,-0.930,+3.89571900E-011
1310,-0.01,1310.0588,-0.920,+3.92779200E-011
1310,-0.01,1310.0588,-0.950,+3.90100000E-011
1310,-0.01,1310.0588,-0.930,+3.89686600E-011
1310,-0.01,1310.0587,-0.920,+3.88868900E-011
1310,-0.01,1310.0587,-0.950,+3.89593400E-011
1310,-0.01,1310.0587,-0.900,+3.89645600E-011
1310,-0.01,1310.0587,-0.950,+3.96339500E-011
1310,-0.01,1310.0587,-0.930,+3.88662800E-011
1310,-0.01,1310.0586,-0.960,+3.94601100E-011
1310,-0.01,1310.0586,-0.880,+3.92729200E-011
1310,-0.01,1310.0586,-0.930,+3.93484700E-011
1310,-0.01,1310.0586,-0.900,+3.94333100E-011
1310,-0.01,1310.0585,-0.910,+3.91125300E-011
1310,-0.01,1310.0585,-0.930,+3.92874400E-011
1310,-0.01,1310.0585,-0.930,+3.91167500E-011
1310,-0.01,1310.0585,-0.910,+3.92864800E-011
1310,-0.01,1310.0585,-0.910,+3.93599100E-011
1310,-0.01,1310.0584,-0.930,+3.91243000E-011
1310,-0.01,1310.0584,-0.940,+3.90232400E-011
1310,-0.01,1310.0584,-1.000,+3.91911200E-011
1310,-0.01,1310.0584,-0.890,+3.87797300E-011
1310,-0.01,1310.0583,-0.930,+3.88265800E-011
1310,-0.01,1310.0583,-0.940,+3.88693100E-011
1310,-0.01,1310.0583,-0.990,+3.91271600E-011
1310,-0.01,1310.0583,-0.910,+3.89682200E-011
1310,-0.01,1310.0583,-0.860,+3.89416800E-011
1310,-0.01,1310.0582,-0.960,+3.91901000E-011
1310,-0.01,1310.0582,-0.860,+3.93681900E-011
1310,-0.01,1310.0582,-0.920,+3.89529300E-011
1310,-0.01,1310.0582,-0.940,+3.89956400E-011
1310,-0.01,1310.0582,-1.010,+3.91447800E-011
1310,-0.01,1310.0581,-0.980,+3.89125600E-011
1310,-0.01,1310.0581,-0.940,+3.89986100E-011
1310,-0.01,1310.0581,-0.920,+3.91156700E-011
1310,-0.01,1310.0581,-0.940,+3.92585400E-011
1310,-0.01,1310.0581,-0.970,+3.90853000E-011
1310,-0.01,1310.0581,-0.940,+3.92352900E-011
1310,-0.01,1310.0580,-0.890,+3.91400000E-011
1310,-0.01,1310.0580,-0.940,+3.91738800E-011
1310,-0.01,1310.0580,-0.920,+3.91798100E-011
1310,-0.01,1310.0580,-0.850,+3.92611100E-011
1310,-0.01,1310.0579,-0.940,+3.91906500E-011
1310,-0.01,1310.0579,-0.920,+3.90447400E-011
1310,-0.01,1310.0579,-0.920,+3.93109100E-011
1310,-0.01,1310.0579,-0.990,+3.90091100E-011
1310,-0.01,1310.0579,-0.950,+3.87786000E-011
1310,-0.01,1310.0578,-0.920,+3.87959200E-011
1310,-0.01,1310.0578,-0.970,+3.90878900E-011
1310,-0.01,1310.0578,-0.950,+3.87541100E-011
1310,-0.01,1310.0578,-0.970,+3.89014900E-011
1310,-0.01,1310.0578,-0.970,+3.90695000E-011
1310,-0.01,1310.0577,-0.940,+3.88524500E-011
1310,-0.01,1310.0577,-0.950,+3.90287700E-011
1310,-0.01,1310.0577,-1.000,+3.92462800E-011
1310,-0.01,1310.0577,-0.920,+3.88682100E-011
1310,-0.01,1310.0577,-0.950,+3.88349900E-011
1310,-0.01,1310.0576,-0.920,+3.86705600E-011
1310,-0.01,1310.0576,-0.970,+3.90532800E-011
1310,-0.01,1310.0576,-0.950,+3.86474100E-011
1310,-0.01,1310.0576,-0.950,+3.89300000E-011
1310,-0.01,1310.0576,-0.920,+3.88636900E-011
1310,-0.01,1310.0576,-0.980,+3.88169900E-011
1310,-0.01,1310.0576,-0.900,+3.90706400E-011
1310,-0.01,1310.0575,-0.900,+3.92520900E-011
1310,-0.01,1310.0575,-0.950,+3.91310800E-011
