T100 WAVELENGTH,T100 POWER,BRISTOL WAVELENGTH,BRISTOL POWER,POWER METER POWER
1470,-0.05,1470.0820,-0.400,+3.68705100E-011
1470,-0.04,1470.0819,-0.380,+3.65451300E-011
1470,-0.04,1470.0819,-0.380,+3.66965400E-011
1470,-0.04,1470.0819,-0.400,+3.69914800E-011
1470,-0.04,1470.0818,-0.380,+3.71212500E-011
1470,-0.05,1470.0818,-0.410,+3.67958400E-011
1470,-0.04,1470.0818,-0.350,+3.68853500E-011
1470,-0.05,1470.0818,-0.420,+3.67839000E-011
1470,-0.05,1470.0817,-0.430,+3.68971200E-011
1470,-0.05,1470.0817,-0.400,+3.71229600E-011
1470,-0.05,1470.0817,-0.420,+3.68883300E-011
1470,-0.05,1470.0817,-0.420,+3.69747800E-011
1470,-0.05,1470.0816,-0.370,+3.68175300E-011
1470,-0.05,1470.0816,-0.400,+3.72890600E-011
1470,-0.05,1470.0816,-0.420,+3.68582600E-011
1470,-0.04,1470.0815,-0.420,+3.71831900E-011
1470,-0.05,1470.0815,-0.360,+3.69847200E-011
1470,-0.04,1470.0815,-0.370,+3.68181800E-011
1470,-0.05,1470.0814,-0.320,+3.65070500E-011
1470,-0.04,1470.0814,-0.390,+4.52065300E-010
1470,-0.04,1470.0814,-0.370,+4.55164900E-010
1470,-0.04,1470.0814,-0.390,+4.57571300E-010
1470,-0.04,1470.0813,-0.400,+4.60439400E-010
1470,-0.04,1470.0813,-0.420,+4.63234500E-010
1470,-0.04,1470.0813,-0.390,+4.65899200E-010
1470,-0.04,1470.0812,-0.420,+4.69056400E-010
1470,-0.04,1470.0812,-0.440,+4.71941500E-010
1470,-0.05,1470.0812,-0.350,+4.74526800E-010
1470,-0.05,1470.0812,-0.370,+4.77856200E-010
1470,-0.04,1470.0811,-0.390,+4.80746600E-010
1470,-0.04,1470.0811,-0.390,+4.83197800E-010
1470,-0.04,1470.0811,-0.340,+4.86512700E-010
1470,-0.04,1470.0810,-0.360,+4.89286700E-010
1470,-0.04,1470.0810,-0.360,+4.92249500E-010
1470,-0.05,1470.0810,-0.410,+4.95244700E-010
1470,-0.05,1470.0810,-0.310,+4.97962800E-010
1470,-0.04,1470.0809,-0.390,+5.00667100E-010
1470,-0.04,1470.0809,-0.390,+5.03435700E-010
1470,-0.04,1470.0809,-0.360,+5.05855200E-010
1470,-0.04,1470.0808,-0.360,+5.08709000E-010
1470,-0.04,1470.0808,-0.410,+5.10798900E-010
1470,-0.05,1470.0808,-0.380,+5.13766800E-010
1470,-0.05,1470.0807,-0.360,+5.16049500E-010
1470,-0.04,1470.0807,-0.360,+5.18484100E-010
1470,-0.05,1470.0807,-0.380,+5.20649000E-010
1470,-0.04,1470.0807,-0.360,+5.23213800E-010
1470,-0.04,1470.0806,-0.380,+5.25659200E-010
1470,-0.04,1470.0806,-0.420,+5.27582300E-010
1470,-0.05,1470.0806,-0.400,+5.29700500E-010
1470,-0.04,1470.0805,-0.410,+5.31697200E-010
1470,-0.04,1470.0805,-0.380,+5.33878600E-010
1470,-0.05,1470.0805,-0.300,+5.36178700E-010
1470,-0.04,1470.0805,-0.280,+5.38198500E-010
1470,-0.04,1470.0804,-0.280,+5.40247500E-010
1470,-0.05,1470.0804,-0.360,+5.41922400E-010
1470,-0.05,1470.0804,-0.340,+5.43386100E-010
1470,-0.05,1470.0804,-0.330,+5.45103500E-010
1470,-0.04,1470.0803,-0.380,+5.47060300E-010
1470,-0.04,1470.0803,-0.400,+5.48777000E-010
1470,-0.05,1470.0803,-0.400,+5.50272100E-010
1470,-0.05,1470.0802,-0.400,+5.52253100E-010
1470,-0.05,1470.0802,-0.380,+5.53940000E-010
1470,-0.05,1470.0802,-0.330,+5.54928900E-010
1470,-0.04,1470.0801,-0.350,+5.56495100E-010
1470,-0.04,1470.0801,-0.370,+5.57993100E-010
1470,-0.05,1470.0801,-0.360,+5.59548800E-010
1470,-0.04,1470.0800,-0.400,+5.60529000E-010
1470,-0.04,1470.0800,-0.400,+5.62185400E-010
1470,-0.05,1470.0800,-0.400,+5.63419000E-010
1470,-0.05,1470.0800,-0.390,+5.64497000E-010
1470,-0.05,1470.0799,-0.370,+5.65713100E-010
1470,-0.05,1470.0799,-0.400,+5.67017700E-010
1470,-0.05,1470.0799,-0.370,+5.68066600E-010
1470,-0.05,1470.0798,-0.400,+5.69621500E-010
1470,-0.05,1470.0798,-0.320,+5.70876200E-010
1470,-0.05,1470.0798,-0.430,+5.71926900E-010
1470,-0.05,1470.0797,-0.350,+5.72787900E-010
1470,-0.05,1470.0797,-0.320,+5.73255100E-010
1470,-0.04,1470.0797,-0.370,+5.74411800E-010
1470,-0.04,1470.0797,-0.340,+5.75447800E-010
1470,-0.05,1470.0796,-0.390,+5.76685600E-010
1470,-0.05,1470.0796,-0.350,+5.77261400E-010
1470,-0.05,1470.0796,-0.390,+5.78314200E-010
1470,-0.04,1470.0795,-0.390,+5.78868100E-010
1470,-0.05,1470.0795,-0.400,+5.79575400E-010
1470,-0.05,1470.0795,-0.370,+5.80445600E-010
1470,-0.05,1470.0795,-0.340,+5.81430800E-010
1470,-0.05,1470.0794,-0.390,+5.82223400E-010
1470,-0.04,1470.0794,-0.360,+5.82597700E-010
1470,-0.05,1470.0794,-0.340,+5.83062800E-010
1470,-0.04,1470.0793,-0.340,+5.84082600E-010
1470,-0.05,1470.0793,-0.360,+3.66777200E-011
1470,-0.05,1470.0793,-0.340,+3.63490900E-011
1470,-0.05,1470.0793,-0.340,+3.64970900E-011
1470,-0.05,1470.0792,-0.360,+3.65195300E-011
1470,-0.05,1470.0792,-0.310,+3.68466300E-011
1470,-0.05,1470.0792,-0.360,+3.66137000E-011
1470,-0.05,1470.0791,-0.340,+3.64436300E-011
1470,-0.05,1470.0791,-0.310,+3.65957200E-011
1470,-0.04,1470.0791,-0.360,+3.66613400E-011
1470,-0.05,1470.0791,-0.360,+3.65983200E-011
1470,-0.05,1470.0790,-0.260,+3.63347300E-011
1470,-0.05,1470.0790,-0.380,+3.67575300E-011
1470,-0.05,1470.0790,-0.290,+3.64527000E-011
1470,-0.05,1470.0789,-0.330,+3.65801500E-011
1470,-0.05,1470.0789,-0.310,+3.68496200E-011
1470,-0.05,1470.0789,-0.300,+3.64048700E-011
1470,-0.04,1470.0788,-0.380,+3.65899200E-011
1470,-0.05,1470.0788,-0.350,+3.63499200E-011
1470,-0.05,1470.0788,-0.360,+3.67140900E-011
1470,-0.05,1470.0788,-0.330,+3.64432500E-011
1470,-0.05,1470.0787,-0.280,+3.60158900E-011
1470,-0.04,1470.0787,-0.330,+3.67527500E-011
1470,-0.05,1470.0787,-0.310,+3.60577200E-011
1470,-0.05,1470.0787,-0.350,+3.67369400E-011
1470,-0.04,1470.0786,-0.330,+3.67964900E-011
1470,-0.04,1470.0786,-0.330,+3.67540700E-011
1470,-0.05,1470.0786,-0.310,+3.61661300E-011
1470,-0.04,1470.0785,-0.390,+3.63851900E-011
1470,-0.04,1470.0785,-0.330,+3.63438500E-011
1470,-0.05,1470.0785,-0.330,+3.61686700E-011
1470,-0.05,1470.0785,-0.350,+3.61532600E-011
1470,-0.04,1470.0784,-0.380,+3.64796400E-011
1470,-0.05,1470.0784,-0.350,+3.60287800E-011
1470,-0.04,1470.0784,-0.400,+3.65125800E-011
1470,-0.05,1470.0783,-0.300,+3.62882300E-011
1470,-0.05,1470.0783,-0.330,+3.65280600E-011
1470,-0.04,1470.0783,-0.300,+3.65631100E-011
1470,-0.04,1470.0782,-0.300,+3.61751200E-011
1470,-0.04,1470.0782,-0.350,+3.61257700E-011
1470,-0.04,1470.0782,-0.380,+3.67215700E-011
1470,-0.05,1470.0782,-0.350,+3.64931400E-011
1470,-0.05,1470.0781,-0.370,+3.62596500E-011
1470,-0.04,1470.0781,-0.330,+3.67668800E-011
1470,-0.04,1470.0781,-0.300,+3.63121400E-011
1470,-0.05,1470.0780,-0.300,+3.64727100E-011
1470,-0.05,1470.0780,-0.350,+3.65868700E-011
1470,-0.05,1470.0780,-0.370,+3.64048200E-011
1470,-0.05,1470.0780,-0.320,+3.65498700E-011
1470,-0.05,1470.0779,-0.350,+3.64367900E-011
1470,-0.05,1470.0779,-0.350,+3.65252100E-011
1470,-0.04,1470.0779,-0.280,+3.64732200E-011
1470,-0.05,1470.0778,-0.380,+3.63101900E-011
1470,-0.04,1470.0778,-0.370,+3.65050300E-011
1470,-0.05,1470.0778,-0.350,+3.69148200E-011
1470,-0.05,1470.0778,-0.350,+3.66993200E-011
1470,-0.05,1470.0777,-0.270,+3.65455200E-011
1470,-0.05,1470.0777,-0.340,+3.63731800E-011
1470,-0.04,1470.0777,-0.300,+3.64415200E-011
1470,-0.05,1470.0776,-0.350,+3.67268400E-011
1470,-0.05,1470.0776,-0.320,+3.61009600E-011
1470,-0.04,1470.0776,-0.300,+3.67905700E-011
1470,-0.04,1470.0775,-0.300,+3.66018000E-011
1470,-0.05,1470.0775,-0.320,+3.67760200E-011
1470,-0.05,1470.0775,-0.340,+3.65440800E-011
1470,-0.05,1470.0774,-0.400,+3.65486100E-011
1470,-0.05,1470.0774,-0.340,+3.66406500E-011
1470,-0.05,1470.0774,-0.370,+3.64786100E-011
1470,-0.04,1470.0774,-0.360,+3.64080700E-011
1470,-0.05,1470.0773,-0.300,+3.60721800E-011
1470,-0.04,1470.0773,-0.320,+3.64059500E-011
1470,-0.05,1470.0773,-0.350,+3.62180600E-011
1470,-0.05,1470.0773,-0.260,+3.64077400E-011
1470,-0.04,1470.0772,-0.340,+3.66899000E-011
1470,-0.05,1470.0772,-0.290,+3.65082100E-011
1470,-0.05,1470.0772,-0.320,+3.63368500E-011
1470,-0.04,1470.0771,-0.340,+3.62384600E-011
1470,-0.04,1470.0771,-0.340,+3.62748500E-011
1470,-0.05,1470.0771,-0.240,+3.66248100E-011
1470,-0.05,1470.0770,-0.320,+3.63445100E-011
1470,-0.04,1470.0770,-0.290,+3.63911400E-011
1470,-0.05,1470.0770,-0.250,+3.64069600E-011
1470,-0.05,1470.0769,-0.320,+3.64967200E-011
1470,-0.04,1470.0769,-0.330,+3.67551400E-011
1470,-0.05,1470.0769,-0.360,+3.60760000E-011
1470,-0.04,1470.0769,-0.310,+3.63827100E-011
1470,-0.04,1470.0768,-0.330,+3.65599000E-011
1470,-0.04,1470.0768,-0.340,+3.63639500E-011
1470,-0.05,1470.0768,-0.340,+3.63725000E-011
1470,-0.05,1470.0767,-0.310,+3.63821500E-011
1470,-0.04,1470.0767,-0.310,+3.64297700E-011
1470,-0.05,1470.0767,-0.340,+3.67852700E-011
1470,-0.04,1470.0767,-0.340,+3.65641800E-011
1470,-0.05,1470.0766,-0.310,+3.65085700E-011
1470,-0.04,1470.0766,-0.330,+3.62526100E-011
1470,-0.04,1470.0766,-0.290,+3.64990800E-011
1470,-0.04,1470.0765,-0.310,+3.64753500E-011
1470,-0.05,1470.0765,-0.360,+3.63632900E-011
1470,-0.05,1470.0765,-0.310,+3.62799900E-011
1470,-0.04,1470.0765,-0.280,+3.61278200E-011
1470,-0.04,1470.0764,-0.290,+3.66700100E-011
1470,-0.05,1470.0764,-0.360,+3.65322800E-011
1470,-0.04,1470.0764,-0.340,+3.65424400E-011
1470,-0.04,1470.0763,-0.320,+3.62373500E-011
1470,-0.05,1470.0763,-0.340,+3.62208300E-011
1470,-0.04,1470.0763,-0.310,+3.64630100E-011
1470,-0.04,1470.0763,-0.330,+3.61497800E-011
1470,-0.04,1470.0762,-0.360,+3.63909200E-011
1470,-0.05,1470.0762,-0.310,+3.63764300E-011
1470,-0.04,1470.0762,-0.360,+3.60745700E-011
1470,-0.04,1470.0762,-0.260,+3.61545200E-011
1470,-0.04,1470.0761,-0.240,+3.64873800E-011
1470,-0.04,1470.0761,-0.330,+3.60155700E-011
1470,-0.05,1470.0761,-0.330,+3.65260500E-011
1470,-0.04,1470.0760,-0.340,+3.63016200E-011
1470,-0.04,1470.0760,-0.310,+3.62587900E-011
1470,-0.04,1470.0760,-0.330,+3.66718200E-011
1470,-0.05,1470.0759,-0.280,+3.65130200E-011
1470,-0.04,1470.0759,-0.310,+3.61417800E-011
1470,-0.05,1470.0759,-0.280,+3.65527100E-011
1470,-0.05,1470.0759,-0.310,+3.62101800E-011
1470,-0.05,1470.0758,-0.330,+3.67442800E-011
1470,-0.05,1470.0758,-0.330,+3.63586700E-011
1470,-0.05,1470.0758,-0.330,+3.66433300E-011
1470,-0.04,1470.0758,-0.330,+3.62833100E-011
1470,-0.05,1470.0757,-0.360,+3.62354000E-011
1470,-0.04,1470.0757,-0.350,+3.62377600E-011
1470,-0.04,1470.0757,-0.330,+3.68572000E-011
1470,-0.04,1470.0757,-0.310,+3.63555000E-011
1470,-0.04,1470.0756,-0.330,+3.63681700E-011
1470,-0.04,1470.0756,-0.330,+3.63951900E-011
1470,-0.04,1470.0756,-0.330,+3.66245400E-011
1470,-0.04,1470.0755,-0.320,+3.63529600E-011
1470,-0.05,1470.0755,-0.300,+3.63215600E-011
1470,-0.05,1470.0755,-0.280,+3.66741000E-011
1470,-0.04,1470.0755,-0.300,+3.65637100E-011
1470,-0.04,1470.0754,-0.300,+3.65785700E-011
1470,-0.05,1470.0754,-0.280,+3.65246000E-011
1470,-0.04,1470.0754,-0.280,+3.64224200E-011
1470,-0.05,1470.0754,-0.250,+3.62575900E-011
1470,-0.04,1470.0753,-0.330,+3.61452000E-011
1470,-0.05,1470.0753,-0.350,+3.61928500E-011
1470,-0.04,1470.0753,-0.330,+3.66211900E-011
1470,-0.04,1470.0752,-0.330,+3.64061400E-011
1470,-0.05,1470.0752,-0.330,+3.61326800E-011
1470,-0.04,1470.0752,-0.350,+3.60602700E-011
1470,-0.04,1470.0752,-0.320,+3.62567300E-011
1470,-0.04,1470.0751,-0.330,+3.62233100E-011
1470,-0.05,1470.0751,-0.330,+3.63889200E-011
1470,-0.05,1470.0751,-0.320,+3.65165500E-011
1470,-0.04,1470.0751,-0.330,+3.60769900E-011
1470,-0.04,1470.0750,-0.300,+3.62611300E-011
1470,-0.05,1470.0750,-0.330,+3.65826800E-011
1470,-0.05,1470.0750,-0.330,+3.64795200E-011
1470,-0.04,1470.0750,-0.330,+3.63744200E-011
1470,-0.05,1470.0749,-0.300,+3.67626300E-011
1470,-0.05,1470.0749,-0.350,+3.64810600E-011
1470,-0.05,1470.0749,-0.300,+3.64415500E-011
1470,-0.04,1470.0749,-0.300,+3.60256400E-011
1470,-0.04,1470.0748,-0.300,+3.63666600E-011
1470,-0.05,1470.0748,-0.300,+3.66891800E-011
1470,-0.04,1470.0748,-0.350,+3.65830000E-011
1470,-0.04,1470.0748,-0.250,+3.61927700E-011
1470,-0.04,1470.0747,-0.320,+3.62332600E-011
1470,-0.05,1470.0747,-0.320,+3.65958400E-011
1470,-0.05,1470.0747,-0.300,+3.63398900E-011
1470,-0.04,1470.0746,-0.320,+3.63496500E-011
1470,-0.04,1470.0746,-0.330,+3.66044700E-011
1470,-0.04,1470.0746,-0.320,+3.64234500E-011
1470,-0.04,1470.0746,-0.270,+3.64967600E-011
1470,-0.04,1470.0745,-0.300,+3.62439500E-011
1470,-0.04,1470.0745,-0.300,+3.63996900E-011
1470,-0.04,1470.0745,-0.350,+3.64354400E-011
1470,-0.05,1470.0745,-0.300,+3.63081200E-011
1470,-0.04,1470.0744,-0.300,+3.62639100E-011
1470,-0.05,1470.0744,-0.320,+3.63416800E-011
1470,-0.05,1470.0744,-0.300,+3.63209900E-011
1470,-0.04,1470.0744,-0.320,+3.60225800E-011
1470,-0.04,1470.0743,-0.330,+3.59947600E-011
1470,-0.04,1470.0743,-0.320,+3.61176300E-011
1470,-0.05,1470.0743,-0.270,+3.63644600E-011
1470,-0.05,1470.0743,-0.320,+3.63427700E-011
1470,-0.05,1470.0743,-0.330,+3.63785100E-011
1470,-0.05,1470.0742,-0.320,+3.58782800E-011
1470,-0.04,1470.0742,-0.330,+3.62613800E-011
1470,-0.04,1470.0742,-0.320,+3.62058900E-011
1470,-0.05,1470.0742,-0.330,+3.61391300E-011
1470,-0.04,1470.0741,-0.300,+3.64760300E-011
1470,-0.05,1470.0741,-0.320,+3.59985300E-011
1470,-0.05,1470.0741,-0.320,+3.63804100E-011
1470,-0.04,1470.0741,-0.300,+3.65974000E-011
1470,-0.05,1470.0740,-0.330,+3.65259600E-011
1470,-0.05,1470.0740,-0.320,+3.61872700E-011
1470,-0.05,1470.0740,-0.340,+3.64773700E-011
1470,-0.05,1470.0740,-0.360,+3.63291400E-011
1470,-0.05,1470.0739,-0.270,+3.64276900E-011
1470,-0.05,1470.0739,-0.300,+3.64279600E-011
1470,-0.04,1470.0739,-0.320,+3.63668000E-011
1470,-0.04,1470.0739,-0.340,+3.63179300E-011
1470,-0.05,1470.0738,-0.330,+3.62556700E-011
1470,-0.05,1470.0738,-0.320,+3.66830800E-011
1470,-0.05,1470.0738,-0.290,+3.63893800E-011
1470,-0.05,1470.0738,-0.370,+3.62309500E-011
1470,-0.05,1470.0738,-0.270,+3.62260800E-011
1470,-0.05,1470.0737,-0.320,+3.59733300E-011
1470,-0.05,1470.0737,-0.270,+3.65093200E-011
1470,-0.05,1470.0737,-0.300,+3.65423800E-011
1470,-0.05,1470.0737,-0.320,+3.63449200E-011
1470,-0.05,1470.0736,-0.340,+3.65675400E-011
1470,-0.05,1470.0736,-0.290,+3.63249800E-011
1470,-0.05,1470.0736,-0.320,+3.67616900E-011
1470,-0.05,1470.0736,-0.320,+3.61927600E-011
1470,-0.04,1470.0735,-0.320,+3.64269200E-011
1470,-0.05,1470.0735,-0.320,+3.63107000E-011
1470,-0.05,1470.0735,-0.290,+3.62642700E-011
1470,-0.05,1470.0735,-0.320,+3.59514200E-011
1470,-0.05,1470.0735,-0.320,+3.64447300E-011
1470,-0.04,1470.0734,-0.320,+3.64760100E-011
1470,-0.05,1470.0734,-0.320,+3.64254500E-011
1470,-0.05,1470.0734,-0.310,+3.66831000E-011
1470,-0.05,1470.0734,-0.250,+3.62873300E-011
1470,-0.04,1470.0733,-0.320,+3.61394400E-011
1470,-0.04,1470.0733,-0.290,+3.65323500E-011
1470,-0.05,1470.0733,-0.290,+3.61703900E-011
1470,-0.05,1470.0733,-0.320,+3.63174600E-011
1470,-0.05,1470.0732,-0.290,+3.60794700E-011
1470,-0.05,1470.0732,-0.320,+3.64261900E-011
1470,-0.05,1470.0732,-0.310,+3.64278700E-011
1470,-0.04,1470.0732,-0.360,+3.62297700E-011
1470,-0.05,1470.0732,-0.290,+3.61566300E-011
1470,-0.05,1470.0731,-0.340,+3.64809100E-011
1470,-0.05,1470.0731,-0.290,+3.63915700E-011
1470,-0.05,1470.0731,-0.320,+3.65397900E-011
1470,-0.04,1470.0731,-0.290,+3.63141900E-011
1470,-0.04,1470.0730,-0.320,+3.66426600E-011
1470,-0.05,1470.0730,-0.240,+3.64785800E-011
1470,-0.05,1470.0730,-0.300,+3.67670900E-011
1470,-0.04,1470.0730,-0.310,+3.62650300E-011
1470,-0.05,1470.0730,-0.270,+3.66846600E-011
1470,-0.04,1470.0729,-0.290,+3.63197800E-011
1470,-0.04,1470.0729,-0.290,+3.60665700E-011
1470,-0.04,1470.0729,-0.320,+3.63889400E-011
1470,-0.05,1470.0729,-0.220,+3.62124900E-011
1470,-0.04,1470.0729,-0.290,+3.64723400E-011
1470,-0.04,1470.0728,-0.330,+3.62099500E-011
1470,-0.04,1470.0728,-0.290,+3.63263900E-011
1470,-0.04,1470.0728,-0.310,+3.65596100E-011
1470,-0.05,1470.0728,-0.340,+3.67180800E-011
1470,-0.04,1470.0728,-0.330,+3.63533100E-011
1470,-0.04,1470.0727,-0.290,+3.62618900E-011
1470,-0.05,1470.0727,-0.320,+3.62104000E-011
1470,-0.05,1470.0727,-0.340,+3.60240500E-011
1470,-0.05,1470.0727,-0.270,+3.66036800E-011
1470,-0.05,1470.0726,-0.320,+3.60128800E-011
1470,-0.04,1470.0726,-0.290,+3.64214700E-011
1470,-0.05,1470.0726,-0.320,+3.66037400E-011
1470,-0.05,1470.0726,-0.290,+3.61808800E-011
1470,-0.04,1470.0726,-0.340,+3.64747900E-011
1470,-0.04,1470.0725,-0.320,+3.64317600E-011
1470,-0.05,1470.0725,-0.290,+3.59638200E-011
1470,-0.04,1470.0725,-0.270,+3.62382700E-011
1470,-0.04,1470.0725,-0.340,+3.60765200E-011
1470,-0.04,1470.0724,-0.310,+3.62793400E-011
1470,-0.04,1470.0724,-0.290,+3.63899200E-011
1470,-0.04,1470.0724,-0.290,+3.64002200E-011
1470,-0.04,1470.0724,-0.310,+3.63254200E-011
1470,-0.04,1470.0723,-0.260,+3.60889300E-011
1470,-0.04,1470.0723,-0.290,+3.62006000E-011
1470,-0.05,1470.0723,-0.360,+3.64115200E-011
1470,-0.04,1470.0723,-0.340,+3.63326800E-011
1470,-0.04,1470.0723,-0.270,+3.62416100E-011
1470,-0.05,1470.0723,-0.320,+3.61167300E-011
1470,-0.04,1470.0723,-0.260,+3.64691000E-011
1470,-0.05,1470.0722,-0.370,+3.65039700E-011
1470,-0.04,1470.0722,-0.290,+3.62675300E-011
1470,-0.04,1470.0722,-0.270,+3.63280100E-011
1470,-0.04,1470.0722,-0.300,+3.65287900E-011
1470,-0.04,1470.0722,-0.290,+3.62185500E-011
1470,-0.04,1470.0721,-0.330,+3.65135300E-011
1470,-0.05,1470.0721,-0.310,+3.66979600E-011
1470,-0.05,1470.0721,-0.270,+3.66130200E-011
1470,-0.04,1470.0720,-0.290,+3.64953800E-011
1470,-0.04,1470.0720,-0.350,+3.63796900E-011
1470,-0.05,1470.0720,-0.340,+3.65037000E-011
1470,-0.05,1470.0720,-0.320,+3.60337700E-011
1470,-0.05,1470.0720,-0.310,+3.61342000E-011
1470,-0.05,1470.0720,-0.310,+3.66851700E-011
1470,-0.04,1470.0720,-0.320,+3.63186300E-011
1470,-0.05,1470.0719,-0.290,+3.60893400E-011
1470,-0.05,1470.0720,-0.320,+3.64365800E-011
1470,-0.04,1470.0719,-0.290,+3.61365900E-011
1470,-0.04,1470.0719,-0.270,+3.64652200E-011
1470,-0.04,1470.0718,-0.320,+3.61241400E-011
1470,-0.04,1470.0719,-0.260,+3.63012600E-011
1470,-0.04,1470.0718,-0.310,+3.60655900E-011
1470,-0.04,1470.0718,-0.310,+3.62806200E-011
1470,-0.04,1470.0717,-0.290,+3.59323000E-011
1470,-0.04,1470.0717,-0.310,+3.62077500E-011
1470,-0.05,1470.0717,-0.290,+3.61574600E-011
1470,-0.05,1470.0717,-0.320,+3.63642300E-011
1470,-0.05,1470.0717,-0.290,+3.67010300E-011
1470,-0.05,1470.0717,-0.340,+3.62452700E-011
1470,-0.05,1470.0716,-0.260,+3.60885500E-011
1470,-0.05,1470.0716,-0.260,+3.61970000E-011
1470,-0.05,1470.0716,-0.260,+3.63239000E-011
1470,-0.05,1470.0716,-0.300,+3.62326600E-011
1470,-0.04,1470.0716,-0.310,+3.65131600E-011
1470,-0.05,1470.0716,-0.270,+3.61281000E-011
1470,-0.05,1470.0715,-0.310,+3.63410200E-011
1470,-0.05,1470.0715,-0.290,+3.66297000E-011
1470,-0.05,1470.0715,-0.240,+3.62528200E-011
1470,-0.05,1470.0714,-0.320,+3.59472300E-011
1470,-0.05,1470.0715,-0.310,+3.64168100E-011
1470,-0.04,1470.0714,-0.290,+3.64983000E-011
1470,-0.04,1470.0714,-0.300,+3.64785000E-011
1470,-0.05,1470.0714,-0.360,+3.64626800E-011
1470,-0.05,1470.0714,-0.300,+3.65216600E-011
1470,-0.04,1470.0714,-0.310,+3.63523300E-011
1470,-0.05,1470.0714,-0.290,+3.62372600E-011
1470,-0.05,1470.0714,-0.290,+3.61006300E-011
1470,-0.05,1470.0713,-0.290,+3.63684700E-011
1470,-0.04,1470.0713,-0.310,+3.62708300E-011
1470,-0.05,1470.0713,-0.310,+3.63482700E-011
1470,-0.05,1470.0713,-0.290,+3.62792100E-011
1470,-0.05,1470.0713,-0.290,+3.62255500E-011
1470,-0.05,1470.0713,-0.320,+3.66592500E-011
1470,-0.05,1470.0712,-0.290,+3.60794200E-011
1470,-0.05,1470.0712,-0.290,+3.61506200E-011
1470,-0.05,1470.0712,-0.340,+3.60888000E-011
1470,-0.04,1470.0712,-0.310,+3.62839200E-011
1470,-0.05,1470.0711,-0.290,+3.60685300E-011
1470,-0.05,1470.0712,-0.300,+3.67563100E-011
1470,-0.05,1470.0711,-0.310,+3.62340000E-011
1470,-0.05,1470.0711,-0.280,+3.61580700E-011
1470,-0.05,1470.0711,-0.310,+3.62909700E-011
1470,-0.05,1470.0711,-0.310,+3.64320300E-011
1470,-0.05,1470.0711,-0.250,+3.66263300E-011
1470,-0.05,1470.0711,-0.350,+3.63629900E-011
1470,-0.05,1470.0710,-0.270,+3.65532400E-011
1470,-0.05,1470.0710,-0.240,+3.61414700E-011
1470,-0.05,1470.0710,-0.290,+3.63644900E-011
1470,-0.04,1470.0710,-0.320,+3.64165200E-011
1470,-0.05,1470.0710,-0.290,+3.62340400E-011
1470,-0.04,1470.0710,-0.260,+3.63413300E-011
1470,-0.04,1470.0709,-0.220,+3.63605800E-011
1470,-0.04,1470.0709,-0.310,+3.67360600E-011
1470,-0.05,1470.0709,-0.310,+3.63939600E-011
1470,-0.05,1470.0709,-0.310,+3.64142300E-011
1470,-0.04,1470.0709,-0.220,+3.66505500E-011
1470,-0.04,1470.0709,-0.310,+3.64271400E-011
1470,-0.05,1470.0708,-0.270,+3.64976100E-011
1470,-0.05,1470.0708,-0.290,+3.63054200E-011
1470,-0.04,1470.0708,-0.360,+3.64490500E-011
1470,-0.04,1470.0708,-0.290,+3.61974900E-011
1470,-0.05,1470.0708,-0.290,+3.63022000E-011
1470,-0.04,1470.0708,-0.290,+3.64519700E-011
1470,-0.05,1470.0707,-0.290,+3.59199800E-011
1470,-0.04,1470.0707,-0.320,+3.61096600E-011
1470,-0.05,1470.0707,-0.290,+3.62808200E-011
1470,-0.05,1470.0707,-0.310,+3.59853300E-011
1470,-0.05,1470.0707,-0.310,+3.62282300E-011
1470,-0.05,1470.0707,-0.310,+3.60801300E-011
1470,-0.05,1470.0706,-0.320,+3.62287800E-011
1470,-0.04,1470.0706,-0.290,+3.60745400E-011
1470,-0.04,1470.0706,-0.340,+3.62775000E-011
1470,-0.05,1470.0706,-0.340,+3.62798000E-011
1470,-0.04,1470.0706,-0.270,+3.64172300E-011
1470,-0.05,1470.0706,-0.290,+3.62292300E-011
1470,-0.04,1470.0706,-0.340,+3.63604500E-011
1470,-0.04,1470.0705,-0.290,+3.64539200E-011
1470,-0.04,1470.0705,-0.290,+3.61042000E-011
1470,-0.05,1470.0705,-0.340,+3.62294100E-011
1470,-0.04,1470.0705,-0.290,+3.59166300E-011
1470,-0.05,1470.0705,-0.340,+3.63416700E-011
1470,-0.05,1470.0705,-0.310,+3.59981600E-011
1470,-0.04,1470.0705,-0.290,+3.61581500E-011
1470,-0.04,1470.0704,-0.290,+3.61749100E-011
1470,-0.05,1470.0704,-0.340,+3.60770000E-011
1470,-0.04,1470.0704,-0.310,+3.59862500E-011
1470,-0.05,1470.0704,-0.270,+3.66446400E-011
1470,-0.05,1470.0704,-0.310,+3.60687900E-011
1470,-0.04,1470.0704,-0.320,+3.62134700E-011
1470,-0.04,1470.0704,-0.310,+3.58740500E-011
1470,-0.04,1470.0703,-0.230,+3.57117100E-011
1470,-0.05,1470.0703,-0.290,+3.62360000E-011
1470,-0.04,1470.0703,-0.310,+3.60275900E-011
1470,-0.05,1470.0703,-0.290,+3.67719300E-011
1470,-0.04,1470.0703,-0.340,+3.61941000E-011
1470,-0.04,1470.0703,-0.300,+3.65741500E-011
1470,-0.05,1470.0703,-0.270,+3.66716900E-011
